"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5572"	"spectra.count.P5572"	"dNSAF.P5572"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P07919"	"P07919"	"QCR6_HUMAN"	"Cytochrome b-c1 complex subunit 6, mitochondrial"	"UQCRH"	2	2	0.00171118915073192	2	2	0.00216674253437577	0	"mitochondrial electron transport;respiratory electron transport chain;aerobic respiration;protein heterooligomerization;small molecule metabolic process;oxidative phosphorylation"	"mitochondrial respiratory chain;mitochondrial respiratory chain complex III"	"ubiquinol-cytochrome-c reductase activity"
"P08107-1"	"P08107-1"	"HSP71_HUMAN"	"Heat shock 70 kDa protein 1A/1B"	"HSPA1B,HSPA1A"	11	27	0.00612437448547105	11	27	0	31	"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;mRNA catabolic process;response to virus;response to unfolded protein;gene expression;negative regulation of inclusion body assembly;positive regulation of erythrocyte differentiation;negative regulation of cell proliferation;negative regulation of cell growth;protein refolding;negative regulation of apoptotic process"	"nuclear speck;endoplasmic reticulum;cytosol;mitochondrion;aggresome;ribonucleoprotein complex;perinuclear region of cytoplasm"	"protein binding involved in protein folding;virus receptor activity;ATP binding;unfolded protein binding"
"P08865"	"P08865"	"RSSA_HUMAN"	"40S ribosomal protein SA"	"RPSA"	2	3	0.000791787522287822	2	3	0.00100257747777048	0	"viral transcription;translational termination;rRNA export from nucleus;nuclear-transcribed mRNA catabolic process;translational elongation;SRP-dependent cotranslational protein targeting to membrane;cell adhesion;endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA;endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA;ribosomal small subunit assembly;translational initiation"	"plasma membrane;nucleus;90S preribosome;cytosolic small ribosomal subunit"	"structural constituent of ribosome;ribosome binding;laminin receptor activity"
"P09972"	"P09972"	"ALDOC_HUMAN"	"Fructose-bisphosphate aldolase C"	"ALDOC"	2	4	0.000896337174192912	2	4	0.00113496037514921	1	"fructose 1;gluconeogenesis;small molecule metabolic process;glycolysis;organ regeneration;aging;response to hypoxia;apoptotic process;protein homotetramerization;protein heterotetramerization;response to organonitrogen compound;fructose metabolic process;response to organic cyclic compound"	"cytosol;axon;mitochondrion;cytoskeleton"	"cytoskeletal protein binding;fructose-bisphosphate aldolase activity"
"P11177-1,P11177-2,P11177-3"	"P11177-[1-3]"	"ODPB_HUMAN"	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"	"PDHB"	2	4	0.000289170311451448	2	4	0	0	"acetyl-CoA biosynthetic process from pyruvate;regulation of acetyl-CoA biosynthetic process from pyruvate;glucose metabolic process;tricarboxylic acid cycle"	"mitochondrial matrix;pyruvate dehydrogenase complex"	"pyruvate dehydrogenase (acetyl-transferring) activity"
"P13861"	"P13861"	"KAP2_HUMAN"	"cAMP-dependent protein kinase type II-alpha regulatory subunit"	"PRKAR2A"	3	4	0.000770882241171312	3	4	0.000976106785288092	0	"intracellular signal transduction;cellular response to glucagon stimulus;blood coagulation;regulation of insulin secretion;small molecule metabolic process;activation of protein kinase A activity;water transport;neurotrophin TRK receptor signaling pathway;activation of phospholipase C activity;innate immune response;epidermal growth factor receptor signaling pathway;negative regulation of cAMP-dependent protein kinase activity;energy reserve metabolic process;fibroblast growth factor receptor signaling pathway;transmembrane transport"	"AMP-activated protein kinase complex;cytosol;cAMP-dependent protein kinase complex;centrosome;plasma membrane"	"ubiquitin protein ligase binding;cAMP-dependent protein kinase regulator activity;cAMP binding;cAMP-dependent protein kinase inhibitor activity"
"P16152"	"P16152"	"CBR1_HUMAN"	"Carbonyl reductase [NADPH] 1"	"CBR1"	5	6	0.00168647883808597	5	6	0.00213545383351835	0	"vitamin K metabolic process;drug metabolic process;cyclooxygenase pathway"	"cytosol"	"15-hydroxyprostaglandin dehydrogenase (NADP+) activity;carbonyl reductase (NADPH) activity;oxidoreductase activity;prostaglandin-E2 9-reductase activity"
"P18669"	"P18669"	"PGAM1_HUMAN"	"Phosphoglycerate mutase 1"	"PGAM1"	8	16	0.00490451063674346	8	16	0.00621019120088802	0	"gluconeogenesis;glycolysis;regulation of pentose-phosphate shunt;regulation of glycolysis;respiratory burst;small molecule metabolic process"	"cytosol"	"bisphosphoglycerate 2-phosphatase activity;phosphoglycerate mutase activity;bisphosphoglycerate mutase activity"
"P22102-1,P22102-2"	"P22102-[1,2]"	"PUR2_HUMAN"	"Trifunctional purine biosynthetic protein adenosine-3"	"GART"	2	2	7.70882241171312e-05	2	2	0	0	"purine nucleobase metabolic process;purine nucleobase biosynthetic process;'de novo' IMP biosynthetic process;purine ribonucleoside monophosphate biosynthetic process;methylation"	"cytosol"	"phosphoribosylformylglycinamidine cyclo-ligase activity;ATP binding;methyltransferase activity;phosphoribosylamine-glycine ligase activity;phosphoribosylglycinamide formyltransferase activity;metal ion binding"
"P23193-1"	"P23193-1"	"TCEA1_HUMAN"	"Transcription elongation factor A protein 1"	"TCEA1"	8	12	0.00310401752923465	8	12	0	0	"positive regulation of transcription from RNA polymerase II promoter;positive regulation of viral transcription;transcription-coupled nucleotide-excision repair;transcription elongation from RNA polymerase II promoter;viral process;regulation of DNA-dependent transcription;erythrocyte differentiation"	"nucleoplasm;nucleolus"	"zinc ion binding;DNA binding"
"P23246-1"	"P23246-1"	"SFPQ_HUMAN"	"Splicing factor, proline- and glutamine-rich"	"SFPQ"	16	28	0.00319172296344613	16	28	0	2	"DNA repair;DNA recombination;alternative mRNA splicing;negative regulation of transcription from RNA polymerase II promoter;transcription"	"nuclear matrix;cytoplasm;paraspeckles"	"DNA binding;RNA binding;nucleotide binding"
"P24539"	"P24539"	"AT5F1_HUMAN"	"ATP synthase subunit b, mitochondrial"	"ATP5F1"	2	2	0.000608274268424238	2	2	0.000770209260266385	0	"respiratory electron transport chain;mitochondrial ATP synthesis coupled proton transport"	"mitochondrial proton-transporting ATP synthase complex;mitochondrial matrix"	"proton-transporting ATP synthase activity"
"P25398"	"P25398"	"RS12_HUMAN"	"40S ribosomal protein S12"	"RPS12"	2	5	0.00294920857417812	2	5	0.00373434792856429	0	"viral transcription;SRP-dependent cotranslational protein targeting to membrane;nuclear-transcribed mRNA catabolic process;translational elongation;translational initiation;translational termination"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome"
"P25787"	"P25787"	"PSA2_HUMAN"	"Proteasome subunit alpha type-2"	"PSMA2"	2	2	0.000665462447506859	2	2	0.000842622096701686	0	"viral process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;G1/S transition of mitotic cell cycle;mRNA metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;DNA damage response;negative regulation of apoptotic process;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;protein polyubiquitination;gene expression;apoptotic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;small molecule metabolic process;regulation of cellular amino acid metabolic process;response to virus"	"nucleoplasm;proteasome core complex;proteasome core complex;cytoplasmic mRNA processing body;cytosol"	"threonine-type endopeptidase activity"
"P27348"	"P27348"	"1433T_HUMAN"	"14-3-3 protein theta"	"YWHAQ"	2	3	0.00134664474772778	2	3	0.00170514899089178	6	"intrinsic apoptotic signaling pathway;negative regulation of transcription;protein targeting;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;small GTPase mediated signal transduction"	"extracellular vesicular exosome;cytoplasmic vesicle membrane;cytosol"	""
"P28066"	"P28066"	"PSA5_HUMAN"	"Proteasome subunit alpha type-5"	"PSMA5"	2	2	0.000646133662724502	2	2	0.000818147595967612	0	"viral process;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;negative regulation of apoptotic process;protein polyubiquitination;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;gene expression;antigen processing and presentation of exogenous peptide antigen via MHC class I;apoptotic process;regulation of cellular amino acid metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;mRNA metabolic process;small molecule metabolic process;G1/S transition of mitotic cell cycle;DNA damage response"	"proteasome core complex;nucleoplasm;proteasome core complex;cytosol"	"threonine-type endopeptidase activity"
"P28070"	"P28070"	"PSB4_HUMAN"	"Proteasome subunit beta type-4"	"PSMB4"	2	2	0.000589841714835625	2	2	0.000746869585712858	0	"viral process;gene expression;mRNA metabolic process;regulation of cellular amino acid metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;negative regulation of apoptotic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;small molecule metabolic process;modulation by virus of host morphology or physiology;negative regulation of inflammatory response to antigenic stimulus;G1/S transition of mitotic cell cycle;apoptotic process;protein polyubiquitination;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;DNA damage response"	"cytosol;nucleoplasm;proteasome core complex"	"threonine-type endopeptidase activity;lipopolysaccharide binding"
"P28072"	"P28072"	"PSB6_HUMAN"	"Proteasome subunit beta type-6"	"PSMB6"	2	2	0.000651540638981611	2	2	0.000824994019364831	0	"modulation by virus of host morphology or physiology;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;mRNA metabolic process;DNA damage response;G1/S transition of mitotic cell cycle;negative regulation of apoptotic process;viral process;protein polyubiquitination;gene expression;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of cellular amino acid metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;small molecule metabolic process;apoptotic process"	"cytosol;nucleoplasm;proteasome core complex"	"endopeptidase activity;threonine-type endopeptidase activity"
"P31040"	"P31040"	"DHSA_HUMAN"	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"	"SDHA"	2	2	0.000234515380597297	2	2	0.000296948148536438	0	"succinate metabolic process;respiratory electron transport chain;nervous system development;tricarboxylic acid cycle"	"mitochondrial respiratory chain complex II"	"flavin adenine dinucleotide binding;succinate dehydrogenase (ubiquinone) activity"
"P35908"	"P35908"	"K22E_HUMAN"	"Keratin, type II cytoskeletal 2 epidermal"	"KRT2"	2	2	0.000406150789558177	2	2	0.000514276397047978	3	"keratinization;keratinocyte proliferation;keratinocyte activation;keratinocyte migration"	"intermediate filament;keratin filament;Golgi apparatus"	"structural constituent of cytoskeleton"
"P36543-1,P36543-2"	"P36543-[1,2]"	"VATE1_HUMAN"	"V-type proton ATPase subunit E 1"	"ATP6V1E1"	2	2	0.00034450932016948	2	2	0	0	"transferrin transport;cellular iron ion homeostasis;transmembrane transport;proton transport;insulin receptor signaling pathway;phagosome maturation;ATP hydrolysis coupled proton transport;interaction with host"	"endosome;proton-transporting two-sector ATPase complex;proton-transporting two-sector ATPase complex;cytosol;mitochondrion;microvillus;apical plasma membrane"	"proton-transporting ATPase activity;hydrogen-exporting ATPase activity"
"P37108"	"P37108"	"SRP14_HUMAN"	"Signal recognition particle 14 kDa protein"	"SRP14"	2	2	0.00114498685821033	2	2	0.00144980566638378	0	"response to drug;translation;SRP-dependent cotranslational protein targeting to membrane"	"cytosol;signal recognition particle"	"endoplasmic reticulum signal peptide binding;7S RNA binding"
"P38117-1,P38117-2"	"P38117-[1,2]"	"ETFB_HUMAN"	"Electron transfer flavoprotein subunit beta"	"ETFB"	2	3	0.000457994743284132	2	3	0	0	"small molecule metabolic process;respiratory electron transport chain"	"mitochondrial matrix"	"electron carrier activity"
"P39656"	"P39656"	"OST48_HUMAN"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"	"DDOST"	2	2	0.000341487308589046	2	2	0.000432398181202181	0	"translation;T cell activation;protein N-linked glycosylation via asparagine;post-translational protein modification;innate immune response;SRP-dependent cotranslational protein targeting to membrane;response to cytokine stimulus"	"integral to membrane;oligosaccharyltransferase complex"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"
"P42126-1,P42126-2"	"P42126-[1,2]"	"ECI1_HUMAN"	"Enoyl-CoA delta isomerase 1, mitochondrial"	"ECI1"	2	2	0.000257811610457955	2	2	0	0	"fatty acid beta-oxidation"	"mitochondrial inner membrane;mitochondrial matrix"	"dodecenoyl-CoA delta-isomerase activity"
"P45880-1,P45880-2,P45880-3"	"P45880-[1-3]"	"VDAC2_HUMAN"	"Voltage-dependent anion-selective channel protein 2"	"VDAC2"	2	2	0.000176551261583452	2	2	0	0	"negative regulation of intrinsic apoptotic signaling pathway;negative regulation of protein polymerization"	"mitochondrial nucleoid;pore complex;mitochondrial outer membrane;mitochondrial inner membrane"	"voltage-gated anion channel activity;nucleotide binding;porin activity"
"P46013-1,P46013-2"	"P46013-[1,2]"	"KI67_HUMAN"	"Antigen KI-67"	"MKI67"	2	2	2.39125019527956e-05	2	2	0	0	"organ regeneration;DNA metabolic process;cell proliferation;cellular response to heat;meiosis"	"nucleolus;condensed chromosome;chromosome;cytoplasm"	"ATP binding"
"P46778"	"P46778"	"RL21_HUMAN"	"60S ribosomal protein L21"	"RPL21"	2	3	0.00145985824421817	2	3	0.00184850222463932	0	"nuclear-transcribed mRNA catabolic process;translational initiation;SRP-dependent cotranslational protein targeting to membrane;translational elongation;translational termination;viral transcription"	"cytosolic large ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P48444"	"P48444"	"COPD_HUMAN"	"Coatomer subunit delta"	"ARCN1"	2	2	0.000304732314513904	2	2	0.000385858259546369	0	"retrograde vesicle-mediated transport;COPI coating of Golgi vesicle;cerebellar Purkinje cell layer maturation;intracellular protein transport;pigmentation;adult locomotory behavior"	"endoplasmic reticulum;clathrin adaptor complex;cytosol;COPI vesicle coat"	""
"P49792"	"P49792"	"RBP2_HUMAN"	"E3 SUMO-protein ligase RanBP2"	"RANBP2"	2	2	5.24996671420208e-05	2	2	6.64761471801821e-05	2	"viral process;protein import into nucleus;small molecule metabolic process;glucose transport;protein peptidyl-prolyl isomerization;transmembrane transport;protein folding;cytokine-mediated signaling pathway;mRNA transport;regulation of glucose transport;mitotic nuclear envelope disassembly;protein sumoylation;carbohydrate metabolic process"	"cytosol;nuclear inclusion body;nuclear membrane;nuclear pore nuclear basket"	"peptidyl-prolyl cis-trans isomerase activity;zinc ion binding;Ran GTPase binding;ligase activity"
