"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"518";"P68104";973;973;"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";10;91;"0.00396217635730554";9;5;75;16;"0.00599055550424858";"0.00398969560492054";112;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome";0,00449382716049383;"protein kinase binding, protein binding, poly(A) RNA binding, GTP binding, GTPase activity, translation elongation factor activity"
"519";"P68366";975;975;"P68366";"TBA4A_HUMAN";"Tubulin alpha-4A chain";"TUBA4A";3;10;"0.00480661763491453";2;2;5;5;"0.00557249436640496";"0.00717872475787705";165;"microtubule, cytosol, extracellular vesicular exosome";0,000493827160493827;"protein binding, GTP binding, structural constituent of cytoskeleton, GTPase activity"
"520";"P68371";976;976;"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;3;"6.44394636484715E-4";1;1;2;1;"8.4549438010235E-4";"0.00110255905589974";269;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane";0,000148148148148148;"structural constituent of cytoskeleton, unfolded protein binding, GTP binding, MHC class I protein binding, double-stranded RNA binding, GTPase activity"
"521";"P68431";977;977;"P68431";"H31_HUMAN";"Histone H3.1";"HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A";1;10;"0.00194442944992157";1;0;10;0;"0.00390854381184062";"0";12;"nucleosome, nucleoplasm, extracellular vesicular exosome";0,000493827160493827;"protein binding, DNA binding"
"522";"P69905";978;978;"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA2,HBA1";2;2;"2.58563171178024E-4";2;0;2;0;"5.19743970509454E-4";"0";0;"cytosolic small ribosomal subunit, hemoglobin complex, haptoglobin-hemoglobin complex, endocytic vesicle lumen, blood microparticle, extracellular vesicular exosome";9,87654320987654e-05;"iron ion binding, oxygen binding, heme binding, oxygen transporter activity, protein binding"
"523";"P78371";982;982;"P78371-2";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";27;103;"0.00353434106696241";23;19;58;45;"0";"0";0;"zona pellucida receptor complex, cell body, chaperonin-containing T-complex, nucleus, extracellular vesicular exosome, microtubule, cytosol";0,00508641975308642;"ATP binding, unfolded protein binding, protein binding"
"524";"P78509";985;985;"P78509-1";"RELN_HUMAN";"Reelin";"RELN";2;2;"1.06115521119305E-5";2;0;2;0;"0";"0";0;"extracellular space, cytoplasm, proteinaceous extracellular matrix, dendrite";9,87654320987654e-05;"protein serine/threonine/tyrosine kinase activity, metal ion binding, lipoprotein particle receptor binding, serine-type peptidase activity, very-low-density lipoprotein particle receptor binding"
"525";"P81605";992;992;"P81605-1";"DCD_HUMAN";"Dermcidin";"DCD";3;5;"8.34453870619987E-4";0;3;0;5;"0";"0";0;"extracellular vesicular exosome";0,000246913580246914;"peptidase activity, poly(A) RNA binding"
"526";"P82279";993;993;"P82279-1";"CRUM1_HUMAN";"Protein crumbs homolog 1";"CRB1";3;3;"3.91706653349354E-5";0;3;0;3;"0";"0";0;"extracellular region, microvillus, apical plasma membrane, integral component of membrane";0,000148148148148148;"protein binding, calcium ion binding"
"527";"P82987";996;996;"P82987-1";"ATL3_HUMAN";"ADAMTS-like protein 3";"ADAMTSL3";3;3;"3.25688678065755E-5";3;0;3;0;"0";"0";0;"proteinaceous extracellular matrix";0,000148148148148148;"metallopeptidase activity, zinc ion binding"
"528";"P83731";999;999;"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";5;8;"9.35438733943425E-4";5;0;8;0;"0.00188034761305331";"0";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000395061728395062;"RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"529";"P84243";1003;1003;"P84243";"H33_HUMAN";"Histone H3.3";"H3F3A,H3F3B";1;7;"0.00131610555329402";1;0;7;0;"0.00264553502636154";"0";11;"nucleoplasm, extracellular vesicular exosome, nucleosome";0,000345679012345679;"protein binding, nucleosomal DNA binding, RNA polymerase II core promoter sequence-specific DNA binding, RNA polymerase II distal enhancer sequence-specific DNA binding"
"530";"P87889";1004;1004;"P87889-1";"GAK10_HUMAN";"HERV-K_5q33.3 provirus ancestral Gag polyprotein";"";2;3;"8.26936268181969E-5";2;0;3;0;"0";"0";0;"viral capsid, plasma membrane";0,000148148148148148;"zinc ion binding, nucleic acid binding, structural molecule activity"
"531";"P98160";1005;1005;"P98160";"PGBM_HUMAN";"Basement membrane-specific heparan sulfate proteoglycan core protein";"HSPG2";3;3;"1.25424630974537E-5";0;3;0;3;"0";"5.24720840774679E-5";0;"lysosomal lumen, extracellular space, Golgi lumen, extracellular vesicular exosome, plasma membrane, basal lamina";0,000148148148148148;"metal ion binding, protein binding, protein C-terminus binding"
"532";"P98161";1006;1006;"P98161-2";"PKD1_HUMAN";"Polycystin-1";"PKD1";2;2;"8.53264473792225E-6";2;0;2;0;"0";"0";0;"integral component of plasma membrane, motile primary cilium, Golgi apparatus, lateral plasma membrane, extracellular vesicular exosome, cytoplasm, basolateral plasma membrane, nucleus, polycystin complex";9,87654320987654e-05;"carbohydrate binding, protein binding, cation channel activity, ion channel binding, protein kinase binding, protein domain specific binding, calcium channel activity"
"533";"P98164";1007;1007;"P98164";"LRP2_HUMAN";"Low-density lipoprotein receptor-related protein 2";"LRP2";4;7;"3.79582399793302E-5";3;2;5;2;"5.94551373353994E-5";"3.29974824467113E-5";3;"endoplasmic reticulum, coated pit, endosome, integral component of membrane, apical plasma membrane, extracellular vesicular exosome, receptor complex, lysosomal membrane, Golgi apparatus, endocytic vesicle, brush border membrane";0,000345679012345679;"calcium ion binding, protein binding"
"534";"P98172";1009;1009;"P98172";"EFNB1_HUMAN";"Ephrin-B1";"EFNB1";10;22;"0.00116727073231235";10;0;22;0;"0.00234635861831147";"0";0;"extracellular vesicular exosome, synapse, membrane raft, integral component of plasma membrane, cytoplasm, nucleus";0,00108641975308642;"protein binding, ephrin receptor binding"
"535";"P98198";1015;1015;"P98198-1";"AT8B2_HUMAN";"Probable phospholipid-transporting ATPase ID";"ATP8B2";3;4;"8.22295701989079E-5";3;1;3;1;"0";"0";3;"integral component of membrane, plasma membrane";0,000197530864197531;"phospholipid-translocating ATPase activity, magnesium ion binding, ATP binding, cation-transporting ATPase activity"
"536";"P98198";1014;1014;"P98198-3";"AT8B2_HUMAN";"Probable phospholipid-transporting ATPase ID";"ATP8B2";1;1;"2.0557392549727E-5";0;1;0;1;"0";"0";3;"integral component of membrane, plasma membrane";4,93827160493827e-05;"phospholipid-translocating ATPase activity, magnesium ion binding, ATP binding, cation-transporting ATPase activity"
"537";"Q00325";1017;1017;"Q00325-1,Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";2;7;"1.77494331595964E-4";2;0;7;0;"0";"0";0;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane";0,000345679012345679;"phosphate ion carrier activity, symporter activity, protein complex binding"
"538";"Q00341";1018;1018;"Q00341";"VIGLN_HUMAN";"Vigilin";"HDLBP";3;3;"4.34337188177596E-5";0;3;0;3;"0";"1.8170735109161E-4";0;"plasma membrane, high-density lipoprotein particle, nucleus, cytoplasm";0,000148148148148148;"lipid binding, poly(A) RNA binding"
"539";"Q00536";1019;1019;"Q00536";"CDK16_HUMAN";"Cyclin-dependent kinase 16";"CDK16";1;1;"3.99730321893768E-5";1;0;1;0;"8.03507412473084E-5";"0";2;"neuron projection, synaptic vesicle, extrinsic component of cytoplasmic side of plasma membrane, cytoplasm, transport vesicle, cell junction";4,93827160493827e-05;"cyclin-dependent protein serine/threonine kinase activity, ATP binding, protein binding, protein serine/threonine kinase activity"
"540";"Q00610";1020;1020;"Q00610-1";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";33;117;"0.00167770064321994";22;29;55;62;"0";"0";37;"cytosol, clathrin complex, spindle, mitochondrion, melanosome, trans-Golgi network membrane, extracellular vesicular exosome, clathrin coat of coated pit, clathrin coat of trans-Golgi network vesicle, clathrin-coated endocytic vesicle membrane";0,00577777777777778;"double-stranded RNA binding, structural molecule activity, protein binding, clathrin light chain binding, protein kinase binding, poly(A) RNA binding"
"541";"Q00839";1022;1022;"Q00839-1";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";28;101;"0.00224746242486983";27;17;65;36;"0";"0";0;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm";0,00498765432098765;"RNA binding, ATP binding, DNA binding, poly(A) RNA binding, protein binding"
"542";"Q01082";1025;1025;"Q01082-1";"SPTB2_HUMAN";"Spectrin beta chain, non-erythrocytic 1";"SPTBN1";10;11;"8.54220967385943E-5";3;8;3;8;"0";"0";0;"extracellular vesicular exosome, spectrin-associated cytoskeleton, M band, protein complex, axolemma, spectrin, nucleolus, cytosol, cuticular plate";0,00054320987654321;"ankyrin binding, actin binding, structural constituent of cytoskeleton, phospholipid binding, poly(A) RNA binding, protein binding"
"543";"Q01650";1032;1032;"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";7;28;"0.00101385322347517";6;4;19;9;"0.00138290851324902";"0.00136334272890036";0;"plasma membrane, extracellular vesicular exosome, integral component of membrane, cytosol, apical plasma membrane";0,00138271604938272;"amino acid transmembrane transporter activity, peptide antigen binding, neutral amino acid transmembrane transporter activity, L-amino acid transmembrane transporter activity"
"544";"Q01813";1033;1033;"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";8;18;"5.46368605763087E-4";6;5;12;6;"7.3094845312344E-4";"7.64097952906657E-4";8;"extracellular vesicular exosome, cytosol, 6-phosphofructokinase complex";0,000888888888888889;"6-phosphofructokinase activity, metal ion binding, ATP binding, protein complex binding"
"545";"Q01814";1034;1034;"Q01814-3";"AT2B2_HUMAN";"Plasma membrane calcium-transporting ATPase 2";"ATP2B2";1;1;"2.03954169810195E-5";1;0;1;0;"0";"0";8;"integral component of membrane, cilium, cytoplasm, neuronal cell body, apical plasma membrane, plasma membrane, endoplasmic reticulum";4,93827160493827e-05;"protein C-terminus binding, protein binding, PDZ domain binding, calcium ion binding, calmodulin binding, calcium-dependent ATPase activity, ATP binding, calcium-transporting ATPase activity, metal ion binding"
"546";"Q01814";1036;1036;"Q01814-4";"AT2B2_HUMAN";"Plasma membrane calcium-transporting ATPase 2";"ATP2B2";1;1;"2.33492359920637E-5";0;1;0;1;"0";"0";9;"integral component of membrane, cilium, cytoplasm, neuronal cell body, apical plasma membrane, plasma membrane, endoplasmic reticulum";4,93827160493827e-05;"protein C-terminus binding, protein binding, PDZ domain binding, calcium ion binding, calmodulin binding, calcium-dependent ATPase activity, ATP binding, calcium-transporting ATPase activity, metal ion binding"
"547";"Q01814";1035;1035;"Q01814-6";"AT2B2_HUMAN";"Plasma membrane calcium-transporting ATPase 2";"ATP2B2";2;4;"9.33969439682547E-5";2;1;3;1;"0";"0";9;"integral component of membrane, cilium, cytoplasm, neuronal cell body, apical plasma membrane, plasma membrane, endoplasmic reticulum";0,000197530864197531;"protein C-terminus binding, protein binding, PDZ domain binding, calcium ion binding, calmodulin binding, calcium-dependent ATPase activity, ATP binding, calcium-transporting ATPase activity, metal ion binding"
"548";"Q01814";1037;1037;"Q01814-2";"AT2B2_HUMAN";"Plasma membrane calcium-transporting ATPase 2";"ATP2B2";2;2;"4.0790833962039E-5";2;0;2;0;"0";"0";8;"integral component of membrane, cilium, cytoplasm, neuronal cell body, apical plasma membrane, plasma membrane, endoplasmic reticulum";9,87654320987654e-05;"protein C-terminus binding, protein binding, PDZ domain binding, calcium ion binding, calmodulin binding, calcium-dependent ATPase activity, ATP binding, calcium-transporting ATPase activity, metal ion binding"
"549";"Q01844";1039;1039;"Q01844-5";"EWS_HUMAN";"RNA-binding protein EWS";"EWSR1";1;1;"2.65854967926185E-4";0;1;0;1;"0";"0";17;"plasma membrane, nucleus, cytoplasm";4,93827160493827e-05;"nucleotide binding, identical protein binding, zinc ion binding, protein binding, RNA binding, poly(A) RNA binding"
"550";"Q01844";1038;1038;"Q01844-1";"EWS_HUMAN";"RNA-binding protein EWS";"EWSR1";1;1;"2.65854967926185E-4";0;1;0;1;"0";"0";17;"plasma membrane, nucleus, cytoplasm";4,93827160493827e-05;"nucleotide binding, identical protein binding, zinc ion binding, protein binding, RNA binding, poly(A) RNA binding"
"551";"Q01968";1040;1040;"Q01968-1";"OCRL_HUMAN";"Inositol polyphosphate 5-phosphatase OCRL-1";"OCRL";3;4;"8.15004890283672E-5";3;0;4;0;"0";"0";0;"photoreceptor outer segment, Golgi-associated vesicle, nucleus, plasma membrane, clathrin-coated vesicle, early endosome, cytosol, early endosome membrane, phagocytic vesicle membrane, Golgi stack, coated pit, trans-Golgi network";0,000197530864197531;"Rac GTPase binding, phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity, Rac GTPase activator activity, inositol phosphate phosphatase activity, protein binding"
"552";"Q02413";1046;1046;"Q02413";"DSG1_HUMAN";"Desmoglein-1";"DSG1";3;5;"8.75023124577679E-5";0;3;0;5;"0";"3.66070735913825E-4";0;"apical plasma membrane, cytoplasmic side of plasma membrane, cytosol, integral component of membrane, desmosome, lateral plasma membrane";0,000246913580246914;"toxic substance binding, calcium ion binding, gamma-catenin binding"
"553";"Q02487";1047;1047;"Q02487-1";"DSC2_HUMAN";"Desmocollin-2";"DSC2";3;3;"7.64067084640942E-5";3;0;3;0;"0";"0";1;"plasma membrane, desmosome, extracellular vesicular exosome, integral component of membrane, cell-cell adherens junction";0,000148148148148148;"protein binding, calcium ion binding"
"554";"Q02505";1048;1048;"Q02505-3";"MUC3A_HUMAN";"Mucin-3A";"MUC3A";2;2;"1.44494176730734E-5";2;0;2;0;"0";"0";0;"integral component of membrane, extracellular region, Golgi lumen";9,87654320987654e-05;"extracellular matrix structural constituent, extracellular matrix constituent, lubricant activity"
"555";"Q02790";1050;1050;"Q02790";"FKBP4_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";4;9;"3.59960493208622E-4";4;2;7;2;"5.62772883100651E-4";"3.34647670565231E-4";0;"perinuclear region of cytoplasm, microtubule, axonal growth cone, extracellular vesicular exosome, neuronal cell body, cytosol, mitochondrion, nucleus, membrane";0,000444444444444444;"GTP binding, ATP binding, FK506 binding, protein binding, bridging, peptidyl-prolyl cis-trans isomerase activity, heat shock protein binding, protein binding, poly(A) RNA binding"
"556";"Q03001";1053;1053;"Q03001-7";"DYST_HUMAN";"Dystonin";"DST";2;3;"7.27529134226144E-6";0;2;0;3;"0";"0";0;"basal plasma membrane, actin cytoskeleton, cytosol, neurofilament cytoskeleton, H zone, endoplasmic reticulum membrane, nucleus, cytoplasmic membrane-bounded vesicle, cell leading edge, basement membrane, cell cortex, axon, microtubule plus-end, microtubule cytoskeleton, Z disc, nuclear envelope, hemidesmosome, intermediate filament cytoskeleton, intermediate filament, integral component of membrane";0,000148148148148148;"integrin binding, protein homodimerization activity, microtubule plus-end binding, calcium ion binding, protein binding, protein C-terminus binding"
"557";"Q03167";1055;1055;"Q03167-1";"TGBR3_HUMAN";"Transforming growth factor beta receptor type 3";"TGFBR3";1;1;"6.47167514229367E-5";1;0;1;0;"0";"0";2;"proteinaceous extracellular matrix, endoplasmic reticulum, integral component of plasma membrane, external side of plasma membrane, extracellular vesicular exosome, extracellular space, inhibin-betaglycan-ActRII complex";4,93827160493827e-05;"protein binding, PDZ domain binding, heparin binding, transforming growth factor beta receptor binding, coreceptor activity, transforming growth factor beta receptor activity, type III, transforming growth factor beta-activated receptor activity, glycosaminoglycan binding, SMAD binding, transforming growth factor beta binding, type II transforming growth factor beta receptor binding"
"558";"Q04695";1059;1059;"Q04695";"K1C17_HUMAN";"Keratin, type I cytoskeletal 17";"KRT17";7;13;"9.28140554248467E-4";3;5;3;10;"4.37944380348986E-4";"0.00296471353254527";44;"intermediate filament, cell periphery, cytoplasm, extracellular vesicular exosome";0,000641975308641975;"MHC class II protein binding, structural constituent of cytoskeleton, protein binding, MHC class II receptor activity"
"559";"Q04721";1060;1060;"Q04721";"NOTC2_HUMAN";"Neurogenic locus notch homolog protein 2";"NOTCH2";2;2;"1.48587496184862E-5";2;0;2;0;"2.98679254602762E-5";"0";0;"receptor complex, integral component of plasma membrane, endoplasmic reticulum membrane, extracellular region, nucleoplasm, Golgi membrane, cell surface";9,87654320987654e-05;"calcium ion binding, protein binding, ligand-activated RNA polymerase II transcription factor binding transcription factor activity, receptor activity"
