"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P62910"	"P62910"	"RL32_HUMAN"	"60S ribosomal protein L32"	"RPL32"	2	4	0.000609511148966917	2	0	1	0	3	0	1	0	0.000918399782989274	0	0.000627120297503115	0	0	"translational elongation;translational initiation;nuclear-transcribed mRNA catabolic process;translational termination;viral transcription;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic large ribosomal subunit"	"structural constituent of ribosome"
"P62995-1,P62995-3"	"P62995-[1,3]"	"TRA2B_HUMAN"	"Transformer-2 protein homolog beta"	"TRA2B"	2	4	0.000142854175539121	2	0	0	0	4	0	0	0	0	0	0	0	0	"positive regulation of mRNA splicing;regulation of alternative mRNA splicing;mRNA splicing"	"nucleus"	"nucleotide binding;mRNA binding"
"P63151-1,P63151-2"	"P63151-[1,2]"	"2ABA_HUMAN"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform"	"PPP2R2A"	3	5	0.000115050342716071	3	0	0	0	5	0	0	0	0	0	0	0	0	"mitotic nuclear envelope reassembly;nuclear-transcribed mRNA catabolic process;mitotic anaphase;gene expression;protein dephosphorylation;response to morphine;M phase of mitotic cell cycle;signal transduction"	"cytosol;protein phosphatase type 2A complex"	"protein phosphatase type 2A regulator activity;protein serine/threonine phosphatase activity"
"P63167"	"P63167"	"DYL1_HUMAN"	"Dynein light chain 1, cytoplasmic"	"DYNLL1"	3	6	0.00138680907489664	3	0	0	0	6	0	0	0	0.00278615664502364	0	0	0	0	"transcription;negative regulation of phosphorylation;anatomical structure morphogenesis;microtubule-based process;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;female gamete generation;regulation of transcription;actin cytoskeleton organization;virus-host interaction;intrinsic apoptotic signaling pathway;G2/M transition of mitotic cell cycle;transport;antigen processing and presentation of exogenous peptide antigen via MHC class II"	"cytoplasmic dynein complex;plasma membrane;centrosome;cytosol;mitochondrion;mitotic spindle;kinetochore;nucleus;microtubule"	"motor activity;nitric-oxide synthase regulator activity"
"P69905"	"P69905"	"HBA_HUMAN"	"Hemoglobin subunit alpha"	"HBA2,HBA1"	2	6	0.000869197237083104	2	0	0	0	6	0	0	0	0.00174625310850073	0	0	0	0	"bicarbonate transport;oxygen transport;protein heterooligomerization;hydrogen peroxide catabolic process;small molecule metabolic process;positive regulation of cell death"	"cytosolic small ribosomal subunit;haptoglobin-hemoglobin complex;endocytic vesicle lumen;extracellular region;hemoglobin complex"	"iron ion binding;heme binding;oxygen binding;oxygen transporter activity"
"P78527-1"	"P78527-1"	"PRKDC_HUMAN"	"DNA-dependent protein kinase catalytic subunit"	"PRKDC"	106	223	0.00111127259808921	102	0	26	0	177	0	46	0	0	0	0	0	0	"double-strand break repair via nonhomologous end joining;response to gamma radiation;peptidyl-serine phosphorylation;telomere maintenance;T cell receptor V(D)J recombination;T cell lineage commitment;immunoglobulin V(D)J recombination;apoptotic process;B cell lineage commitment;protein destabilization;T cell differentiation in thymus;heart development;positive regulation of transcription from RNA polymerase II promoter;brain development;cellular response to insulin stimulus;somitogenesis;pro-B cell differentiation;positive regulation of apoptotic process;germ cell programmed cell death"	"DNA-dependent protein kinase-DNA ligase 4 complex;nucleolus;transcription factor complex"	"ATP binding;DNA binding;DNA-dependent protein kinase activity"
"P82673-1,P82673-2"	"P82673-[1,2]"	"RT35_HUMAN"	"28S ribosomal protein S35, mitochondrial"	"MRPS35"	2	2	6.36873104570695e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"peptide biosynthetic process;DNA damage response"	"mitochondrial small ribosomal subunit"	""
"P82979"	"P82979"	"SARNP_HUMAN"	"SAP domain-containing ribonucleoprotein"	"SARNP"	2	4	0.000391828595764447	2	0	1	0	3	0	1	0	0.000590399860493105	0	0.000403148762680574	0	0	"regulation of transcription;regulation of translation;transcription"	"nucleus"	"nucleic acid binding;RNA binding;DNA binding"
"Q00839-1"	"Q00839-1"	"HNRPU_HUMAN"	"Heterogeneous nuclear ribonucleoprotein U"	"HNRNPU"	25	97	0.00252473224612146	25	3	18	0	60	4	33	0	0	0	0	0	5	"mRNA splicing;CRD-mediated mRNA stabilization"	"catalytic step 2 spliceosome;CRD-mediated mRNA stability complex;cell surface;nucleoplasm"	"DNA binding;ATP binding;RNA binding"
"Q03001-3"	"Q03001-3"	"DYST_HUMAN"	"Dystonin"	"DST"	2	2	5.43487484217528e-06	0	0	2	0	0	0	2	0	0	0	0	0	0	"cell motility;regulation of microtubule polymerization or depolymerization;maintenance of cell polarity;response to wounding;retrograde axon cargo transport;microtubule cytoskeleton organization;hemidesmosome assembly;intermediate filament cytoskeleton organization;integrin-mediated signaling pathway;axonogenesis;cell adhesion;cytoplasmic microtubule organization;extracellular matrix organization;cell cycle arrest"	"H zone;actin cytoskeleton;nucleus;microtubule plus end;cytosol;axon;microtubule cytoskeleton;basal plasma membrane;hemidesmosome;neurofilament cytoskeleton;intermediate filament cytoskeleton;endoplasmic reticulum membrane;nuclear envelope;basement membrane;intermediate filament;cytoplasmic membrane-bounded vesicle;Z disc;cell leading edge;axon part;cell cortex;integral to membrane"	"protein homodimerization activity;calcium ion binding;microtubule plus-end binding"
"Q04721"	"Q04721"	"NOTC2_HUMAN"	"Neurogenic locus notch homolog protein 2"	"NOTCH2"	2	2	1.6649940329934e-05	2	0	0	0	2	0	0	0	3.34504170251051e-05	0	0	0	0	"negative regulation of cell proliferation;Notch signaling involved in heart development;transcription initiation from RNA polymerase II promoter;negative regulation of apoptotic process;embryonic limb morphogenesis;morphogenesis of an epithelial sheet;regulation of transcription;atrial septum morphogenesis;stem cell maintenance;determination of left/right symmetry;pulmonary valve morphogenesis;cell fate determination;humoral immune response;bone remodeling;positive regulation of Ras protein signal transduction;placenta blood vessel development;nervous system development;Notch receptor processing;inflammatory response to antigenic stimulus;cell cycle arrest;interleukin-4 secretion;induction of apoptosis;hemopoiesis;in utero embryonic development;cell growth"	"integral to plasma membrane;endoplasmic reticulum membrane;cell surface;extracellular region;Golgi membrane;nucleoplasm"	"receptor activity;calcium ion binding"
"Q07666-1,Q07666-2"	"Q07666-[1,2]"	"KHDR1_HUMAN"	"KH domain-containing, RNA-binding, signal transduction-associated protein 1"	"KHDRBS1"	4	13	0.000301831847188753	4	0	2	0	9	0	4	0	0	0	0	0	0	"positive regulation of translational initiation;negative regulation of transcription;mRNA processing;cell proliferation;cell cycle arrest;G2/M transition of mitotic cell cycle;cell surface receptor signaling pathway;transcription;positive regulation of RNA export from nucleus"	"membrane;nucleus;Grb2-Sos complex;cytoplasm"	"DNA binding;RNA binding"
"Q10589"	"Q10589"	"BST2_HUMAN"	"Bone marrow stromal antigen 2"	"BST2"	2	6	0.000685700042587782	2	0	0	0	6	0	0	0	0.00137759967448391	0	0	0	0	"B cell activation;humoral immune response;cell-cell signaling;negative regulation of cell growth;multicellular organismal development;response to interferon-beta;response to interferon-alpha;negative regulation of egress of virus within host cell;negative regulation of plasmacytoid dendritic cell cytokine production;defense response to virus;cell proliferation;negative regulation of cell migration;negative regulation of viral genome replication;response to interferon-gamma;regulation of actin cytoskeleton organization;positive regulation of I-kappaB kinase/NF-kappaB cascade"	"Golgi apparatus;late endosome;membrane raft;integral to plasma membrane;apical plasma membrane;cell surface;anchored to membrane"	"metalloendopeptidase inhibitor activity;signal transducer activity"
"Q12769-1"	"Q12769-1"	"NU160_HUMAN"	"Nuclear pore complex protein Nup160"	"NUP160"	2	3	4.29756294100977e-05	2	0	0	0	3	0	0	0	0	0	0	0	0	"glucose transport;mitotic anaphase;mRNA export from nucleus;carbohydrate metabolic process;cytokine-mediated signaling pathway;small molecule metabolic process;regulation of glucose transport;mitotic prometaphase;protein transport;viral reproductive process;transmembrane transport;M phase of mitotic cell cycle"	"cytosol;nuclear pore outer ring"	"nucleocytoplasmic transporter activity"
"Q13185"	"Q13185"	"CBX3_HUMAN"	"Chromobox protein homolog 3"	"CBX3"	2	2	0.000224819686094355	2	0	0	0	2	0	0	0	0.000451672024420954	0	0	0	0	"negative regulation of transcription;transcription;chromatin remodeling"	"spindle;nuclear inner membrane;nuclear euchromatin;condensed chromosome;nuclear centromeric heterochromatin"	""
"Q13433-1"	"Q13433-1"	"S39A6_HUMAN"	"Zinc transporter ZIP6"	"SLC39A6"	5	9	0.000245217233773114	5	0	0	0	9	0	0	0	0	0	0	0	0	"zinc ion transmembrane import;cellular zinc ion homeostasis"	"integral to plasma membrane;endoplasmic reticulum;lamellipodium membrane"	"zinc ion transmembrane transporter activity"
"Q13442"	"Q13442"	"HAP28_HUMAN"	"28 kDa heat- and acid-stable phosphoprotein"	"PDAP1"	2	8	0.000909215526083246	2	0	2	0	4	0	4	0	0.000913325751039057	0	0.00187096663343471	0	0	"signal transduction;cell proliferation"	""	""
"Q13561-1,Q13561-2,Q13561-3"	"Q13561-[1-3]"	"DCTN2_HUMAN"	"Dynactin subunit 2"	"DCTN2"	2	3	5.12992550564425e-05	1	0	2	0	1	0	2	0	0	0	0	0	0	"antigen processing and presentation of exogenous peptide antigen via MHC class II;G2/M transition of mitotic cell cycle;mitosis;cell proliferation;mitotic spindle organization"	"membrane;dynein complex;vesicle;kinetochore;microtubule;centrosome;growth cone;dynactin complex;cytosol"	"motor activity"
"Q13573"	"Q13573"	"SNW1_HUMAN"	"SNW domain-containing protein 1"	"SNW1"	2	3	0.000115136201180784	2	0	0	0	3	0	0	0	0.000231313378178269	0	0	0	0	"cellular response to retinoic acid;positive regulation of mRNA splicing;positive regulation of transforming growth factor beta receptor signaling pathway;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mRNA splicing;negative regulation of transcription from RNA polymerase II promoter;positive regulation of histone H3-K4 methylation;positive regulation of transcription from RNA polymerase II promoter;regulation of retinoic acid receptor signaling pathway;virus-host interaction;Notch signaling pathway;positive regulation of neurogenesis;transcription initiation from RNA polymerase II promoter;positive regulation of vitamin D receptor signaling pathway;retinoic acid receptor signaling pathway;positive regulation by host of viral transcription"	"chromatin;nucleoplasm;nuclear matrix;catalytic step 2 spliceosome"	"SMAD binding;retinoic acid receptor binding;transcription corepressor activity;transcription coactivator activity;vitamin D receptor binding"
"Q13576-1"	"Q13576-1"	"IQGA2_HUMAN"	"Ras GTPase-activating-like protein IQGAP2"	"IQGAP2"	6	8	0.000104487625537186	4	0	2	0	6	0	2	0	0	0	0	0	0	"small GTPase mediated signal transduction;signal transduction;positive regulation of Ras GTPase activity"	"microtubule;microvillus;actin cytoskeleton"	"GTPase inhibitor activity;actin binding;Ras GTPase activator activity"
"Q13765"	"Q13765"	"NACA_HUMAN"	"Nascent polypeptide-associated complex subunit alpha"	"NACA"	2	4	0.000382716302839692	0	0	2	0	0	0	4	0	0	0	0.00157509284024038	0	0	"negative regulation of transcription from RNA polymerase II promoter involved in heart development;cardiac ventricle development;positive regulation of transcription from RNA polymerase II promoter involved in heart development;translation;heart trabecula morphogenesis;positive regulation of skeletal muscle tissue growth;transcription;negative regulation of striated muscle cell apoptotic process;protein transport;virus-host interaction;regulation of skeletal muscle fiber development;positive regulation of cell proliferation involved in heart morphogenesis;skeletal muscle tissue regeneration"	"nucleus;nascent polypeptide-associated complex"	"DNA binding;TBP-class protein binding;transcription coactivator activity"
"Q13797"	"Q13797"	"ITA9_HUMAN"	"Integrin alpha-9"	"ITGA9"	2	4	7.95014542130761e-05	2	0	0	0	4	0	0	0	0.000159721701389439	0	0	0	0	"axon guidance;neutrophil chemotaxis;integrin-mediated signaling pathway;cell adhesion"	"integrin complex;basal plasma membrane"	"metal ion binding"
"Q13895"	"Q13895"	"BYST_HUMAN"	"Bystin"	"BYSL"	2	2	9.41464589365375e-05	2	0	0	0	2	0	0	0	0.000189144120066441	0	0	0	0	"female pregnancy;cell adhesion;ribosome biogenesis"	"nucleolus;cytoplasm"	""
"Q14118"	"Q14118"	"DAG1_HUMAN"	"Dystroglycan"	"DAG1"	2	2	4.59687179388457e-05	2	0	0	0	2	0	0	0	9.23530508033907e-05	0	0	0	0	"nerve maturation;virus-host interaction;morphogenesis of an epithelial sheet;membrane protein ectodomain proteolysis;branching involved in salivary gland morphogenesis;negative regulation of MAPK cascade;NLS-bearing substrate import into nucleus;epithelial tube branching involved in lung morphogenesis;negative regulation of protein kinase B signaling cascade;negative regulation of cell migration;microtubule anchoring;cytoskeletal anchoring at plasma membrane;myelination in peripheral nervous system"	"cytoplasm;cytoskeleton;node of Ranvier;extracellular space;sarcolemma;integral to membrane;cell junction;cell outer membrane;dystrophin-associated glycoprotein complex;lamellipodium;filopodium;postsynaptic membrane;nucleoplasm;contractile ring;membrane raft;dystroglycan complex;basement membrane"	"SH2 domain binding;tubulin binding;actin binding;laminin-1 binding;alpha-actinin binding;calcium ion binding;structural constituent of muscle"
"Q14157-2,Q14157-5"	"Q14157-[2,5]"	"UBP2L_HUMAN"	"Ubiquitin-associated protein 2-like"	"UBAP2L"	6	9	8.51605388678478e-05	5	0	3	0	5	0	4	0	0	0	0	0	0	"binding of sperm to zona pellucida"	""	""
"Q14498-1,Q14498-2,Q14498-3"	"Q14498-[1-3]"	"RBM39_HUMAN"	"RNA-binding protein 39"	"RBM39"	2	4	5.17509466103986e-05	2	0	0	0	4	0	0	0	0	0	0	0	0	"transcription;regulation of transcription;RNA splicing;mRNA processing;RNA processing"	"nucleoplasm;centrosome;nuclear speck"	"nucleotide binding;RNA binding"
"Q15056-1,Q15056-2"	"Q15056-[1,2]"	"IF4H_HUMAN"	"Eukaryotic translation initiation factor 4H"	"EIF4H"	2	2	8.29475857969091e-05	0	0	2	0	0	0	2	0	0	0	0	0	0	"virus-host interaction;sexual reproduction;regulation of translational initiation;developmental growth"	"perinuclear region of cytoplasm;eukaryotic translation initiation factor 4F complex;cytosol"	"nucleotide binding;translation initiation factor activity"
"Q15125"	"Q15125"	"EBP_HUMAN"	"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"	"EBP"	2	6	0.000536634815938264	2	0	1	0	4	0	2	0	0.000718747656252475	0	0.000736184697068874	0	0	"cholesterol biosynthetic process;hemopoiesis;skeletal system development"	"integral to plasma membrane;endoplasmic reticulum membrane"	"cholestenol delta-isomerase activity;C-8 sterol isomerase activity;drug transmembrane transporter activity;steroid delta-isomerase activity;transmembrane signaling receptor activity"
"Q16555"	"Q16555"	"DPYL2_HUMAN"	"Dihydropyrimidinase-related protein 2"	"DPYSL2"	2	2	7.19265778938233e-05	0	0	2	0	0	0	2	0	0	0	0.000296018322247974	0	0	"spinal cord development;synaptic vesicle transport;positive regulation of glutamate secretion;cytoskeleton organization;regulation of neuron differentiation;response to amphetamine;olfactory bulb development;response to cocaine;nucleobase-containing compound metabolic process;response to drug;pyrimidine nucleobase catabolic process;signal transduction;axon guidance"	"growth cone;protein complex;axon;mitochondrion;neuronal cell body;cytosol;dendrite"	"dihydropyrimidinase activity"
"Q16836-1,Q16836-2"	"Q16836-[1,2]"	"HCDH_HUMAN"	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"	"HADH"	2	3	9.82691143835993e-05	2	0	0	0	3	0	0	0	0	0	0	0	0	"fatty acid beta-oxidation"	"mitochondrial matrix;nucleus"	"3-hydroxyacyl-CoA dehydrogenase activity;NAD+ binding"
"Q16891-1,Q16891-2"	"Q16891-[1,2]"	"IMMT_HUMAN"	"Mitochondrial inner membrane protein"	"IMMT"	7	16	0.000217108192903783	7	0	0	0	16	0	0	0	0	0	0	0	0	"mitochondrial calcium ion homeostasis;response to cold"	"integral to membrane;mitochondrial inner membrane"	""
