"";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc"
"1253";"Q15392";"Q15392";"DHC24_HUMAN";"Delta(24)-sterol reductase";"DHCR24";"2";"2";"7.11549812156578E-5";"2";"0";"2";"0";"1.4303031746578E-4";"0";"0";"Golgi membrane, nucleus, cytoskeleton, integral component of membrane, endoplasmic reticulum membrane, cytosol"
"1254";"Q15393";"Q15393-1";"SF3B3_HUMAN";"Splicing factor 3B subunit 3";"SF3B3";"13";"34";"5.42184418905476E-4";"12";"4";"27";"7";"0";"0";"2";"nucleoplasm, catalytic step 2 spliceosome, U12-type spliceosomal complex, small nuclear ribonucleoprotein complex"
"1255";"Q15413";"Q15413-2";"RYR3_HUMAN";"Ryanodine receptor 3";"RYR3";"3";"3";"1.13088204231867E-5";"3";"0";"3";"0";"0";"0";"0";"junctional membrane complex, perinuclear region of cytoplasm, sarcoplasmic reticulum membrane, integral component of membrane"
"1256";"Q15413";"Q15413-1";"RYR3_HUMAN";"Ryanodine receptor 3";"RYR3";"7";"9";"3.392646126956E-5";"6";"2";"6";"3";"0";"0";"0";"junctional membrane complex, perinuclear region of cytoplasm, sarcoplasmic reticulum membrane, integral component of membrane"
"1257";"Q15424";"Q15424";"SAFB1_HUMAN";"Scaffold attachment factor B1";"SAFB";"8";"11";"3.72426338157855E-4";"8";"0";"11";"0";"7.60505931555754E-4";"0";"11";"nucleus"
"1258";"Q15427";"Q15427";"SF3B4_HUMAN";"Splicing factor 3B subunit 4";"SF3B4";"2";"2";"8.65942695926401E-5";"2";"0";"2";"0";"1.74065197670619E-4";"0";"0";"nucleoplasm, U12-type spliceosomal complex"
"1259";"Q15459";"Q15459";"SF3A1_HUMAN";"Splicing factor 3A subunit 1";"SF3A1";"9";"36";"8.33401595877717E-4";"8";"6";"21";"15";"9.77223530932656E-4";"0.00145274225210694";"0";"catalytic step 2 spliceosome, nucleoplasm, U2-type spliceosomal complex"
"1260";"Q15561";"Q15561-1";"TEAD4_HUMAN";"Transcriptional enhancer factor TEF-3";"TEAD4";"1";"3";"1.58623143608638E-4";"1";"0";"3";"0";"0";"0";"1";"nucleoplasm"
"1261";"Q15637";"Q15637-1";"SF01_HUMAN";"Splicing factor 1";"SF1";"6";"14";"4.02209377388037E-4";"6";"0";"14";"0";"0";"0";"0";"ribosome, spliceosomal complex"
"1262";"Q15652";"Q15652-2";"JHD2C_HUMAN";"Probable JmjC domain-containing histone demethylation protein 2C";"JMJD1C";"2";"2";"1.44551064201887E-5";"0";"2";"0";"2";"0";"0";"0";"nucleoplasm"
"1263";"Q15652";"Q15652-1";"JHD2C_HUMAN";"Probable JmjC domain-containing histone demethylation protein 2C";"JMJD1C";"2";"2";"1.44551064201887E-5";"2";"0";"2";"0";"0";"0";"0";"nucleoplasm"
"1264";"Q15717";"Q15717";"ELAV1_HUMAN";"ELAV-like protein 1";"ELAVL1";"8";"21";"0.00118256959578661";"8";"1";"18";"3";"0.0020375239089297";"7.06763561914605E-4";"0";"cytosol, nucleoplasm"
"1265";"Q15758";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";"10";"24";"8.14402298867566E-4";"10";"0";"24";"0";"0";"0";"0";"extracellular vesicular exosome, integral component of plasma membrane, Golgi apparatus, melanosome"
"1266";"Q15771";"Q15771";"RAB30_HUMAN";"Ras-related protein Rab-30";"RAB30";"1";"1";"1.30626057469795E-4";"1";"0";"1";"0";"2.72673560883039E-4";"0";"4";"trans-Golgi network, Golgi cisterna, membrane, cis-Golgi network"
"1267";"Q15811";"Q15811-4";"ITSN1_HUMAN";"Intersectin-1";"ITSN1";"3";"3";"3.84013634823376E-5";"0";"3";"0";"3";"0";"0";"1";"synapse, coated pit, plasma membrane, cell junction, neuron projection, lamellipodium, cytosol, endocytic vesicle"
"1268";"Q15878";"Q15878-2";"CAC1E_HUMAN";"Voltage-dependent R-type calcium channel subunit alpha-1E";"CACNA1E";"3";"3";"2.38106162822824E-5";"3";"0";"3";"0";"0";"0";"0";"voltage-gated calcium channel complex"
"1269";"Q15878";"Q15878-3";"CAC1E_HUMAN";"Voltage-dependent R-type calcium channel subunit alpha-1E";"CACNA1E";"3";"3";"2.38106162822824E-5";"0";"3";"0";"3";"0";"0";"0";"voltage-gated calcium channel complex"
"1270";"Q16186";"Q16186";"ADRM1_HUMAN";"Proteasomal ubiquitin receptor ADRM1";"ADRM1";"3";"7";"3.15739302396752E-4";"1";"3";"1";"6";"9.06678670913298E-5";"0.00113221091490988";"0";"nucleus, proteasome complex, integral component of plasma membrane, cytoplasm"
"1271";"Q16288";"Q16288-1";"NTRK3_HUMAN";"NT-3 growth factor receptor";"NTRK3";"2";"2";"4.37615855867454E-5";"2";"0";"2";"0";"0";"0";"0";"cytoplasm, integral component of plasma membrane, receptor complex"
"1272";"Q16531";"Q16531";"DDB1_HUMAN";"DNA damage-binding protein 1";"DDB1";"4";"4";"6.44139829952271E-5";"4";"0";"4";"0";"1.29480076863759E-4";"0";"0";"Cul4B-RING ubiquitin ligase complex, nucleoplasm, Cul4A-RING ubiquitin ligase complex, cytoplasm, extracellular vesicular exosome, extracellular space"
"1273";"Q16555";"Q16555";"DPYL2_HUMAN";"Dihydropyrimidinase-related protein 2";"DPYSL2";"2";"2";"6.41887592784605E-5";"0";"2";"0";"2";"0";"2.68537204177344E-4";"0";"membrane, cytosol, dendrite, extracellular vesicular exosome, growth cone, mitochondrion, axon, protein complex, neuronal cell body, cytoskeleton"
"1274";"Q16576";"Q16576-1";"RBBP7_HUMAN";"Histone-binding protein RBBP7";"RBBP7";"3";"10";"8.06311504787313E-4";"3";"1";"9";"1";"0";"0";"13";"NuRD complex, ESC/E(Z) complex"
"1275";"Q16629";"Q16629-1";"SRSF7_HUMAN";"Serine/arginine-rich splicing factor 7";"SRSF7";"5";"11";"8.48478305420323E-4";"3";"3";"8";"3";"0";"0";"0";"cytoplasm, nucleoplasm"
"1276";"Q16630";"Q16630-3";"CPSF6_HUMAN";"Cleavage and polyadenylation specificity factor subunit 6";"CPSF6";"7";"13";"4.33128506347216E-4";"3";"5";"6";"7";"0";"0";"0";"ribonucleoprotein complex, mRNA cleavage factor complex, paraspeckles"
"1277";"Q16666";"Q16666-1";"IF16_HUMAN";"Gamma-interferon-inducible protein 16";"IFI16";"3";"5";"1.16929841742928E-4";"3";"0";"5";"0";"0";"0";"0";"cytosol, nucleolus, nuclear speck"
"1278";"Q16698";"Q16698";"DECR_HUMAN";"2,4-dienoyl-CoA reductase, mitochondrial";"DECR1";"5";"12";"6.57599468190079E-4";"3";"4";"7";"5";"7.71082845800593E-4";"0.00114629314021971";"0";"mitochondrial matrix, nucleus"
"1279";"Q16720";"Q16720-6";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";"1";"1";"2.4766872822821E-5";"1";"0";"1";"0";"0";"0";"11";"plasma membrane, integral component of membrane"
"1280";"Q16720";"Q16720-8";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";"1";"1";"2.4766872822821E-5";"1";"0";"1";"0";"0";"0";"11";"plasma membrane, integral component of membrane"
"1281";"Q16720";"Q16720-7";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";"1";"1";"2.4766872822821E-5";"1";"0";"1";"0";"0";"0";"11";"plasma membrane, integral component of membrane"
"1282";"Q16777";"Q16777,Q6FI13";"H2A2A_HUMAN, H2A2C_HUMAN";"Histone H2A type 2-A, Histone H2A type 2-C";"HIST2H2AA3,HIST2H2AA4, HIST2H2AC";"1";"2";"0.00172554034627304";"1";"0";"2";"0";"0.00358230593242479";"0";"41";"nucleosome, nucleus, extracellular vesicular exosome"
"1283";"Q16787";"Q16787-3";"LAMA3_HUMAN";"Laminin subunit alpha-3";"LAMA3";"3";"3";"3.63524458487915E-5";"1";"2";"1";"2";"0";"0";"6";"basement membrane, laminin-5 complex, laminin-1 complex"
"1284";"Q16799";"Q16799-1";"RTN1_HUMAN";"Reticulon-1";"RTN1";"2";"2";"7.57030315614009E-5";"0";"2";"0";"2";"0";"0";"3";"integral component of endoplasmic reticulum membrane"
"1285";"Q16836";"Q16836-1,Q16836-2";"HCDH_HUMAN";"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial";"HADH";"4";"9";"2.89401358313747E-4";"4";"0";"9";"0";"0";"0";"1";"nucleus, mitochondrial matrix"
"1286";"Q16851";"Q16851-1,Q16851-2";"UGPA_HUMAN";"UTP--glucose-1-phosphate uridylyltransferase";"UGP2";"5";"9";"1.62619947227123E-4";"4";"2";"7";"2";"0";"0";"0";"extracellular vesicular exosome, cytosol"
"1287";"Q16881";"Q16881-2";"TRXR1_HUMAN";"Thioredoxin reductase 1, cytoplasmic";"TXNRD1";"2";"2";"5.65731437708466E-5";"2";"0";"2";"0";"0";"0";"0";"nucleolus, mitochondrion, cytosol"
"1288";"Q16891";"Q16891-1,Q16891-2";"IMMT_HUMAN";"Mitochondrial inner membrane protein";"IMMT";"4";"4";"4.84379555505006E-5";"4";"0";"4";"0";"0";"0";"0";"integral component of membrane, mitochondrial inner membrane"
"1289";"Q17RW2";"Q17RW2-1";"COOA1_HUMAN";"Collagen alpha-1(XXIV) chain";"COL24A1";"3";"6";"6.42636586475136E-5";"2";"2";"3";"3";"0";"0";"0";"collagen, extracellular region, endoplasmic reticulum lumen"
"1290";"Q1KMD3";"Q1KMD3";"HNRL2_HUMAN";"Heterogeneous nuclear ribonucleoprotein U-like protein 2";"HNRNPUL2";"6";"9";"2.21180544019756E-4";"6";"0";"9";"0";"4.44600263929774E-4";"0";"0";"nucleus"
"1291";"Q29718";"Q29718";"1B82_HUMAN";"HLA class I histocompatibility antigen, B-82 alpha chain";"HLA-B";"1";"1";"2.49754144161664E-4";"1";"0";"1";"0";"6.71714479616352E-4";"0";"30";"ER to Golgi transport vesicle membrane, cell surface, early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, phagocytic vesicle membrane"
"1292";"Q29940";"Q29940";"1B59_HUMAN";"HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"0";"0";"0";"76";"early endosome membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane"
"1293";"Q29960";"Q29960-2";"1C16_HUMAN";"HLA class I histocompatibility antigen, Cw-16 alpha chain";"HLA-C";"1";"1";"5.43366593322978E-4";"1";"0";"1";"0";"0";"0";"75";"MHC class I protein complex, ER to Golgi transport vesicle membrane, early endosome membrane, cell surface, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, extracellular region, Golgi membrane"
"1294";"Q29974";"Q29974";"2B1G_HUMAN";"HLA class II histocompatibility antigen, DRB1-16 beta chain";"HLA-DRB1";"1";"2";"9.10997759503926E-4";"1";"0";"2";"0";"0.0018312182299303";"0";"24";"MHC class II protein complex, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, lysosomal membrane, late endosome membrane, Golgi membrane"
"1295";"Q29RF7";"Q29RF7-1";"PDS5A_HUMAN";"Sister chromatid cohesion protein PDS5 homolog A";"PDS5A";"8";"9";"1.23576564235421E-4";"8";"0";"9";"0";"0";"0";"0";"cytosol, nucleoplasm, chromatin, plasma membrane, chromosome, centromeric region"
"1296";"Q2KHM9";"Q2KHM9-1";"K0753_HUMAN";"Uncharacterized protein KIAA0753";"KIAA0753";"2";"2";"3.7968945509079E-5";"2";"0";"2";"0";"0";"0";"0";"cytoplasm, centrosome"
"1297";"Q2M2I5";"Q2M2I5";"K1C24_HUMAN";"Keratin, type I cytoskeletal 24";"KRT24";"1";"1";"3.90882998481194E-5";"0";"1";"0";"1";"0";"1.65707898665092E-4";"23";"intermediate filament, cytoplasm, intermediate filament cytoskeleton"
"1298";"Q2M3G0";"Q2M3G0-1";"ABCB5_HUMAN";"ATP-binding cassette sub-family B member 5";"ABCB5";"1";"1";"3.39125341508123E-5";"0";"1";"0";"1";"0";"0";"2";"apical plasma membrane, Golgi membrane, integral component of plasma membrane, intercellular canaliculus"
"1299";"Q2M3G4";"Q2M3G4-1";"SHRM1_HUMAN";"Protein Shroom1";"SHROOM1";"3";"5";"1.0773465465751E-4";"3";"0";"5";"0";"0";"0";"0";"myosin II complex, cytoplasm, microtubule"
"1300";"Q2NKQ1";"Q2NKQ1-4";"SGSM1_HUMAN";"Small G protein signaling modulator 1";"SGSM1";"1";"1";"1.04857082945752E-4";"0";"1";"0";"1";"0";"0";"13";"Golgi apparatus"
"1301";"Q2NKQ1";"Q2NKQ1-1";"SGSM1_HUMAN";"Small G protein signaling modulator 1";"SGSM1";"1";"1";"1.03943295730538E-4";"1";"0";"1";"0";"0";"0";"11";"Golgi apparatus"
"1302";"Q2Q1W2";"Q2Q1W2";"LIN41_HUMAN";"E3 ubiquitin-protein ligase TRIM71";"TRIM71";"1";"1";"3.17246287217276E-5";"1";"0";"1";"0";"6.37704295613558E-5";"0";"1";"cytoplasmic mRNA processing body"
"1303";"Q2TAC6";"Q2TAC6-1";"KIF19_HUMAN";"Kinesin-like protein KIF19";"KIF19";"4";"5";"9.1973873515229E-5";"3";"2";"3";"2";"0";"0";"0";"cilium, microtubule, cytoplasm, kinesin complex"
"1304";"Q2TAY7";"Q2TAY7";"SMU1_HUMAN";"WD40 repeat-containing protein SMU1";"SMU1";"2";"2";"7.1571092216919E-5";"2";"0";"2";"0";"1.43866752070843E-4";"0";"0";"nucleus, cytoplasm"
"1305";"Q2V2M9";"Q2V2M9-1";"FHOD3_HUMAN";"FH1/FH2 domain-containing protein 3";"FHOD3";"2";"2";"2.5819950989648E-5";"2";"0";"2";"0";"0";"0";"0";"cytoplasm, nucleolus, striated muscle thin filament, Z disc"
"1306";"Q2VWP7";"Q2VWP7";"PRTG_HUMAN";"Protogenin";"PRTG";"2";"2";"3.19269307019821E-5";"2";"0";"2";"0";"6.417708157595E-5";"0";"0";"extracellular space, integral component of membrane"
"1307";"Q2Y0W8";"Q2Y0W8-5";"S4A8_HUMAN";"Electroneutral sodium bicarbonate exchanger 1";"SLC4A8";"4";"4";"6.71838431972176E-5";"0";"4";"0";"4";"0";"0";"0";"integral component of membrane, plasma membrane"
"1308";"Q31610";"Q31610";"1B81_HUMAN";"HLA class I histocompatibility antigen, B-81 alpha chain";"HLA-B";"1";"1";"0.00112164884253266";"1";"0";"1";"0";"0.00326302665927142";"0";"54";"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, early endosome membrane"
"1309";"Q31612";"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, cell surface"
"1310";"Q32M45";"Q32M45-2";"ANO4_HUMAN";"Anoctamin-4";"ANO4";"2";"2";"3.84460422065753E-5";"2";"0";"2";"0";"0";"0";"0";"integral component of membrane, intracellular, plasma membrane"
"1311";"Q32MZ4";"Q32MZ4-3";"LRRF1_HUMAN";"Leucine-rich repeat flightless-interacting protein 1";"LRRFIP1";"1";"1";"1.59041950588463E-4";"0";"1";"0";"1";"0";"0";"12";"cytosol, cytoskeleton, nucleus"
"1312";"Q32MZ4";"Q32MZ4-1,Q32MZ4-2";"LRRF1_HUMAN";"Leucine-rich repeat flightless-interacting protein 1";"LRRFIP1";"1";"1";"7.95209752942314E-5";"0";"1";"0";"1";"0";"0";"12";"cytosol, cytoskeleton, nucleus"
"1313";"Q38SD2";"Q38SD2-1";"LRRK1_HUMAN";"Leucine-rich repeat serine/threonine-protein kinase 1";"LRRK1";"2";"2";"1.82213252145307E-5";"2";"0";"2";"0";"0";"0";"0";"mitochondrion"
"1314";"Q3KQU3";"Q3KQU3-4";"MA7D1_HUMAN";"MAP7 domain-containing protein 1";"MAP7D1";"2";"2";"4.36575152286319E-5";"2";"0";"2";"0";"0";"0";"0";"spindle, cytoplasm, microtubule"
"1315";"Q3L8U1";"Q3L8U1-2";"CHD9_HUMAN";"Chromodomain-helicase-DNA-binding protein 9";"CHD9";"3";"3";"2.44423097365882E-5";"3";"0";"3";"0";"0";"0";"2";"nucleoplasm, cytoplasm"
"1316";"Q3V6T2";"Q3V6T2-3";"GRDN_HUMAN";"Girdin";"CCDC88A";"1";"1";"1.47177860665203E-5";"0";"1";"0";"1";"0";"0";"1";"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle"
"1317";"Q3V6T2";"Q3V6T2-1";"GRDN_HUMAN";"Girdin";"CCDC88A";"1";"1";"1.47177860665203E-5";"0";"1";"0";"1";"0";"0";"1";"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle"
"1318";"Q3V6T2";"Q3V6T2-4";"GRDN_HUMAN";"Girdin";"CCDC88A";"3";"3";"2.94355721330407E-5";"3";"0";"3";"0";"0";"0";"0";"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle"
"1319";"Q3ZCM7";"Q3ZCM7";"TBB8_HUMAN";"Tubulin beta-8 chain";"TUBB8";"1";"1";"9.53535754444898E-5";"1";"0";"1";"0";"1.76773234198273E-4";"0";"108";"plasma membrane, microtubule, cytoplasm, microtubule cytoskeleton, extracellular vesicular exosome"
"1320";"Q3ZCQ8";"Q3ZCQ8-2";"TIM50_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM50";"TIMM50";"4";"6";"3.1203374198821E-4";"4";"0";"6";"0";"0";"0";"0";"nuclear speck, integral component of membrane, mitochondrial inner membrane presequence translocase complex"
"1321";"Q460N5";"Q460N5-1";"PAR14_HUMAN";"Poly [ADP-ribose] polymerase 14";"PARP14";"2";"3";"3.05796532264959E-5";"0";"2";"0";"3";"0";"0";"0";"plasma membrane, nucleus, cytoplasm"
"1322";"Q49AA0";"Q49AA0";"ZN642_HUMAN";"Zinc finger protein 642";"ZNF642";"2";"2";"6.98022249187822E-5";"2";"0";"2";"0";"1.40311109909396E-4";"0";"0";"nucleus"
"1323";"Q49MI3";"Q49MI3-1";"CERKL_HUMAN";"Ceramide kinase-like protein";"CERKL";"2";"2";"6.5799229941361E-5";"2";"0";"2";"0";"0";"0";"0";"Golgi apparatus, nucleolus, endoplasmic reticulum"
"1324";"Q4AC94";"Q4AC94-3";"C2CD3_HUMAN";"C2 domain-containing protein 3";"C2CD3";"2";"2";"1.56038972831617E-5";"2";"0";"2";"0";"0";"0";"0";"centriole, cell projection"
"1325";"Q4AC94";"Q4AC94-5";"C2CD3_HUMAN";"C2 domain-containing protein 3";"C2CD3";"2";"2";"1.56038972831617E-5";"2";"0";"2";"0";"0";"0";"0";"centriole, cell projection"
"1326";"Q4ADV7";"Q4ADV7-3";"RIC1_HUMAN";"Protein RIC1 homolog";"KIAA1432";"2";"2";"2.58018062595077E-5";"2";"0";"2";"0";"0";"0";"0";"integral component of membrane"
"1327";"Q4G0X9";"Q4G0X9-3";"CCD40_HUMAN";"Coiled-coil domain-containing protein 40";"CCDC40";"2";"2";"3.21505869590888E-5";"0";"2";"0";"2";"0";"0";"0";"cytoplasm, cilium"
"1328";"Q4G0X9";"Q4G0X9-5";"CCD40_HUMAN";"Coiled-coil domain-containing protein 40";"CCDC40";"2";"2";"3.21505869590888E-5";"2";"0";"2";"0";"0";"0";"0";"cytoplasm, cilium"
"1329";"Q4KMQ2";"Q4KMQ2-1";"ANO6_HUMAN";"Anoctamin-6";"ANO6";"4";"7";"1.41215270412613E-4";"4";"0";"7";"0";"0";"0";"0";"plasma membrane, intracellular, chloride channel complex, extracellular vesicular exosome"
"1330";"Q4KWH8";"Q4KWH8-1,Q4KWH8-2,Q4KWH8-3,Q4KWH8-4";"PLCH1_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1";"PLCH1";"2";"2";"5.4217321776845E-6";"0";"2";"0";"2";"0";"0";"0";"nuclear membrane, cytoplasm, cytosol, plasma membrane"
"1331";"Q4LDE5";"Q4LDE5-1";"SVEP1_HUMAN";"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1";"SVEP1";"3";"3";"1.54225582360457E-5";"3";"0";"3";"0";"0";"0";"0";"membrane, extracellular region, cytoplasm"
"1332";"Q4LE39";"Q4LE39-3";"ARI4B_HUMAN";"AT-rich interactive domain-containing protein 4B";"ARID4B";"3";"3";"4.19771001988713E-5";"3";"0";"3";"0";"0";"0";"0";"cytoplasm, nucleus"
"1333";"Q4ZG55";"Q4ZG55-1";"GREB1_HUMAN";"Protein GREB1";"GREB1";"2";"2";"1.88383634208719E-5";"0";"2";"0";"2";"0";"0";"0";"integral component of membrane"
"1334";"Q52LJ0";"Q52LJ0";"FA98B_HUMAN";"Protein FAM98B";"FAM98B";"3";"5";"2.78151290206662E-4";"2";"2";"2";"3";"2.23647405491947E-4";"6.98196730861095E-4";"0";"tRNA-splicing ligase complex"
"1335";"Q53EL6";"Q53EL6";"PDCD4_HUMAN";"Programmed cell death protein 4";"PDCD4";"2";"2";"7.82856509750094E-5";"0";"2";"0";"2";"0";"3.27512325777059E-4";"0";"cytosol, nucleus"
"1336";"Q53TQ3";"Q53TQ3-2";"IN80D_HUMAN";"INO80 complex subunit D";"INO80D";"2";"2";"4.18177338351702E-5";"2";"0";"2";"0";"0";"0";"0";"nucleus"
"1337";"Q562F6";"Q562F6-2";"SGOL2_HUMAN";"Shugoshin-like 2";"SGOL2";"5";"5";"7.25612061408684E-5";"3";"2";"3";"2";"0";"0";"0";"condensed chromosome kinetochore, cytosol, mitotic cohesin complex, chromosome, centromeric region, nucleus"
"1338";"Q56UN5";"Q56UN5-3";"M3K19_HUMAN";"Mitogen-activated protein kinase kinase kinase 19";"MAP3K19";"4";"4";"5.52951360049389E-5";"0";"4";"0";"4";"0";"0";"0";"cytoplasm"
"1339";"Q58A45";"Q58A45-4";"PAN3_HUMAN";"PAB-dependent poly(A)-specific ribonuclease subunit 3";"PAN3";"2";"2";"4.13934276294018E-5";"2";"0";"2";"0";"0";"0";"0";"PAN complex, centrosome, cytosol, cytoplasmic mRNA processing body"
"1340";"Q58FF6";"Q58FF6";"H90B4_HUMAN";"Putative heat shock protein HSP 90-beta 4";"HSP90AB4P";"2";"2";"8.39161081904456E-5";"0";"2";"0";"2";"0";"3.53488952311799E-4";"13";"cytoplasm"
"1341";"Q58FF7";"Q58FF7";"H90B3_HUMAN";"Putative heat shock protein HSP 90-beta-3";"HSP90AB3P";"3";"3";"1.23864733195083E-4";"1";"2";"1";"2";"8.72712284349768E-5";"3.25208226450902E-4";"24";"cytoplasm"
"1342";"Q58FF8";"Q58FF8";"H90B2_HUMAN";"Putative heat shock protein HSP 90-beta 2";"HSP90AB2P";"1";"1";"6.33001392256632E-5";"1";"0";"1";"0";"1.20756422665166E-4";"0";"20";"cytoplasm"
"1343";"Q5C9Z4";"Q5C9Z4";"NOM1_HUMAN";"Nucleolar MIF4G domain-containing protein 1";"NOM1";"2";"2";"4.26929887293947E-5";"0";"2";"0";"2";"0";"1.78608466034234E-4";"0";"nucleolus"
"1344";"Q5D862";"Q5D862";"FILA2_HUMAN";"Filaggrin-2";"FLG2";"2";"2";"1.53559056073942E-5";"0";"2";"0";"2";"0";"6.42422755288335E-5";"0";"cytoplasm"
"1345";"Q5F1R6";"Q5F1R6-2";"DJC21_HUMAN";"DnaJ homolog subfamily C member 21";"DNAJC21";"2";"2";"6.91449534977014E-5";"0";"2";"0";"2";"0";"0";"0";"ribosome"
"1346";"Q5FWF5";"Q5FWF5-2";"ESCO1_HUMAN";"N-acetyltransferase ESCO1";"ESCO1";"2";"3";"6.55642326915704E-5";"2";"0";"3";"0";"0";"0";"0";"chromatin, nucleoplasm"
