"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q9UBQ5"	"Q9UBQ5"	"EIF3K_HUMAN"	"Eukaryotic translation initiation factor 3 subunit K"	"EIF3K"	3	10	0.000960212884800344	3	0	2	0	6	0	4	0	0.00113030579476256	0	0.00161553559580613	0	0	"formation of translation preinitiation complex;regulation of translational initiation;translational initiation"	"nucleus;cytosol;eukaryotic 43S preinitiation complex;eukaryotic 48S preinitiation complex;eukaryotic translation initiation factor 3 complex"	"translation initiation factor activity;ribosome binding"
"Q9UPN3-1"	"Q9UPN3-1"	"MACF1_HUMAN"	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5"	"MACF1"	3	5	1.41666492207955e-05	3	0	2	0	3	0	2	0	0	0	0	0	0	"posttranslational protein targeting to membrane;wound healing;establishment or maintenance of cell polarity;cellular component movement;Golgi to plasma membrane protein transport;cell cycle arrest;Wnt receptor signaling pathway;positive regulation of Wnt receptor signaling pathway;regulation of epithelial cell migration;mesoderm formation;regulation of microtubule-based process;regulation of focal adhesion assembly"	"Golgi apparatus;microtubule;actin cytoskeleton;ruffle membrane"	"calcium ion binding;actin filament binding;ATPase activity;microtubule binding"
"Q9Y305-1,Q9Y305-2,Q9Y305-4"	"Q9Y305-[1,2,4]"	"ACOT9_HUMAN"	"Acyl-coenzyme A thioesterase 9, mitochondrial"	"ACOT9"	3	5	7.94709221285022e-05	3	0	0	0	5	0	0	0	0	0	0	0	0	"acyl-CoA metabolic process"	"mitochondrion"	"acetyl-CoA hydrolase activity;carboxylesterase activity"
"Q9Y3B4"	"Q9Y3B4"	"PM14_HUMAN"	"Pre-mRNA branch site protein p14"	"SF3B14"	3	7	0.00117222788976426	2	0	2	0	3	0	4	0	0.000985626653032951	0	0.0028174940790859	0	0	"mRNA splicing"	"U12-type spliceosomal complex;nucleoplasm"	"RNA binding;nucleotide binding"
"Q9Y5L4"	"Q9Y5L4"	"TIM13_HUMAN"	"Mitochondrial import inner membrane translocase subunit Tim13"	"TIMM13"	3	4	0.00088137435320621	3	0	0	0	4	0	0	0	0.00172916956672448	0	0	0	0	"sensory perception of sound;cellular protein metabolic process;chaperone-mediated protein transport;protein targeting to mitochondrion"	"mitochondrial intermembrane space protein transporter complex;mitochondrial inner membrane"	"zinc ion binding"
"Q9Y6E2"	"Q9Y6E2"	"BZW2_HUMAN"	"Basic leucine zipper and W2 domain-containing protein 2"	"BZW2"	3	4	0.000279767992783833	3	0	0	0	4	0	0	0	0.00054887721330395	0	0	0	4	"cell differentiation;nervous system development;RNA metabolic process"	""	""
"Q9Y6M1-1,Q9Y6M1-2,Q9Y6M1-3,Q9Y6M1-4,Q9Y6M1-5,Q9Y6M1-6"	"Q9Y6M1-[1-6]"	"IF2B2_HUMAN"	"Insulin-like growth factor 2 mRNA-binding protein 2"	"IGF2BP2"	3	6	3.49459781112646e-05	2	0	2	0	4	0	2	0	0	0	0	0	0	"negative regulation of translation;anatomical structure morphogenesis;mRNA transport;gene expression;regulation of cytokine biosynthetic process"	"cytoskeleton;cytosol;nucleus"	"nucleotide binding;mRNA 5'-UTR binding;translation regulator activity;mRNA 3'-UTR binding"
"125116,O43790,P78385,Q14533"	"125116, O43790, P78385, Q14533"	"125116, KRT81_HUMAN, KRT83_HUMAN, KRT86_HUMAN"	"K2M2_SHEEP Keratin, type II microfibrillar, component 7C, Keratin, type II cuticular Hb1, Keratin, type II cuticular Hb3, Keratin, type II cuticular Hb6"	"KRT81, KRT83, KRT86"	3	4	4.50822431689894e-05	0	0	0	3	0	0	0	4	0	0	0	0.00161422491180187	9	"cytoskeleton organization;epidermis development"	"keratin filament;intermediate filament"	"structural molecule activity"
"O00148"	"O00148"	"DX39A_HUMAN"	"ATP-dependent RNA helicase DDX39A"	"DDX39A"	11	25	0.00122556445483885	11	0	3	0	19	0	6	0	0.00182737181963564	0	0.00123719002301781	0	0	"mRNA export from nucleus;mRNA splicing"	"cytoplasm;nucleus"	"nucleic acid binding;ATP-dependent helicase activity;ATP binding"
"O14744-1,O14744-2"	"O14744-[1,2]"	"ANM5_HUMAN"	"Protein arginine N-methyltransferase 5"	"PRMT5"	2	2	3.28612886791954e-05	1	0	1	0	1	0	1	0	0	0	0	0	0	"histone H4-R3 methylation;negative regulation of transcription from RNA polymerase II promoter;cell proliferation;spliceosomal snRNP assembly;ncRNA metabolic process;transcription;regulation of mitosis;endothelial cell activation"	"nucleus;cytosol;protein complex"	"protein-arginine omega-N symmetric methyltransferase activity;histone-arginine N-methyltransferase activity;ribonucleoprotein complex binding;chromatin binding"
"O14776-1,O14776-2"	"O14776-[1,2]"	"TCRG1_HUMAN"	"Transcription elongation regulator 1"	"TCERG1"	2	2	1.90643359641598e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	""	"nucleus"	"RNA polymerase II transcription corepressor activity;transcription coactivator activity"
"O14950,P19105"	"O14950, P19105"	"ML12A_HUMAN, ML12B_HUMAN"	"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B"	"MYL12A, MYL12B"	5	16	0.000976449720753236	4	0	4	0	8	0	8	0	0.000957849031130176	0	0.00205356711303637	0	0	"axon guidance;regulation of cell shape;muscle contraction;protein targeting to plasma membrane"	"cytosol;stress fiber;apical part of cell;myosin II complex;Z disc"	"calcium ion binding"
"O14975-1,O14975-2"	"O14975-[1,2]"	"S27A2_HUMAN"	"Very long-chain acyl-CoA synthetase"	"SLC27A2"	2	3	5.06434860209214e-05	2	0	0	0	3	0	0	0	0	0	0	0	0	"very long-chain fatty acid catabolic process;bile acid biosynthetic process;long-chain fatty acid import;methyl-branched fatty acid metabolic process;fatty acid beta-oxidation;fatty acid alpha-oxidation"	"integral to endoplasmic reticulum membrane;endoplasmic reticulum lumen;mitochondrion;integral to peroxisomal membrane"	"long-chain fatty acid-CoA ligase activity;phytanate-CoA ligase activity;very long-chain fatty acid-CoA ligase activity;fatty acid transporter activity;ATP binding;pristanate-CoA ligase activity"
"O15260-1,O15260-2"	"O15260-[1,2]"	"SURF4_HUMAN"	"Surfeit locus protein 4"	"SURF4"	2	2	7.78165088797304e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"Golgi organization;positive regulation of organelle organization"	"integral to membrane;endoplasmic reticulum-Golgi intermediate compartment;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment membrane;Golgi membrane"	""
"O43395"	"O43395"	"PRPF3_HUMAN"	"U4/U6 small nuclear ribonucleoprotein Prp3"	"PRPF3"	2	2	6.12961665846193e-05	2	0	0	0	2	0	0	0	0.000120257034289037	0	0	0	0	"mRNA splicing"	"cytoplasm;nuclear speck;spliceosomal complex;U4/U6 x U5 tri-snRNP complex;Cajal body"	""
"O60264,P28370-1,P28370-2"	"O60264, P28370-[1,2]"	"SMCA1_HUMAN, SMCA5_HUMAN"	"Probable global transcription activator SNF2L1, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5"	"SMARCA1, SMARCA5"	2	2	1.3248506891549e-05	2	0	0	0	2	0	0	0	7.80756220716849e-05	0	0	0	0	"double-strand break repair;CENP-A containing nucleosome assembly at centromere;chromatin silencing at rDNA;nucleosome positioning;DNA-dependent transcription;regulation of transcription from RNA polymerase II promoter;positive regulation of transcription;embryo development;transcription;ATP-dependent chromatin remodeling;brain development;regulation of neural precursor cell proliferation;neuron differentiation"	"nucleolus;RSF complex;condensed chromosome;NURF complex;chromatin silencing complex;nucleoplasm;nuclear chromatin;CERF complex"	"ATPase activity;nucleosome binding;DNA binding;helicase activity;ATP binding;annealing helicase activity"
"O60832-1"	"O60832-1"	"DKC1_HUMAN"	"H/ACA ribonucleoprotein complex subunit 4"	"DKC1"	2	2	8.14499645472665e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"cell proliferation;rRNA processing;telomere maintenance via telomerase;pseudouridine synthesis"	"nucleoplasm;telomerase holoenzyme complex;Cajal body;cytoplasm;nucleolus"	"telomerase activity;pseudouridine synthase activity;RNA binding"
"O60879-1,O60879-2,O60879-3"	"O60879-[1-3]"	"DIAP2_HUMAN"	"Protein diaphanous homolog 2"	"DIAPH2"	2	2	1.26749263630926e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"cell differentiation;cytokinesis;multicellular organismal development;female gamete generation;oogenesis;actin filament polymerization"	"Golgi apparatus;nucleolus;early endosome;cytosol;mitochondrion"	"receptor binding"
"O75027-1,O75027-2"	"O75027-[1,2]"	"ABCB7_HUMAN"	"ATP-binding cassette sub-family B member 7, mitochondrial"	"ABCB7"	2	2	2.78359586285206e-05	2	0	0	0	2	0	0	0	0	0	0	0	0	"cellular iron ion homeostasis"	"integral to membrane;mitochondrial inner membrane"	"heme transporter activity;ATPase activity;ATP binding"
"O75323-1"	"O75323-1"	"NIPS2_HUMAN"	"Protein NipSnap homolog 2"	"GBAS"	4	8	0.000702634099758797	4	0	0	0	8	0	0	0	0	0	0	0	2	"oxidative phosphorylation;negative regulation of ATP citrate synthase activity;ATP biosynthetic process"	"mitochondrion;integral to plasma membrane"	""
"O75534-1,O75534-2"	"O75534-[1,2]"	"CSDE1_HUMAN"	"Cold shock domain-containing protein E1"	"CSDE1"	2	2	2.62313795597086e-05	0	0	2	0	0	0	2	0	0	0	0	0	0	"regulation of transcription;male gonad development;nuclear-transcribed mRNA catabolic process"	"CRD-mediated mRNA stability complex"	"RNA binding;DNA binding"
"O75581"	"O75581"	"LRP6_HUMAN"	"Low-density lipoprotein receptor-related protein 6"	"LRP6"	2	2	2.59549174068785e-05	2	0	0	0	2	0	0	0	5.09209884807269e-05	0	0	0	0	"negative regulation of planar cell polarity pathway involved in pericardium morphogenesis;negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis;cerebral cortex cell migration;bone remodeling;midbrain-hindbrain boundary development;odontogenesis of dentin-containing tooth;post-anal tail morphogenesis;negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis;negative regulation of planar cell polarity pathway involved in neural tube closure;embryonic digit morphogenesis;canonical Wnt receptor signaling pathway involved in cardiac neural crest cell differentiation involved in heart development;thalamus development;negative regulation of epithelial cell proliferation;Wnt receptor signaling pathway involved in somitogenesis;negative regulation of protein serine/threonine kinase activity;forebrain radial glial cell differentiation;neural crest formation;positive regulation of sequence-specific DNA binding transcription factor activity;heart looping;positive regulation of mesenchymal cell proliferation;embryonic limb morphogenesis;positive regulation of canonical Wnt receptor signaling pathway;negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis;positive regulation of cell cycle;trachea cartilage morphogenesis;axis elongation involved in somitogenesis;canonical Wnt receptor signaling pathway involved in neural crest cell differentiation;regulation of cell development;receptor-mediated endocytosis of low-density lipoprotein particle involved in cholesterol transport;cellular response to cholesterol;branching involved in mammary gland duct morphogenesis;regulation of ossification;synaptic transmission;cerebral cortex development;pericardium morphogenesis;positive regulation of apoptotic process;positive regulation of transcription from RNA polymerase II promoter;neural tube closure;Wnt receptor signaling pathway involved in forebrain neuroblast division;face morphogenesis;bone morphogenesis;Wnt receptor signaling pathway involved in dorsal/ventral axis specification;external genitalia morphogenesis;positive regulation of bone resorption;embryonic hindlimb morphogenesis;negative regulation of fat cell differentiation;embryonic retina morphogenesis in camera-type eye;formation of radial glial scaffolds;embryonic forelimb morphogenesis;canonical Wnt receptor signaling pathway involved in regulation of cell proliferation;dopaminergic neuron differentiation;palate development;cerebellum morphogenesis;cell migration involved in gastrulation;embryonic pattern specification;embryonic camera-type eye morphogenesis;negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis;response to folic acid;negative regulation of smooth muscle cell apoptotic process;primitive streak formation;mammary placode formation;regulation of fat cell differentiation;convergent extension;canonical Wnt receptor signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation;positive regulation of Wnt receptor signaling pathway involved in dorsal/ventral axis specification;positive regulation of ossification;midbrain development"	"neuronal cell body;endoplasmic reticulum;plasma membrane;early endosome;receptor complex;synapse;cell surface;cytoplasmic vesicle;integral to membrane"	"kinase inhibitor activity;toxin transporter activity;coreceptor activity involved in Wnt receptor signaling pathway;Wnt-activated receptor activity;apolipoprotein binding;low-density lipoprotein receptor activity"
"O75915"	"O75915"	"PRAF3_HUMAN"	"PRA1 family protein 3"	"ARL6IP5"	2	4	0.00044537533805633	2	0	0	0	4	0	0	0	0.000873782493823538	0	0	0	0	"L-glutamate transport;negative regulation of transport"	"endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane"	""
"O75964"	"O75964"	"ATP5L_HUMAN"	"ATP synthase subunit g, mitochondrial"	"ATP5L"	2	5	0.00101614761595376	2	0	1	0	4	0	1	0	0.00159486513435753	0	0.000854822232732372	0	0	"mitochondrial ATP synthesis coupled proton transport;ATP catabolic process;respiratory electron transport chain"	"mitochondrial proton-transporting ATP synthase complex;mitochondrial proton-transporting ATP synthase complex"	"hydrogen ion transmembrane transporter activity;transmembrane transporter activity"
"O94826"	"O94826"	"TOM70_HUMAN"	"Mitochondrial import receptor subunit TOM70"	"TOMM70A"	2	4	0.00013771474268847	2	0	0	0	4	0	0	0	0.000270182744800699	0	0	0	0	"protein targeting to mitochondrion;cellular protein metabolic process"	"mitochondrial outer membrane translocase complex;integral to membrane"	"protein transmembrane transporter activity"
"O94903"	"O94903"	"PROSC_HUMAN"	"Proline synthase co-transcribed bacterial homolog protein"	"PROSC"	2	6	0.000456712164843218	2	0	2	0	4	0	2	0	0.000597349486686637	0	0.000640339563428613	0	0	""	"mitochondrion;cytoplasm"	"pyridoxal phosphate binding"
"O94905-1"	"O94905-1"	"ERLN2_HUMAN"	"Erlin-2"	"ERLIN2"	3	5	0.000463111524085121	3	0	0	0	5	0	0	0	0	0	0	0	3	"cell death;ER-associated protein catabolic process"	"protein complex;endoplasmic reticulum membrane;integral to membrane;plasma membrane"	""
"O94906-1,O94906-2"	"O94906-[1,2]"	"PRP6_HUMAN"	"Pre-mRNA-processing factor 6"	"PRPF6"	2	2	2.22451019007944e-05	0	0	2	0	0	0	2	0	0	0	0	0	0	"spliceosomal complex assembly;RNA localization;positive regulation of transcription from RNA polymerase II promoter;assembly of spliceosomal tri-snRNP"	"U4/U6 snRNP;nucleoplasm;nuclear speck;U4/U6 x U5 tri-snRNP complex;U5 snRNP;catalytic step 2 spliceosome"	"transcription coactivator activity;RNA binding;ribonucleoprotein complex binding"
"O94979-1,O94979-2,O94979-3,O94979-4,O94979-6,O94979-7,O94979-8,O94979-9"	"O94979-[1-4,6-9]"	"SC31A_HUMAN"	"Protein transport protein Sec31A"	"SEC31A"	2	6	1.28684267758079e-05	1	0	2	0	2	0	4	0	0	0	0	0	0	"antigen processing and presentation of exogenous peptide antigen via MHC class II;COPII vesicle coating;protein transport;protein N-linked glycosylation via asparagine;antigen processing and presentation of peptide antigen via MHC class I;post-translational protein modification;activation of signaling protein activity involved in unfolded protein response;response to calcium ion"	"perinuclear region of cytoplasm;COPII vesicle coat;cytosol;endoplasmic reticulum membrane"	""
"O95197-1,O95197-2,O95197-3,O95197-4"	"O95197-[1-4]"	"RTN3_HUMAN"	"Reticulon-3"	"RTN3"	2	8	4.05671335051308e-05	2	0	2	0	4	0	4	0	0	0	0	0	0	"modulation by virus of host morphology or physiology;apoptotic process;vesicle-mediated transport;response to stress;endoplasmic reticulum tubular network organization"	"Golgi membrane;endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane;extracellular space"	""
"O95758-1,O95758-2,O95758-3,O95758-4,O95758-5,O95758-6"	"O95758-[1-6]"	"PTBP3_HUMAN"	"Polypyrimidine tract-binding protein 3"	"PTBP3"	2	2	1.72975039125615e-05	2	0	0	0	2	0	0	0	0	0	0	0	7	"anatomical structure morphogenesis;erythrocyte maturation;RNA splicing;mRNA processing;regulation of cell differentiation;negative regulation of RNA splicing"	"nucleus"	"RNA binding;nucleotide binding"
"P00367"	"P00367"	"DHE3_HUMAN"	"Glutamate dehydrogenase 1, mitochondrial"	"GLUD1"	9	15	0.000562705400232459	9	0	0	0	15	0	0	0	0.00110397250563727	0	0	0	0	"positive regulation of insulin secretion;glutamine metabolic process;glutamate biosynthetic process;tricarboxylic acid metabolic process;glutamate catabolic process;cellular nitrogen compound metabolic process"	"mitochondrial matrix"	"NAD+ binding;leucine binding;identical protein binding;glutamate dehydrogenase (NAD+) activity;ADP binding;glutamate dehydrogenase [NAD(P)+] activity;ATP binding;GTP binding"
"P00813"	"P00813"	"ADA_HUMAN"	"Adenosine deaminase"	"ADA"	2	3	0.000172997032137583	2	0	0	0	3	0	0	0	0.000339403117435589	0	0	0	0	"positive regulation of T cell receptor signaling pathway;negative regulation of inflammatory response;placenta development;negative regulation of adenosine receptor signaling pathway;adenosine catabolic process;dATP catabolic process;hypoxanthine salvage;response to hypoxia;positive regulation of calcium-mediated signaling;histamine secretion;negative regulation of penile erection;cell adhesion;purine nucleotide salvage;purine ribonucleoside monophosphate biosynthetic process;negative regulation of mature B cell apoptotic process;positive regulation of germinal center formation;negative regulation of thymocyte apoptotic process;inosine biosynthetic process;positive regulation of alpha-beta T cell differentiation;embryonic digestive tract development;liver development;response to hydrogen peroxide;response to morphine;negative regulation of leukocyte migration;regulation of cell-cell adhesion mediated by integrin;positive regulation of B cell proliferation;trophectodermal cell differentiation;Peyer's patch development;negative regulation of circadian sleep/wake cycle;positive regulation of smooth muscle contraction;deoxyadenosine catabolic process;negative regulation of mucus secretion;aging;positive regulation of T cell differentiation in thymus;xanthine biosynthetic process;germinal center B cell differentiation;lung alveolus development;positive regulation of heart rate;T cell activation"	"external side of plasma membrane;dendrite cytoplasm;lysosome;cell junction;neuronal cell body;extracellular space;cytosol;cytoplasmic membrane-bounded vesicle lumen"	"purine nucleoside binding;adenosine deaminase activity;zinc ion binding"
