"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5136"	"spectra.count.P5134"	"spectra.count.P5136"	"dNSAF.P5134"	"dNSAF.P5136"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q6ZRS2-1"	"Q6ZRS2-1"	"SRCAP_HUMAN"	"Helicase SRCAP"	"SRCAP"	2	3	1.75379247818938e-05	2	0	3	0	0	0	1	"virus-host interaction;regulation of transcription from RNA polymerase II promoter;transcription"	"nucleus;Golgi apparatus;protein complex"	"histone acetyltransferase activity;DNA binding;helicase activity;transcription coactivator activity;ATP binding"
"Q6ZS81-5"	"Q6ZS81-5"	"WDFY4_HUMAN"	"WD repeat- and FYVE domain-containing protein 4"	"WDFY4"	2	2	1.15313977095727e-05	2	0	2	0	0	0	0	""	"integral to membrane"	""
"Q6ZSZ5-1"	"Q6ZSZ5-1"	"ARHGI_HUMAN"	"Rho guanine nucleotide exchange factor 18"	"ARHGEF18"	2	4	6.26018249058473e-05	0	2	0	4	0	0	0	"regulation of Rho protein signal transduction;regulation of small GTPase mediated signal transduction;apoptotic signaling pathway;regulation of cell shape;small GTPase mediated signal transduction;transforming growth factor beta receptor signaling pathway;actin cytoskeleton organization;neurotrophin TRK receptor signaling pathway"	"plasma membrane;cell junction;apical part of cell;cytosol"	"guanyl-nucleotide exchange factor activity;phospholipid binding;Rho guanyl-nucleotide exchange factor activity"
"Q6ZT98-1"	"Q6ZT98-1"	"TTLL7_HUMAN"	"Tubulin polyglutamylase TTLL7"	"TTLL7"	2	2	4.13934276294018e-05	2	0	2	0	0	0	0	"cell differentiation;cellular protein modification process;nervous system development"	"cilium;cytoplasm;perikaryon;dendrite;microtubule basal body"	"tubulin-tyrosine ligase activity"
"Q6ZU35"	"Q6ZU35"	"K1211_HUMAN"	"Uncharacterized protein KIAA1211"	"KIAA1211"	2	2	2.97777536960904e-05	0	2	0	2	0	0.000124576870064429	0	""	""	""
"Q6ZUM4-2"	"Q6ZUM4-2"	"RHG27_HUMAN"	"Rho GTPase-activating protein 27"	"ARHGAP27"	2	2	4.13003040576821e-05	0	2	0	2	0	0	0	"receptor-mediated endocytosis;positive regulation of Cdc42 GTPase activity;signal transduction"	"membrane;intracellular;cytoplasm"	"SH3 domain binding;Rac GTPase activator activity;phospholipid binding"
"Q6ZV29-4"	"Q6ZV29-4"	"PLPL7_HUMAN"	"Patatin-like phospholipase domain-containing protein 7"	"PNPLA7"	2	2	2.78784892234468e-05	0	2	0	2	0	0	0	"lipid metabolic process"	"mitochondrial membrane;endoplasmic reticulum;lysosomal membrane;integral to membrane;nuclear membrane"	"hydrolase activity"
"Q6ZW13"	"Q6ZW13"	"CP086_HUMAN"	"Uncharacterized protein C16orf86"	"C16orf86"	2	2	0.000115823250180692	2	0	2	0	0.000232819065654077	0	0	""	""	""
"Q702N8-3"	"Q702N8-3"	"XIRP1_HUMAN"	"Xin actin-binding repeat-containing protein 1"	"XIRP1"	2	2	1.9921850410895e-05	2	0	2	0	0	0	0	"regulation of membrane potential;negative regulation of cell proliferation;cardiac muscle cell development;sarcomere organization"	"fascia adherens"	""
"Q70EL1-7"	"Q70EL1-7"	"UBP54_HUMAN"	"Inactive ubiquitin carboxyl-terminal hydrolase 54"	"USP54"	2	4	4.47237594339234e-05	2	0	4	0	0	0	1	"ubiquitin-dependent protein catabolic process"	""	"ubiquitin thiolesterase activity"
"Q70Z35-3"	"Q70Z35-3"	"PREX2_HUMAN"	"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein"	"PREX2"	2	2	2.28617498799996e-05	2	0	2	0	0	0	0	"intracellular signal transduction;G-protein coupled receptor signaling pathway"	"intracellular"	"Rac GTPase activator activity;phospholipid binding;Rac guanyl-nucleotide exchange factor activity"
"Q71RC2-3"	"Q71RC2-3"	"LARP4_HUMAN"	"La-related protein 4"	"LARP4"	2	2	5.07126661702754e-05	0	2	0	2	0	0	0	"regulation of cell morphogenesis;cytoskeleton organization"	""	"RNA binding"
"Q76LX8-1"	"Q76LX8-1"	"ATS13_HUMAN"	"A disintegrin and metalloproteinase with thrombospondin motifs 13"	"ADAMTS13"	2	2	2.5729481644905e-05	0	2	0	2	0	0	0	"peptide catabolic process;cell-matrix adhesion;protein processing;glycoprotein metabolic process;platelet activation;integrin-mediated signaling pathway;proteolysis"	"proteinaceous extracellular matrix;extracellular space;cell surface"	"metalloendopeptidase activity;zinc ion binding;calcium ion binding;integrin binding;metallopeptidase activity"
"Q76NI1-5"	"Q76NI1-5"	"VKIND_HUMAN"	"Protein very KIND"	"KNDC1"	2	2	2.09925502042764e-05	2	0	2	0	0	0	0	"positive regulation of protein phosphorylation;regulation of dendrite morphogenesis;regulation of small GTPase mediated signal transduction;cerebellar granule cell differentiation;small GTPase mediated signal transduction"	"dendrite;neuronal cell body;guanyl-nucleotide exchange factor complex"	"Ras guanyl-nucleotide exchange factor activity;protein serine/threonine kinase activity"
"Q7L4I2-2"	"Q7L4I2-2"	"RSRC2_HUMAN"	"Arginine/serine-rich coiled-coil protein 2"	"RSRC2"	2	2	8.4599009924607e-05	0	2	0	2	0	0	0	""	""	""
"Q7L576-1"	"Q7L576-1"	"CYFP1_HUMAN"	"Cytoplasmic FMR1-interacting protein 1"	"CYFIP1"	2	2	2.93024503649477e-05	0	2	0	2	0	0	0	"lamellipodium assembly;ruffle organization;regulation of cell shape;axon extension"	"cell junction;neuron projection;mRNA cap binding complex;perinuclear region of cytoplasm;synapse;lamellipodium;ruffle"	"Rac GTPase binding;actin filament binding"
"Q7L5N7-1"	"Q7L5N7-1"	"PCAT2_HUMAN"	"Lysophosphatidylcholine acyltransferase 2"	"LPCAT2"	2	2	6.74925924766166e-05	2	0	2	0	0	0	0	"cellular membrane organization;phosphatidylcholine acyl-chain remodeling;platelet activating factor biosynthetic process"	"Golgi stack;Golgi membrane;endoplasmic reticulum membrane;integral to membrane"	"1-acylglycerophosphocholine O-acyltransferase activity;calcium ion binding;1-alkylglycerophosphocholine O-acetyltransferase activity"
"Q7LGA3-2"	"Q7LGA3-2"	"HS2ST_HUMAN"	"Heparan sulfate 2-O-sulfotransferase 1"	"HS2ST1"	2	2	0.000103134748054156	2	0	2	0	0	0	0	"carbohydrate metabolic process;glycosaminoglycan biosynthetic process;small molecule metabolic process"	"Golgi membrane;integral to membrane"	"sulfotransferase activity"
"Q7RTU9"	"Q7RTU9"	"STRC_HUMAN"	"Stereocilin"	"STRC"	2	2	2.06850536942419e-05	2	0	2	0	4.15795176407563e-05	0	0	"auditory receptor cell stereocilium organization;detection of mechanical stimulus involved in sensory perception of sound"	"cell surface;stereocilium bundle tip;kinocilium;stereocilium"	""
"Q7Z2Z1-2"	"Q7Z2Z1-2"	"TICRR_HUMAN"	"Treslin"	"TICRR"	2	2	1.92230211032877e-05	2	0	2	0	0	0	0	"DNA replication;DNA repair;response to ionizing radiation;formation of translation preinitiation complex;regulation of DNA-dependent DNA replication initiation;mitotic DNA replication checkpoint"	"nucleus"	"chromatin binding"
"Q7Z333-4"	"Q7Z333-4"	"SETX_HUMAN"	"Probable helicase senataxin"	"SETX"	2	2	2.37161120618867e-05	0	2	0	2	0	0	3	"RNA processing;termination of RNA polymerase II transcription;cell death;double-strand break repair;circadian rhythm"	"nucleolus;cytoplasm;nucleoplasm"	"DNA helicase activity;DNA binding;ATP binding"
"Q7Z3K3-3"	"Q7Z3K3-3"	"POGZ_HUMAN"	"Pogo transposable element with ZNF domain"	"POGZ"	2	2	2.60396952533897e-05	2	0	2	0	0	0	0	"mitotic sister chromatid cohesion;kinetochore assembly;cell division"	"cytoplasm;nuclear chromatin"	"DNA binding;zinc ion binding"
"Q7Z3Z4-1"	"Q7Z3Z4-1"	"PIWL4_HUMAN"	"Piwi-like protein 4"	"PIWIL4"	2	2	4.3093861863004e-05	2	0	2	0	0	0	0	"piRNA metabolic process;meiosis;regulation of translation;multicellular organismal development;cell differentiation;DNA methylation involved in gamete generation;spermatogenesis;gene silencing by RNA"	"nucleus;piP-body"	"piRNA binding"
"Q7Z401-1,Q7Z401-2"	"Q7Z401-[1,2]"	"MYCPP_HUMAN"	"C-myc promoter-binding protein"	"DENND4A"	2	2	9.85399095740188e-06	2	0	2	0	0	0	0	"regulation of transcription;transcription"	"nucleus"	"Rab guanyl-nucleotide exchange factor activity;DNA binding"
"Q7Z460-3"	"Q7Z460-3"	"CLAP1_HUMAN"	"CLIP-associating protein 1"	"CLASP1"	2	2	2.59789432679825e-05	0	2	0	2	0	0	3	"mitotic prometaphase;establishment of spindle orientation;axon guidance;microtubule nucleation;mitotic anaphase;exit from mitosis;cell division;microtubule organizing center organization;G2/M transition of mitotic cell cycle;negative regulation of microtubule depolymerization;microtubule anchoring;microtubule bundle formation"	"cortical microtubule cytoskeleton;condensed chromosome kinetochore;cytoplasmic microtubule;centrosomal corona;Golgi apparatus;kinetochore;kinetochore microtubule;cytosol"	"microtubule plus-end binding;kinetochore binding"
"Q7Z4N2-1,Q7Z4N2-2,Q7Z4N2-3"	"Q7Z4N2-[1-3]"	"TRPM1_HUMAN"	"Transient receptor potential cation channel subfamily M member 1"	"TRPM1"	2	2	7.6348451460344e-06	0	2	0	2	0	0	0	"retinal rod cell development;cellular response to light stimulus;visual perception;signal transduction"	"integral to plasma membrane;new growing cell tip"	"calcium channel activity"
"Q7Z4S6-4"	"Q7Z4S6-4"	"KI21A_HUMAN"	"Kinesin-like protein KIF21A"	"KIF21A"	2	2	2.19330766471203e-05	2	0	2	0	0	0	0	"microtubule-based movement"	"microtubule associated complex;microtubule;cytoplasm"	"microtubule motor activity;ATP binding"
"Q7Z6J0-1"	"Q7Z6J0-1"	"SH3R1_HUMAN"	"E3 ubiquitin-protein ligase SH3RF1"	"SH3RF1"	2	3	6.20202201136477e-05	0	2	0	3	0	0	0	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;negative regulation of extrinsic apoptotic signaling pathway;negative regulation of apoptotic process;induction of apoptosis;regulation of JNK cascade;protein ubiquitination"	"cytosol;lamellipodium;perinuclear region of cytoplasm;Golgi apparatus"	"zinc ion binding;ligase activity"
"Q7Z6J8"	"Q7Z6J8"	"UBE3D_HUMAN"	"E3 ubiquitin-protein ligase E3D"	"UBE3D"	2	2	9.43855277822093e-05	2	0	2	0	0.00018972659077723	0	0	"protein ubiquitination"	"cytoplasm"	"ligase activity"
"Q7Z6L1-2"	"Q7Z6L1-2"	"TCPR1_HUMAN"	"Tectonin beta-propeller repeat-containing protein 1"	"TECPR1"	2	3	4.72737815115186e-05	0	2	0	3	0	0	0	"autophagic vacuole fusion"	"integral to membrane;lysosomal membrane;autophagic vacuole membrane;cytoplasmic vesicle"	"phosphatidylinositol-3-phosphate binding"
"Q7Z7F0-3"	"Q7Z7F0-3"	"K0907_HUMAN"	"UPF0469 protein KIAA0907"	"KIAA0907"	2	2	5.97979972431261e-05	0	2	0	2	0	0	0	""	""	""
"Q7Z7G8-3"	"Q7Z7G8-3"	"VP13B_HUMAN"	"Vacuolar protein sorting-associated protein 13B"	"VPS13B"	2	2	9.12878426337131e-06	0	2	0	2	0	0	0	"protein transport"	""	""
"Q86U06-4"	"Q86U06-4"	"RBM23_HUMAN"	"Probable RNA-binding protein 23"	"RBM23"	2	5	0.000232320743528723	1	2	1	4	0	0	1	"mRNA processing"	"nucleus"	"nucleotide binding;RNA binding"
"Q86U86-2"	"Q86U86-2"	"PB1_HUMAN"	"Protein polybromo-1"	"PBRM1"	2	2	2.71728613878622e-05	2	0	2	0	0	0	1	"transcription;placenta development;negative regulation of cell proliferation;heart development;regulation of transcription;mitosis;chromatin remodeling"	"kinetochore;nuclear chromosome"	"chromatin binding;DNA binding"
"Q86U86-8"	"Q86U86-8"	"PB1_HUMAN"	"Protein polybromo-1"	"PBRM1"	2	2	3.44189577579588e-05	1	1	1	1	0	0	2	"transcription;placenta development;negative regulation of cell proliferation;heart development;regulation of transcription;mitosis;chromatin remodeling"	"kinetochore;nuclear chromosome"	"chromatin binding;DNA binding"
"Q86UL8-2"	"Q86UL8-2"	"MAGI2_HUMAN"	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"	"MAGI2"	2	2	2.52343438538003e-05	2	0	2	0	0	0	0	"mitotic cell cycle arrest;negative regulation of cell proliferation;negative regulation of cell migration;planar cell polarity pathway involved in axis elongation;positive regulation of phosphoprotein phosphatase activity;protein heterooligomerization;negative regulation of activin receptor signaling pathway;receptor clustering;negative regulation of protein kinase B signaling cascade;positive regulation of receptor internalization;SMAD protein signal transduction;glomerular visceral epithelial cell development"	"plasma membrane;nucleus;postsynaptic density;tight junction;slit diaphragm;perinuclear region of cytoplasm"	"type II activin receptor binding;SMAD binding;signal transducer activity;receptor signaling complex scaffold activity"
"Q86UQ4-1"	"Q86UQ4-1"	"ABCAD_HUMAN"	"ATP-binding cassette sub-family A member 13"	"ABCA13"	2	4	1.45179795600156e-05	0	2	0	4	0	0	0	"transport;ATP catabolic process"	"integral to membrane"	"ATPase activity;ATP binding"
"Q86UQ4-3"	"Q86UQ4-3"	"ABCAD_HUMAN"	"ATP-binding cassette sub-family A member 13"	"ABCA13"	2	2	7.25898978000779e-06	2	0	2	0	0	0	0	"transport;ATP catabolic process"	"integral to membrane"	"ATPase activity;ATP binding"
"Q86UW7-3"	"Q86UW7-3"	"CAPS2_HUMAN"	"Calcium-dependent secretion activator 2"	"CADPS2"	2	2	2.83302240025304e-05	2	0	2	0	0	0	0	"synaptic vesicle priming;protein transport;positive regulation of exocytosis"	"presynaptic membrane;cytoplasmic vesicle membrane;cell junction;postsynaptic membrane"	"phospholipid binding;metal ion binding"
"Q86UW8"	"Q86UW8"	"HPLN4_HUMAN"	"Hyaluronan and proteoglycan link protein 4"	"HAPLN4"	2	2	9.13332594708443e-05	2	0	2	0	0.000183591153762046	0	0	"cell adhesion"	"proteinaceous extracellular matrix"	"hyaluronic acid binding"
"Q86UX2-3"	"Q86UX2-3"	"ITIH5_HUMAN"	"Inter-alpha-trypsin inhibitor heavy chain H5"	"ITIH5"	2	2	3.89766139143094e-05	2	0	2	0	0	0	0	"hyaluronan metabolic process"	"extracellular region"	"serine-type endopeptidase inhibitor activity"
"Q86UX7-1,Q86UX7-2"	"Q86UX7-[1,2]"	"URP2_HUMAN"	"Fermitin family homolog 3"	"FERMT3"	2	4	5.50464322447967e-05	2	0	4	0	0	0	0	"leukocyte cell-cell adhesion;integrin activation;regulation of cell-cell adhesion mediated by integrin;platelet aggregation"	"cell projection;podosome;cell junction"	"phospholipid binding;integrin binding"
"Q86VF2-3"	"Q86VF2-3"	"IGFN1_HUMAN"	"Immunoglobulin-like and fibronectin type III domain-containing protein 1"	"IGFN1"	2	2	2.93492968083768e-05	2	0	2	0	0	0	0	""	"Z disc;nucleus"	""
"Q86VF7-1"	"Q86VF7-1"	"NRAP_HUMAN"	"Nebulin-related-anchoring protein"	"NRAP"	2	2	2.38759922518436e-05	2	0	2	0	0	0	1	""	"muscle tendon junction;myofibril;fascia adherens"	"zinc ion binding;muscle alpha-actinin binding;actin binding"
"Q86VP6-1"	"Q86VP6-1"	"CAND1_HUMAN"	"Cullin-associated NEDD8-dissociated protein 1"	"CAND1"	2	2	2.98503823636418e-05	0	2	0	2	0	0	0	"SCF complex assembly;positive regulation of RNA polymerase II transcriptional preinitiation complex assembly;cell differentiation;negative regulation of catalytic activity;protein ubiquitination"	"cytoplasm;nucleus;cullin-RING ubiquitin ligase complex"	""
"Q86VS8"	"Q86VS8"	"HOOK3_HUMAN"	"Protein Hook homolog 3"	"HOOK3"	2	2	5.11364488959323e-05	2	0	2	0	0.000102790590267886	0	0	"neuronal stem cell maintenance;endosome organization;early endosome to late endosome transport;protein localization to centrosome;endosome to lysosome transport;microtubule anchoring at centrosome;cytoplasmic microtubule organization;lysosome organization;negative regulation of neurogenesis;interkinetic nuclear migration;protein transport;Golgi localization"	"FHF complex;microtubule;Golgi apparatus;pericentriolar material;centriolar satellite;cis-Golgi network"	"microtubule binding"
"Q86VZ4-1"	"Q86VZ4-1"	"LRP11_HUMAN"	"Low-density lipoprotein receptor-related protein 11"	"LRP11"	2	2	7.34319406145589e-05	0	2	0	2	0	0	0	""	"integral to membrane"	""
"Q86W26"	"Q86W26"	"NAL10_HUMAN"	"NACHT, LRR and PYD domains-containing protein 10"	"NLRP10"	2	2	5.60549164996632e-05	2	0	2	0	0.000112677318797469	0	0	"innate immune response;positive regulation of interleukin-8 secretion;helper T cell enhancement of adaptive immune response;defense response to Gram-negative bacterium;defense response to fungus;dendritic cell migration;positive regulation of T-helper 17 type immune response;positive regulation of interleukin-6 secretion;positive regulation of T-helper 1 type immune response"	"extrinsic to plasma membrane;cytoplasm"	"ATP binding"
"Q86WD7-6"	"Q86WD7-6"	"SPA9_HUMAN"	"Serpin A9"	"SERPINA9"	2	2	8.80478904251305e-05	0	2	0	2	0	0	0	"regulation of proteolysis"	"membrane;cytoplasm;extracellular region"	"serine-type endopeptidase inhibitor activity"
"Q86XA9-1"	"Q86XA9-1"	"HTR5A_HUMAN"	"HEAT repeat-containing protein 5A"	"HEATR5A"	2	2	1.79980246604311e-05	0	2	0	2	0	0	0	""	""	""
"Q86Y22-1"	"Q86Y22-1"	"CONA1_HUMAN"	"Collagen alpha-1(XXIII) chain"	"COL23A1"	2	2	6.7992537606073e-05	0	2	0	2	0	0	0	"collagen catabolic process;extracellular matrix disassembly"	"endoplasmic reticulum lumen;plasma membrane;integral to membrane;collagen"	""
"Q86YP4-1,Q86YP4-2"	"Q86YP4-[1,2]"	"P66A_HUMAN"	"Transcriptional repressor p66-alpha"	"GATAD2A"	2	2	2.90015563248653e-05	2	0	2	0	0	0	0	"DNA methylation;embryonic body morphogenesis;blood vessel development;in utero embryonic development;neural fold formation;negative regulation of transcription;programmed cell death;transcription;anterior neuropore closure"	"nuclear speck;NuRD complex"	"sequence-specific DNA binding transcription factor activity;protein binding;sequence-specific DNA binding;zinc ion binding"
"Q86YR7-4"	"Q86YR7-4"	"MF2L2_HUMAN"	"Probable guanine nucleotide exchange factor MCF2L2"	"MCF2L2"	2	2	3.2958680706714e-05	2	0	2	0	0	0	0	"regulation of Rho protein signal transduction"	"intracellular"	"phospholipid binding;Rho guanyl-nucleotide exchange factor activity"
"Q8IV77-1"	"Q8IV77-1"	"CNGA4_HUMAN"	"Cyclic nucleotide-gated cation channel alpha-4"	"CNGA4"	2	2	6.38538614039642e-05	2	0	2	0	0	0	0	"response to stimulus;sensory perception of smell"	"integral to membrane"	"cAMP binding;ion channel activity"
"Q8IVL1-1"	"Q8IVL1-1"	"NAV2_HUMAN"	"Neuron navigator 2"	"NAV2"	2	2	3.32037512827085e-05	1	1	1	1	0	0	4	"regulation of systemic arterial blood pressure by baroreceptor feedback;vagus nerve development;optic nerve development;sensory perception of sound;locomotory behavior;sensory perception of smell;glossopharyngeal nerve development"	"nucleus;interstitial matrix"	"ATP binding;heparin binding;helicase activity"
"Q8IVM0-1,Q8IVM0-2"	"Q8IVM0-[1,2]"	"CCD50_HUMAN"	"Coiled-coil domain-containing protein 50"	"CCDC50"	2	2	5.99934155347703e-05	0	2	0	2	0	0	0	""	"cytoplasm"	""
"Q8IWA4-2"	"Q8IWA4-2"	"MFN1_HUMAN"	"Mitofusin-1"	"MFN1"	2	2	4.95492176886362e-05	0	2	0	2	0	0	0	"mitochondrial fusion"	"mitochondrial outer membrane;integral to membrane"	"GTPase activity;GTP binding"
"Q8IWS0-1,Q8IWS0-2"	"Q8IWS0-[1,2]"	"PHF6_HUMAN"	"PHD finger protein 6"	"PHF6"	2	4	0.000100591699471998	2	0	4	0	0	0	0	"transcription;regulation of transcription"	"nucleolus"	"zinc ion binding"
"Q8IWV8-1"	"Q8IWV8-1"	"UBR2_HUMAN"	"E3 ubiquitin-protein ligase UBR2"	"UBR2"	2	2	2.09207808018686e-05	2	0	2	0	0	0	0	"negative regulation of TOR signaling cascade;spermatogenesis;chromatin silencing;histone H2A ubiquitination;male meiosis I;ubiquitin-dependent protein catabolic process;cellular response to leucine"	"nucleus;chromatin;ubiquitin ligase complex;plasma membrane"	"zinc ion binding;leucine binding;ubiquitin-protein ligase activity"
"Q8IWX8"	"Q8IWX8"	"CHERP_HUMAN"	"Calcium homeostasis endoplasmic reticulum protein"	"CHERP"	2	7	0.000140290279558382	2	0	7	0	0.000282000822427073	0	0	"release of sequestered calcium ion into cytosol;positive regulation of NFAT protein import into nucleus;negative regulation of cell proliferation;nervous system development;RNA processing"	"perinuclear region of cytoplasm;sarcoplasmic reticulum membrane"	"RNA binding"
"Q8IWY9-1"	"Q8IWY9-1"	"CDAN1_HUMAN"	"Codanin-1"	"CDAN1"	2	2	2.99233661836018e-05	2	0	2	0	0	0	0	"negative regulation of DNA replication;chromatin assembly"	"nucleus;integral to membrane;cytoplasm"	""
"Q8IXK2-1,Q8IXK2-2"	"Q8IXK2-[1,2]"	"GLT12_HUMAN"	"Polypeptide N-acetylgalactosaminyltransferase 12"	"GALNT12"	2	2	3.15972205742508e-05	2	0	2	0	0	0	0	"post-translational protein modification;O-glycan processing"	"Golgi membrane;integral to membrane"	"polypeptide N-acetylgalactosaminyltransferase activity"
"Q8IYE0-1"	"Q8IYE0-1"	"CC146_HUMAN"	"Coiled-coil domain-containing protein 146"	"CCDC146"	2	2	3.84460422065753e-05	0	2	0	2	0	0	0	""	""	""
"Q8IZT6-1"	"Q8IZT6-1"	"ASPM_HUMAN"	"Abnormal spindle-like microcephaly-associated protein"	"ASPM"	2	2	1.05596693434798e-05	2	0	2	0	0	0	0	"developmental growth;positive regulation of canonical Wnt receptor signaling pathway;oogenesis;mitosis;spermatogenesis;negative regulation of asymmetric cell division;forebrain neuroblast division;neuron migration;maintenance of centrosome location;positive regulation of neuroblast proliferation;negative regulation of neuron differentiation"	"cytoplasm;spindle pole;midbody;nucleus"	""
"Q8N157-1"	"Q8N157-1"	"AHI1_HUMAN"	"Jouberin"	"AHI1"	2	2	3.06989718288289e-05	2	0	2	0	0	0	0	"otic vesicle development;negative regulation of apoptotic process;cilium assembly;retina layer formation;heart looping;pronephric duct morphogenesis;transmembrane receptor protein tyrosine kinase signaling pathway;regulation of behavior;hindbrain development;protein localization to organelle;positive regulation of polarized epithelial cell differentiation;cloaca development;left/right axis specification;Kupffer's vesicle development;positive regulation of receptor internalization;positive regulation of transcription from RNA polymerase II promoter;specification of axis polarity;morphogenesis of a polarized epithelium;pronephric nephron tubule morphogenesis;cellular protein localization;vesicle-mediated transport;photoreceptor cell outer segment organization"	"adherens junction;microtubule basal body;TCTN-B9D complex;centriole;cell-cell junction"	""
