"";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"1023";"Q02880";"TOP2B_HUMAN";"DNA topoisomerase 2-beta";"TOP2B";1;1;4,78221303490161e-06;0;0;NA;1;0;0;NA;1;NA;NA;NA;NA;"nucleoplasm, cytoplasm, synaptonemal complex, nucleus, cytosol, WINAC complex"
"1024";"Q03924";"ZN117_HUMAN";"Zinc finger protein 117";"ZNF117";1;1;1,83990024128956e-05;1;NA;NA;NA;1;NA;NA;NA;9,70592132225968e-05;NA;NA;NA;"nucleus"
"1025";"Q03936";"ZNF92_HUMAN";"Zinc finger protein 92";"ZNF92";1;5;2,52750801064522e-05;1;1;1;1;1;1;1;2;NA;NA;NA;NA;"nucleus"
"1026";"Q04323";"UBXN1_HUMAN";"UBX domain-containing protein 1";"UBXN1";2;5;7,48040249615201e-05;2;1;1;1;2;1;1;1;NA;NA;NA;NA;"neuronal cell body, Cdc48p-Npl4p-Ufd1p AAA ATPase complex, nucleus, cytoplasm, dendrite"
"1027";"Q04446";"GLGB_HUMAN";"1,4-alpha-glucan-branching enzyme";"GBE1";19;60;0,000759548561147742;13;12;14;16;13;14;16;17;0,000868140740491005;0,000944969976892565;0,00108972423645717;0,00113396591398661;"extracellular vesicular exosome, cytosol"
"1028";"Q04637";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";23;78;8,66996894188155e-05;17;17;18;16;22;20;18;18;NA;NA;NA;NA;"cytosol, eukaryotic translation initiation factor 4F complex"
"1029";"Q04760";"LGUL_HUMAN";"Lactoylglutathione lyase";"GLO1";3;11;0,000265635597336181;3;2;3;2;3;3;3;2;NA;NA;NA;NA;"cytoplasm, extracellular vesicular exosome"
"1030";"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";5;16;0,000960726288154442;4;3;4;5;4;3;4;5;0,00126701621585174;0,000960476240992153;0,00129220678039347;0,00158196357634857;"extracellular vesicular exosome, mitochondrial nucleoid, mitochondrion"
"1032";"Q05519";"SRS11_HUMAN";"Serine/arginine-rich splicing factor 11";"SRSF11";3;11;0,000100985433698052;3;3;3;2;3;3;3;2;NA;NA;NA;NA;"nucleus, nucleoplasm"
"1033";"Q06124";"PTN11_HUMAN";"Tyrosine-protein phosphatase non-receptor type 11";"PTPN11";4;7;5,20996877370185e-05;1;3;2;NA;2;3;2;NA;NA;NA;NA;NA;"cytosol, mitochondrion, protein complex, nucleus, cytoplasm"
"1035";"Q06203";"PUR1_HUMAN";"Amidophosphoribosyltransferase";"PPAT";8;24;0,000412536239787787;7;6;5;5;7;6;6;5;0,000634733462099806;0,000549905159252761;0,000554874091387524;0,000452863847774831;"cytosol"
"1036";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";17;86;0,00306930828203558;16;15;15;16;23;20;19;24;0,00433024417546116;0,00380590317715766;0,00364827858078959;0,00451336114312458;"cytosol, extracellular vesicular exosome, nucleoplasm, proteasome activator complex, cytoplasm, proteasome complex"
"1037";"Q06787";"FMR1_HUMAN";"Fragile X mental retardation protein 1";"FMR1";2;2;3,51531572999548e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"dendritic spine, cytoplasmic stress granule, cytoplasm, mRNA cap binding complex, synapse, dendritic shaft, nucleolus, neuronal ribonucleoprotein granule, nucleoplasm"
"1038";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";10;89;0,00447526705115814;10;10;10;10;22;24;23;20;0,00575993636486033;0,00632901839849634;0,00628590034925956;0,00542288305487984;"cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, mitochondrial matrix, nucleus, peroxisomal matrix, melanosome, extracellular space, nuclear euchromatin"
"1039";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";7;32;0,00151263287922189;6;6;7;6;8;8;9;7;0,00199487659517082;0,00201631891726012;0,00228885562697354;0,0017435258139331;"cytosolic large ribosomal subunit, nucleolus, cytoplasm, cytosol"
"1043";"Q07866";"KLC1_HUMAN";"Kinesin light chain 1";"KLC1";2;4;6,89293633153274e-06;2;1;1;NA;2;1;1;NA;NA;NA;NA;NA;"kinesin complex, microtubule, cytosol"
"1044";"Q07955";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";11;47;0,00168417642651268;10;8;11;10;11;8;16;12;NA;NA;NA;NA;"nuclear speck, cytoplasm, nucleus, nucleoplasm, catalytic step 2 spliceosome"
"1046";"Q08170";"SRSF4_HUMAN";"Serine/arginine-rich splicing factor 4";"SRSF4";2;8;0,000239000806646865;2;2;2;2;2;2;2;2;0,00033214291488421;0,000335713018106569;0,000348424986130384;0,000284369161092617;"nucleoplasm, nuclear speck, nucleus"
"1047";"Q08209";"PP2BA_HUMAN";"Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform";"PPP3CA";2;6;4,34179215899495e-05;2;2;1;1;2;2;1;1;NA;NA;NA;NA;"cytosol, sarcolemma, nucleus, cytoplasm, mitochondrion, nucleoplasm, calcineurin complex, Z disc"
"1048";"Q08211";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";34;129;0,000902666648299439;27;27;29;30;34;30;32;33;NA;NA;NA;NA;"nucleolus, centrosome, ribonucleoprotein complex, nucleus, cytoplasm, nucleoplasm, CRD-mediated mRNA stability complex, cytosol"
"1050";"Q08945";"SSRP1_HUMAN";"FACT complex subunit SSRP1";"SSRP1";5;14;0,000175478214832158;2;3;5;4;2;3;5;4;0,000132241466816683;0,000200494335214159;0,0003371766634313;0,000264181223469211;"nucleolus, cytoplasm, chromosome, nucleus, nucleoplasm"
"1051";"Q08J23";"NSUN2_HUMAN";"tRNA (cytosine(34)-C(5))-methyltransferase";"NSUN2";11;26;0,00030124468357385;4;5;8;8;4;5;8;9;NA;NA;NA;NA;"cytoplasm, nucleus, nucleolus, spindle"
"1052";"Q09028";"RBBP4_HUMAN";"Histone-binding protein RBBP4";"RBBP4";4;17;0,000185139961779762;3;3;2;2;5;4;4;4;NA;NA;NA;NA;"NuRD complex, NURF complex, nucleus, Sin3 complex, CAF-1 complex, nucleoplasm, ESC/E(Z) complex"
"1055";"Q0VDF9";"HSP7E_HUMAN";"Heat shock 70 kDa protein 14";"HSPA14";3;6;0,000104755027490317;2;NA;1;2;2;NA;2;2;0,00018420275043817;NA;0,000187865032905927;0,000183992620274725;"cytosol"
"1059";"Q12768";"STRUM_HUMAN";"WASH complex subunit strumpellin";"KIAA0196";3;6;4,60054434793542e-05;3;2;NA;NA;3;3;NA;NA;0,000121344952510391;0,000122649252516686;NA;NA;"WASH complex, endosome"
"1060";"Q12789";"TF3C1_HUMAN";"General transcription factor 3C polypeptide 1";"GTF3C1";2;6;1,26411353704532e-05;1;2;1;2;1;2;1;2;NA;NA;NA;NA;"nucleoplasm, transcription factor TFIIIC complex, ribonucleoprotein complex, nucleus, nucleolus"
"1062";"Q12849";"GRSF1_HUMAN";"G-rich sequence factor 1";"GRSF1";2;2;1,85139961779762e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;"mitochondrial nucleoid, mitochondrion, cytoplasm"
"1063";"Q12874";"SF3A3_HUMAN";"Splicing factor 3A subunit 3";"SF3A3";10;32;0,000567614733121187;6;6;8;8;6;6;10;10;0,000561432335167836;0,000567467000666023;0,000954324368753659;0,000934653130936478;"spliceosomal complex, nucleus, catalytic step 2 spliceosome, nuclear speck, nucleoplasm"
"1064";"Q12904";"AIMP1_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 1";"AIMP1";6;24;0,000341796852516484;5;3;4;5;7;5;5;7;NA;NA;NA;NA;"cell surface, transport vesicle, cytosol, endoplasmic reticulum, Golgi apparatus, nucleus, extracellular space, aminoacyl-tRNA synthetase multienzyme complex"
"1065";"Q12905";"ILF2_HUMAN";"Interleukin enhancer-binding factor 2";"ILF2";14;56;0,00127604158272821;11;11;11;10;14;15;14;13;0,00168285743541333;0,0018224420982928;0,00171631567242004;0,00156087072866392;"ribonucleoprotein complex, nucleolus, nucleus, cytoplasm"
"1066";"Q12906";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";23;83;0,000148447081414829;15;19;15;19;19;23;19;22;NA;NA;NA;NA;"nucleolus, nucleus, mitochondrion, ribonucleoprotein complex, cytoplasm"
"1069";"Q12972";"PP1R8_HUMAN";"Nuclear inhibitor of protein phosphatase 1";"PPP1R8";3;4;0,000101273141486366;2;NA;2;NA;2;NA;2;NA;NA;NA;NA;NA;"spliceosomal complex, nucleus, nuclear speck, cytoplasm"
"1071";"Q12996";"CSTF3_HUMAN";"Cleavage stimulation factor subunit 3";"CSTF3";1;1;1,2394307064754e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"nucleoplasm, nucleus"
"1072";"Q13011";"ECH1_HUMAN";"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial";"ECH1";9;36;0,000975371505961674;9;7;7;6;10;9;9;8;0,00142925609714983;0,00130015686280645;0,00131190505448483;0,00114210053316872;"mitochondrion, peroxisome, extracellular vesicular exosome"
"1073";"Q13043";"STK4_HUMAN";"Serine/threonine-protein kinase 4";"STK4";2;5;0,000152065677026499;1;2;1;1;1;2;1;1;NA;NA;NA;NA;"cytoplasm, nucleus, cytosol"
"1074";"Q13085";"ACACA_HUMAN";"Acetyl-CoA carboxylase 1";"ACACA";4;7;7,45768388243288e-06;3;3;NA;1;3;3;NA;1;NA;NA;NA;NA;"mitochondrion, cytosol"
"1075";"Q13094";"LCP2_HUMAN";"Lymphocyte cytosolic protein 2";"LCP2";8;24;0,000400152412702225;5;6;5;5;6;6;6;6;0,000527725328178397;0,000533397687305211;0,000538217458250187;0,000527123323000948;"cytosol"
"1076";"Q13126";"MTAP_HUMAN";"S-methyl-5'-thioadenosine phosphorylase";"MTAP";8;23;0,000180560528096164;7;5;6;5;7;5;6;5;NA;NA;NA;NA;"extracellular vesicular exosome, cytoplasm, cytosol, nucleus"
"1077";"Q13148";"TADBP_HUMAN";"TAR DNA-binding protein 43";"TARDBP";3;9;9,6594762667702e-05;2;2;2;2;2;2;3;2;NA;NA;NA;NA;"nucleus"
"1078";"Q13151";"ROA0_HUMAN";"Heterogeneous nuclear ribonucleoprotein A0";"HNRNPA0";6;22;0,00065187374150407;4;4;5;4;5;6;5;6;0,000780526126824648;0,000932134319126811;0,000804981273031996;0,000942345923240851;"nucleus, nucleoplasm, ribonucleoprotein complex"
"1079";"Q13155";"AIMP2_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2";"AIMP2";7;16;0,000444335908271429;4;4;4;4;4;4;4;4;0,000585994999831428;0,000592293681945161;0,000597645635931979;0,00058532652324897;"nucleus, cytosol"
"1080";"Q13162";"PRDX4_HUMAN";"Peroxiredoxin-4";"PRDX4";9;59;0,00210469073136048;9;9;9;9;15;14;14;16;0,00280520195391529;0,00264110758156164;0,00273699886326882;0,00299502870444737;"extracellular space, extracellular vesicular exosome, mitochondrion"
"1083";"Q13188";"STK3_HUMAN";"Serine/threonine-protein kinase 3";"STK3";1;1;3,01653705547474e-05;0;1;0;0;0;1;0;0;0;0,000128672082975188;0;0;"cytosol, nucleus, cytoplasm"
"1084";"Q13200";"PSMD2_HUMAN";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";26;82;0,000802545032560731;14;17;16;15;19;24;19;20;0,000980960792669351;0,00125242716887083;0,00100046406015045;0,00103141237576911;"cytosol, proteasome regulatory particle, extracellular vesicular exosome, proteasome complex, nucleoplasm, proteasome accessory complex"
"1085";"Q13242";"SRSF9_HUMAN";"Serine/arginine-rich splicing factor 9";"SRSF9";4;16;0,000643382310619264;3;4;3;3;4;5;3;4;0,000848499547267227;0,00107202476370165;0,000649026934948755;0,000847531617374074;"nucleolus, nucleus, nucleoplasm"
"1086";"Q13243";"SRSF5_HUMAN";"Serine/arginine-rich splicing factor 5";"SRSF5";3;3;5,10496218142727e-05;NA;NA;0;3;NA;NA;0;3;NA;NA;NA;NA;"nucleolus, cytoplasm, nucleoplasm, nuclear speck, nucleus"
"1087";"Q13247";"SRSF6_HUMAN";"Serine/arginine-rich splicing factor 6";"SRSF6";4;13;0,000278863223162457;2;1;2;4;2;2;3;6;NA;NA;NA;NA;"nuclear speck, nucleoplasm, nucleus"
"1088";"Q13263";"TIF1B_HUMAN";"Transcription intermediary factor 1-beta";"TRIM28";18;71;0,00075563711346758;17;14;13;12;21;18;16;16;NA;NA;NA;NA;"nucleoplasm, nuclear heterochromatin, nucleus, nuclear euchromatin"
"1091";"Q13310";"PABP4_HUMAN";"Polyadenylate-binding protein 4";"PABPC4";6;16;0,000105734526853329;3;3;4;5;3;4;4;5;NA;NA;NA;NA;"nucleus, cytoplasmic stress granule, cytoplasm, ribonucleoprotein complex"
"1093";"Q13347";"EIF3I_HUMAN";"Eukaryotic translation initiation factor 3 subunit I";"EIF3I";7;36;0,000984374935247474;7;7;6;6;10;10;9;7;0,00144244923035429;0,00145795367863424;0,00132401494729546;0,00100856262467515;"cytosol, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome"
"1094";"Q13363";"CTBP1_HUMAN";"C-terminal-binding protein 1";"CTBP1";2;2;2,01970867396104e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;"nucleus, cytosol, transcriptional repressor complex, transcription factor complex"
"1095";"Q13405";"RM49_HUMAN";"39S ribosomal protein L49, mitochondrial";"MRPL49";2;5;0,000267672233898451;1;2;NA;2;1;2;NA;2;0,000282407228834423;0,000570885476573649;NA;0,000564170142890573;"mitochondrial ribosome"
"1096";"Q13409";"DC1I2_HUMAN";"Cytoplasmic dynein 1 intermediate chain 2";"DYNC1I2";6;19;5,2930296283117e-05;6;5;4;4;6;5;4;4;NA;NA;NA;NA;"cytoplasm, vesicle, microtubule, centrosome, cytoplasmic dynein complex, cytosol"
"1099";"Q13427";"PPIG_HUMAN";"Peptidyl-prolyl cis-trans isomerase G";"PPIG";1;1;1,17860983626374e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"nucleoplasm, cytoplasm, nuclear speck, nuclear matrix, nucleus"
"1100";"Q13428";"TCOF_HUMAN";"Treacle protein";"TCOF1";12;30;3,58335409896314e-05;6;4;9;8;6;5;11;8;NA;NA;NA;NA;"nucleolus, cytoplasm, nucleus"
"1101";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";16;53;0,000526252584098006;11;10;14;11;12;12;16;13;0,000628553295908571;0,000635309424209335;0,000854733423455791;0,000680155959976456;"nucleoplasm, catalytic step 2 spliceosome, nucleus, spliceosomal complex, U12-type spliceosomal complex"
"1105";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"microtubule, cytoplasm"
"1106";"Q13510";"ASAH1_HUMAN";"Acid ceramidase";"ASAH1";5;13;0,000146237134367812;4;4;2;3;4;4;2;3;NA;NA;NA;NA;"extracellular vesicular exosome, lysosomal lumen"
"1107";"Q13526";"PIN1_HUMAN";"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1";"PIN1";4;11;0,000599717176808064;4;1;2;2;5;1;3;2;0,00143802453946363;0,000290696285617257;0,000879969034501073;0,000574553642452976;"cytoplasm, nucleoplasm, nucleus, nuclear speck, midbody"
"1108";"Q13547";"HDAC1_HUMAN";"Histone deacetylase 1";"HDAC1";4;18;0,000497552298643432;2;2;3;4;3;4;4;7;0,000416831060935219;0,000625583670104282;0,000585246348879448;0,00100873699580666;"Sin3 complex, nucleus, histone deacetylase complex, NuRD complex, cytoplasm, nucleoplasm, nuclear chromatin, cytosol"
"1111";"Q13573";"SNW1_HUMAN";"SNW domain-containing protein 1";"SNW1";5;15;0,000248695471047442;3;2;5;4;4;2;5;4;0,00034984776109339;0,000176804084162735;0,000446004205919387;0,0003494486705964;"nuclear matrix, nucleoplasm, spliceosomal complex, nucleus, chromatin, catalytic step 2 spliceosome"
"1112";"Q13576";"IQGA2_HUMAN";"Ras GTPase-activating-like protein IQGAP2";"IQGAP2";10;19;0,000108153569581786;7;4;4;4;7;4;4;4;NA;NA;NA;NA;"extracellular vesicular exosome, actin cytoskeleton, microvillus, microtubule"
"1117";"Q13616";"CUL1_HUMAN";"Cullin-1";"CUL1";1;2;2,29039127974964e-05;1;NA;NA;1;1;NA;NA;1;6,04118556527246e-05;NA;NA;6,03429405411309e-05;"cullin-RING ubiquitin ligase complex, nucleoplasm, cytosol, SCF ubiquitin ligase complex"
"1118";"Q13617";"CUL2_HUMAN";"Cullin-2";"CUL2";2;4;2,44388386281225e-05;1;NA;2;1;1;NA;2;1;NA;NA;NA;NA;"nucleoplasm, VCB complex, cytosol, nucleus, Cul2-RING ubiquitin ligase complex"
"1120";"Q13619";"CUL4A_HUMAN";"Cullin-4A";"CUL4A";4;5;5,59969638653345e-05;0;0;2;2;0;0;2;3;NA;NA;NA;NA;"Cul4-RING ubiquitin ligase complex, Cul4A-RING ubiquitin ligase complex"
"1122";"Q13630";"FCL_HUMAN";"GDP-L-fucose synthase";"TSTA3";4;12;0,000332213763193592;3;3;4;1;3;3;4;2;0,000438127102677703;0,000442836397716008;0,000595783811520976;0,000291751538068022;"cytoplasm, extracellular vesicular exosome"
"1124";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";4;22;0,00126516675196395;4;4;4;4;6;5;6;5;0,00186895415228628;0,00176310677416234;0,00155665840056701;0,00152457140939266;"nascent polypeptide-associated complex, nucleus, cytoplasm, extracellular vesicular exosome"
"1126";"Q13838";"DX39B_HUMAN";"Spliceosome RNA helicase DDX39B";"DDX39B";7;29;0,000575957556841064;6;5;6;5;9;6;7;7;NA;NA;NA;NA;"nuclear speck, spliceosomal complex, nucleus, transcription export complex, cytoplasm"
"1127";"Q13867";"BLMH_HUMAN";"Bleomycin hydrolase";"BLMH";8;31;0,000605468710172057;7;7;8;5;9;8;9;5;0,00092728879094204;0,000833116387790996;0,0009457249623539;0,000514572767691402;"cytosol, cytoplasm, nucleus, extracellular vesicular exosome"
"1128";"Q13885";"TBB2A_HUMAN, TBB2B_HUMAN";"Tubulin beta-2A chain, Tubulin beta-2B chain";"TUBB2A, TUBB2B";1;4;0,000136276122222299;1;0;0;1;1;0;0;3;0,000211340342525677;0;0;0,000465107348936877;"extracellular vesicular exosome, microtubule, cytoplasm"
"1129";"Q13907";"IDI1_HUMAN";"Isopentenyl-diphosphate Delta-isomerase 1";"IDI1";2;2;3,91485381736942e-05;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"cytosol, peroxisome, mitochondrion"
"1130";"Q13951";"PEBB_HUMAN";"Core-binding factor subunit beta";"CBFB";3;11;0,000537109339668761;3;2;3;3;3;2;3;3;NA;NA;NA;NA;"nucleus"
"1131";"Q14008";"CKAP5_HUMAN";"Cytoskeleton-associated protein 5";"CKAP5";16;32;4,66494391886015e-05;7;8;9;8;7;8;9;8;NA;NA;NA;NA;"protein complex, spindle pole, cytosol, centrosome"
"1133";"Q14103";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";2;16;0,000543275313237397;2;2;2;2;4;4;4;4;NA;NA;NA;NA;"nucleoplasm, cytosol, ribonucleoprotein complex, nucleus"
"1134";"Q14103";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";1;4;0,000135818828309349;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"nucleoplasm, cytosol, ribonucleoprotein complex, nucleus"
"1135";"Q14141";"SEPT6_HUMAN";"Septin-6";"SEPT6";7;24;0,000311875071455445;5;6;5;4;5;6;6;7;NA;NA;NA;NA;"septin complex, spindle, axon terminus, synaptic vesicle, condensed chromosome kinetochore, midbody, cleavage furrow"
"1136";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";41;137;0,000880955418714701;30;31;29;28;35;35;34;33;0,00118725470298697;0,00120001614287008;0,00117626348027133;0,00111813460302263;"eukaryotic 48S preinitiation complex, nucleus, cytosol, cytoplasm, eukaryotic 43S preinitiation complex, nucleolus, eukaryotic translation initiation factor 3 complex"
"1137";"Q14161";"GIT2_HUMAN";"ARF GTPase-activating protein GIT2";"GIT2";1;4;4,68338243237343e-06;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"nucleoplasm"
"1138";"Q14181";"DPOA2_HUMAN";"DNA polymerase alpha subunit B";"POLA2";1;1;1,4860732718108e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;7,99525934357162e-05;NA;"alpha DNA polymerase:primase complex, nucleus, nucleoplasm, cytoplasm"
"1139";"Q14203";"DCTN1_HUMAN";"Dynactin subunit 1";"DCTN1";4;8;5,56289087037783e-05;2;2;2;2;2;2;2;2;NA;NA;NA;NA;"cytosol, kinetochore, cell leading edge, centrosome, spindle pole, dynein complex, cytoplasm, microtubule"
"1140";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";72;202;0,000386379050670808;54;51;50;35;57;56;50;39;0,000575147912017071;0,000571131230115007;0,000514546393398174;0,000393073343206368;"cytoplasmic dynein complex, extracellular vesicular exosome, microtubule, centrosome, cytosol"
"1141";"Q14240";"IF4A2_HUMAN";"Eukaryotic initiation factor 4A-II";"EIF4A2";1;4;7,36109354819041e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"eukaryotic translation initiation factor 4F complex, cytosol"
"1143";"Q14258";"TRI25_HUMAN";"E3 ubiquitin/ISG15 ligase TRIM25";"TRIM25";7;17;0,000239800331448073;5;4;4;4;5;4;4;4;0,000372060317353288;0,000300847584480082;0,000303566037298783;0,000297308710221699;"cytoplasm, nucleus, cytosol"
"1147";"Q14498";"RBM39_HUMAN";"RNA-binding protein 39";"RBM39";6;18;0,000100604356589758;6;5;4;3;6;5;4;3;NA;NA;NA;NA;"microtubule organizing center, nuclear speck, microtubule cytoskeleton, nucleoplasm, nucleus"
"1148";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";27;100;0,00108242608592309;22;23;20;20;26;26;23;25;0,00148461583392128;0,00150057351820455;0,00133942505495109;0,00142588678014365;"nucleoplasm, nucleus, MCM complex"
"1149";"Q14651";"PLSI_HUMAN";"Plastin-1";"PLS1";2;3;6,20300866721565e-05;1;1;1;0;1;1;1;0;9,77260406584323e-05;9,74396186513779e-05;0,00011876900555087;0;"extracellular vesicular exosome, cytoplasm"
"1151";"Q14683";"SMC1A_HUMAN";"Structural maintenance of chromosomes protein 1A";"SMC1A";5;8;5,7659160846252e-05;2;4;2;NA;2;4;2;NA;7,60415247145406e-05;0,000153717743894932;7,75533671931197e-05;NA;"condensed nuclear chromosome, meiotic cohesin complex, nucleoplasm, cytoplasm, nucleus, cohesin core heterodimer, kinetochore, cytosol, chromosome, condensed chromosome kinetochore, chromosome, centromeric region"
"1152";"Q14694";"UBP10_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 10";"USP10";3;8;2,96966354734456e-05;2;2;2;2;2;2;2;2;NA;NA;NA;NA;"intermediate filament cytoskeleton, nucleus, early endosome, cytoplasm"
"1154";"Q14697";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";29;123;0,00115790925248699;24;27;26;22;32;33;31;27;NA;NA;NA;NA;"extracellular vesicular exosome, melanosome, Golgi apparatus, endoplasmic reticulum lumen, glucosidase II complex"
