"";"Protein.G";"Protein.Acs";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5574";"Spectra.Count.P5574";"DNSAF.P5574";"Unspecific.Spectra.Count";"Go.Bp";"Go.Cc";"Go.F"
"570";"O75352";"O75352";"MPU1_HUMAN";"Mannose-P-dolichol utilization defect 1 protein";"MPDU1";"2";"4";"5.29992892828078E-4";"2";"4";"7.02941219933848E-4";"0";"dolichol-linked oligosaccharide biosynthetic process;protein folding;oligosaccharide biosynthetic process;transport";"mitochondrion;integral to membrane;endoplasmic reticulum membrane";""
"571";"O75379-1,O75379-2";"O75379";"VAMP4_HUMAN";"Vesicle-associated membrane protein 4";"VAMP4";"2";"3";"3.48160224809935E-4";"2";"3";"0";"0";"regulation of Golgi to plasma membrane protein transport;Golgi to plasma membrane protein transport";"SNARE complex;lysosome;integral to membrane;trans-Golgi network;endosome;Golgi membrane";""
"573";"O95139";"O95139";"NDUB6_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6";"NDUFB6";"2";"3";"7.67040495284387E-4";"2";"3";"0.00101734266400582";"0";"mitochondrial electron transport;small molecule metabolic process";"integral to membrane;mitochondrial respiratory chain complex I;nucleus";"NADH dehydrogenase (ubiquinone) activity"
"574";"O95167";"O95167";"NDUA3_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3";"NDUFA3";"2";"5";"0.00194803935310321";"2";"5";"0.00258372740064971";"0";"small molecule metabolic process;mitochondrial electron transport";"mitochondrial respiratory chain complex I;integral to membrane";"NADH dehydrogenase (ubiquinone) activity"
"576";"O95297-1,O95297-2,O95297-4";"O95297";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";"2";"2";"8.11079581961186E-5";"2";"2";"0";"0";"transmembrane receptor protein tyrosine kinase signaling pathway;cell-cell signaling";"integral to plasma membrane";"structural molecule activity"
"577";"O95298";"O95298";"NDUC2_HUMAN";"NADH dehydrogenase [ubiquinone] 1 subunit C2";"NDUFC2";"2";"6";"0.0016501039226286";"2";"6";"0.00218856909231505";"0";"mitochondrial electron transport;small molecule metabolic process";"mitochondrial respiratory chain complex I;integral to membrane";"NADH dehydrogenase (ubiquinone) activity"
"581";"P03886";"P03886";"NU1M_HUMAN";"NADH-ubiquinone oxidoreductase chain 1";"MT-ND1";"2";"4";"4.11661146316149E-4";"2";"4";"5.45995224288241E-4";"0";"mitochondrial electron transport;small molecule metabolic process";"integral to membrane;mitochondrial respiratory chain complex I";"NADH dehydrogenase (ubiquinone) activity"
"582";"P03905";"P03905";"NU4M_HUMAN";"NADH-ubiquinone oxidoreductase chain 4";"MT-ND4";"2";"4";"2.85203147120992E-4";"2";"4";"3.78271201140873E-4";"0";"small molecule metabolic process;mitochondrial electron transport";"mitochondrial respiratory chain complex I;integral to membrane";"NADH dehydrogenase (ubiquinone) activity"
"584";"P04233-2";"P04233";"HG2A_HUMAN";"HLA class II histocompatibility antigen gamma chain";"CD74";"7";"11";"0.00121620835288335";"7";"11";"0";"0";"positive regulation of cytokine-mediated signaling pathway;positive regulation of ERK1 and ERK2 cascade;negative regulation of DNA damage response;negative regulation of mature B cell apoptotic process;macrophage migration inhibitory factor signaling pathway;negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;positive regulation of peptidyl-tyrosine phosphorylation;negative regulation of T cell differentiation;negative regulation of peptide secretion;positive regulation of neutrophil chemotaxis;negative regulation of apoptotic process;negative thymic T cell selection;regulation of macrophage activation;cell proliferation;immunoglobulin mediated immune response;antigen processing and presentation of endogenous antigen;protein complex assembly;activation of MAPK activity;positive regulation of type 2 immune response;T cell selection;positive regulation of chemokine (C-X-C motif) ligand 2 production;positive regulation of B cell proliferation;chaperone mediated protein folding requiring cofactor;prostaglandin biosynthetic process;defense response;positive regulation of fibroblast proliferation;antigen processing and presentation of exogenous peptide antigen via MHC class II;positive regulation of macrophage cytokine production;positive regulation of dendritic cell antigen processing and presentation;positive thymic T cell selection;positive regulation of T cell differentiation;intracellular protein transport";"lysosomal membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;clathrin-coated endocytic vesicle membrane;trans-Golgi network membrane;plasma membrane;ER to Golgi transport vesicle membrane;NOS2-CD74 complex;external side of plasma membrane;lysosomal lumen;cell surface;macrophage migration inhibitory factor receptor complex;MHC class II protein complex;multivesicular body";"cytokine receptor activity;identical protein binding;MHC class II protein binding;beta-amyloid binding"
"585";"P04844-1";"P04844";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";"16";"34";"0.00176342326227029";"16";"34";"0";"0";"response to drug;translation;aging;SRP-dependent cotranslational protein targeting to membrane;protein N-linked glycosylation via asparagine;post-translational protein modification";"integral to membrane;nucleus;oligosaccharyltransferase complex;autophagic vacuole membrane;rough endoplasmic reticulum";"ribosome binding;dolichyl-diphosphooligosaccharide-protein glycotransferase activity"
"587";"P06733-1";"P06733";"ENOA_HUMAN";"Alpha-enolase";"ENO1";"8";"11";"8.29487724547171E-4";"8";"11";"0";"0";"transcription;negative regulation of transcription from RNA polymerase II promoter;small molecule metabolic process;negative regulation of cell growth;glycolysis;response to virus;gluconeogenesis";"nucleus;cytosol;extracellular vesicular exosome;M band;phosphopyruvate hydratase complex;plasma membrane";"sequence-specific DNA binding transcription factor activity;phosphopyruvate hydratase activity;transcription corepressor activity;magnesium ion binding;DNA binding"
"588";"P08648";"P08648";"ITA5_HUMAN";"Integrin alpha-5";"ITGA5";"2";"3";"9.35950270699729E-5";"2";"3";"1.24137141079834E-4";"0";"angiogenesis;modulation by virus of host morphology or physiology;memory;cell-substrate junction assembly;cell-cell adhesion mediated by integrin;cell adhesion;negative regulation of anoikis;wound healing;axon guidance;extracellular matrix organization;heterophilic cell-cell adhesion;blood coagulation;positive regulation of vascular endothelial growth factor receptor signaling pathway;leukocyte cell-cell adhesion;positive regulation of peptidyl-tyrosine phosphorylation;leukocyte migration;integrin-mediated signaling pathway";"alphav-beta3 integrin-vitronectin complex;ruffle;integrin complex;synapse;external side of plasma membrane";"metal ion binding;platelet-derived growth factor receptor binding;vascular endothelial growth factor receptor 2 binding"
"590";"P10301";"P10301";"RRAS_HUMAN";"Ras-related protein R-Ras";"RRAS";"2";"3";"8.10670321621664E-4";"2";"3";"0.00107520986140799";"4";"axon guidance;positive regulation of angiogenesis;negative regulation of cell migration;synaptic transmission;Ras protein signal transduction";"plasma membrane";"GTPase activity;GTP binding;GDP binding"
"591";"P10415-1,P10415-2";"P10415";"BCL2_HUMAN";"Apoptosis regulator Bcl-2";"BCL2";"2";"4";"2.73866620352584E-4";"2";"4";"0";"0";"behavioral fear response;actin filament organization;response to DNA damage stimulus;negative regulation of myeloid cell apoptotic process;B cell homeostasis;positive regulation of peptidyl-serine phosphorylation;ear development;ovarian follicle development;T cell homeostasis;endoplasmic reticulum calcium ion homeostasis;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;response to acid;negative regulation of osteoblast proliferation;organ growth;melanocyte differentiation;renal system process;developmental growth;peptidyl-threonine phosphorylation;defense response to virus;protein dephosphorylation;negative regulation of mitochondrial depolarization;positive regulation of intrinsic apoptotic signaling pathway;cochlear nucleus development;positive regulation of cell growth;negative regulation of anoikis;response to radiation;regulation of protein heterodimerization activity;negative regulation of retinal cell programmed cell death;axonogenesis;melanin metabolic process;regulation of mitochondrial membrane permeability;regulation of protein homodimerization activity;response to iron ion;axon regeneration;regulation of mitochondrial membrane potential;extrinsic apoptotic signaling pathway via death domain receptors;cell aging;negative regulation of cell migration;branching involved in ureteric bud morphogenesis;gland morphogenesis;positive regulation of smooth muscle cell migration;regulation of calcium ion transport;negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;regulation of viral genome replication;positive regulation of multicellular organism growth;release of cytochrome c from mitochondria;pigment granule organization;B cell lineage commitment;response to external stimulus;peptidyl-serine phosphorylation;cell growth;reactive oxygen species metabolic process;cellular response to organic substance;response to UV-B;negative regulation of intrinsic apoptotic signaling pathway;metanephros development;positive regulation of skeletal muscle fiber development;negative regulation of mitotic cell cycle;homeostasis of number of cells within a tissue;B cell receptor signaling pathway;regulation of transmembrane transporter activity;negative regulation of cell growth;ossification;nucleotide-binding domain;positive regulation of melanocyte differentiation;response to toxic substance;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;neuron apoptotic process;response to nicotine;spleen development;lymphoid progenitor cell differentiation;positive regulation of B cell proliferation;digestive tract morphogenesis;response to cytokine stimulus;regulation of nitrogen utilization;oocyte development;protein polyubiquitination;female pregnancy;B cell proliferation;T cell differentiation in thymus;response to drug;humoral immune response;response to gamma radiation;negative regulation of cellular pH reduction;G1/S transition of mitotic cell cycle;cell-cell adhesion;negative regulation of ossification;thymus development;CD8-positive;response to glucocorticoid stimulus;glomerulus development;post-embryonic development;regulation of protein stability;negative regulation of neuron apoptotic process;regulation of cell-matrix adhesion;mesenchymal cell development;negative regulation of autophagy;regulation of glycoprotein biosynthetic process;positive regulation of neuron maturation;male gonad development;hair follicle morphogenesis;negative regulation of calcium ion transport into cytosol;positive regulation of catalytic activity;innate immune response;focal adhesion assembly;response to hydrogen peroxide";"pore complex;endoplasmic reticulum;cytosol;endoplasmic reticulum membrane;mitochondrial outer membrane;myelin sheath;nuclear membrane";"protease binding;channel inhibitor activity;sequence-specific DNA binding;channel activity"
"592";"P11166";"P11166";"GTR1_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 1";"SLC2A1";"2";"4";"2.66073667740926E-4";"2";"4";"3.52899352283863E-4";"0";"protein complex assembly;regulation of insulin secretion;L-ascorbic acid metabolic process;response to osmotic stress;cellular response to glucose starvation;energy reserve metabolic process";"cell-cell junction;plasma membrane;midbody;female pronucleus;cortical actin cytoskeleton;basolateral plasma membrane;integral to membrane;caveola;melanosome";"xenobiotic transporter activity;glucose transmembrane transporter activity;dehydroascorbic acid transporter activity;protein self-association;D-glucose transmembrane transporter activity"
"593";"P11169";"P11169";"GTR3_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 3";"SLC2A3";"4";"6";"3.95891868533877E-4";"4";"6";"5.25080084648167E-4";"0";"L-ascorbic acid metabolic process";"integral to membrane;plasma membrane";"glucose transmembrane transporter activity"
"595";"P13747";"P13747";"HLAE_HUMAN";"HLA class I histocompatibility antigen, alpha chain E";"HLA-E";"2";"4";"9.14163718774688E-4";"2";"4";"0.00121247542823785";"6";"antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity";"early endosome membrane;Golgi membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;plasma membrane";"peptide antigen binding;receptor binding"
"596";"P14209-1";"P14209";"CD99_HUMAN";"CD99 antigen";"CD99";"2";"5";"8.84515165733347E-4";"2";"5";"0";"0";"cell adhesion";"cytoplasm;integral to plasma membrane";""
"597";"P17612-1,P17612-2,P22694-1,P22694-2,P22694-3,P22694-4,P22694-5,P22694-6,P22694-7,P22694-8,P22694-9";"P17612";"KAPCA_HUMAN, KAPCB_HUMAN";"cAMP-dependent protein kinase catalytic subunit alpha, cAMP-dependent protein kinase catalytic subunit beta";"PRKACA, PRKACB";"2";"2";"1.695263461908E-5";"2";"2";"0";"0";"G2/M transition of mitotic cell cycle;blood coagulation;calcium-mediated signaling using intracellular calcium source;transmembrane transport;mesoderm formation;small molecule metabolic process;activation of protein kinase A activity;cell communication by electrical coupling involved in cardiac conduction;gluconeogenesis;regulation of proteasomal protein catabolic process;cellular response to parathyroid hormone stimulus;energy reserve metabolic process;water transport;cellular response to glucose stimulus;intracellular protein kinase cascade;regulation of osteoblast differentiation;regulation of heart rate;regulation of tight junction assembly;regulation of protein binding;positive regulation of cell cycle arrest;neurotrophin TRK receptor signaling pathway;protein autophosphorylation;activation of phospholipase C activity;cellular response to glucagon stimulus;regulation of insulin secretion;regulation of ryanodine-sensitive calcium-release channel activity;positive regulation of protein export from nucleus;innate immune response;epidermal growth factor receptor signaling pathway;cytosolic calcium ion homeostasis;fibroblast growth factor receptor signaling pathway;triglyceride catabolic process;regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion;peptidyl-serine phosphorylation;regulation of synaptic transmission;sperm capacitation;cellular response to epinephrine stimulus;synaptic transmission;adenylate cyclase-modulating G-protein coupled receptor signaling pathway;response to clozapine;negative regulation of meiotic cell cycle";"cytosol;centrosome;sperm midpiece;cilium;cAMP-dependent protein kinase complex;mitochondrion;calcium channel complex;nucleus;AMP-activated protein kinase complex;plasma membrane;neuromuscular junction;perinuclear region of cytoplasm;nucleoplasm";"cAMP-dependent protein kinase activity;ubiquitin protein ligase binding;ATP binding;magnesium ion binding"
"598";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";"2";"2";"1.17723241482496E-4";"2";"2";"1.56138922053652E-4";"0";"'de novo' posttranslational protein folding;tubulin complex assembly;binding of sperm to zona pellucida";"pericentriolar material;nuclear heterochromatin;cytosol;Golgi apparatus;nucleus;microtubule;acrosomal vesicle;chaperonin-containing T-complex;zona pellucida receptor complex;centrosome;cell junction;plasma membrane";"unfolded protein binding;ATP binding"
"601";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"P20020";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";"2";"3";"1.78854169541669E-5";"2";"3";"0";"3";"blood coagulation";"integral to plasma membrane";"calcium-transporting ATPase activity;ATP binding;metal ion binding"
