"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834-1.id.csv";"peptide.count.P5834-2.id.csv";"peptide.count.P5835-1.id.csv";"peptide.count.P5835-2.id.csv";"spectra.count.P5834-1.id.csv";"spectra.count.P5834-2.id.csv";"spectra.count.P5835-1.id.csv";"spectra.count.P5835-2.id.csv";"dNSAF.P5834-1.id.csv";"dNSAF.P5834-2.id.csv";"dNSAF.P5835-1.id.csv";"dNSAF.P5835-2.id.csv"
"P55265-1,P55265-2,P55265-3,P55265-4,P55265-5";"P55265-1,P55265-2,P55265-3,P55265-4,P55265-5";"P55265-[1-5]";"DSRAD_HUMAN";"Double-stranded RNA-specific adenosine deaminase";"ADAR";2;5;7,83518616093346e-06;1;1;2;1;1;1;2;1;NA;NA;NA;NA
"P56134-1,P56134-2";"P56134-1,P56134-2";"P56134-[1,2]";"ATPK_HUMAN";"ATP synthase subunit f, mitochondrial";"ATP5J2";2;25;0,00127738540336495;2;2;2;2;6;6;5;8;NA;NA;NA;NA
"P56937-1,P56937-2,P56937-3";"P56937-1,P56937-2,P56937-3";"P56937-[1-3]";"DHB7_HUMAN";"3-keto-steroid reductase";"HSD17B7";2;5;4,69498447375583e-05;1;1;2;1;1;1;2;1;NA;NA;NA;NA
"P57729";"P57729";"P57729";"RAB38_HUMAN";"Ras-related protein Rab-38";"RAB38";2;4;0,000291364951152362;1;NA;2;1;1;NA;2;1;0,000482771921159631;NA;0,000782166757126012;0,000385247328046391
"P58004";"P58004";"P58004";"SESN2_HUMAN";"Sestrin-2";"SESN2";2;5;0,000100061856596921;1;NA;2;2;1;NA;2;2;0,000106109245171544;NA;0,000229218313546651;0,000225797739493857
"P59768";"P59768";"P59768";"GBG2_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2";"GNG2";2;2;0,000270589809388857;1;NA;1;NA;1;NA;1;NA;0,000717358277216071;NA;0,000774822468326707;NA
"P60953-2";"P60953-2";"P60953-2";"CDC42_HUMAN";"Cell division control protein 42 homolog";"CDC42";5;14;0,000722154035528323;4;5;2;2;4;6;2;2;NA;NA;NA;NA
"P61018-1,P61018-2";"P61018-1,P61018-2";"P61018-[1,2]";"RAB4B_HUMAN";"Ras-related protein Rab-4B";"RAB4B";2;5;0,000125121542965352;1;1;1;1;2;1;1;1;NA;NA;NA;NA
"P61221";"P61221";"P61221";"ABCE1_HUMAN";"ATP-binding cassette sub-family E member 1";"ABCE1";2;5;8,01831238172323e-05;1;1;1;2;1;1;1;2;8,5029111322773e-05;8,42722940433731e-05;9,18403927398935e-05;0,000180939757858183
"P61224";"P61224";"P61224";"RAP1B_HUMAN";"Ras-related protein Rap-1b";"RAP1B";6;28;0,00273617849837214;5;6;4;3;9;8;6;5;0,0042022911286523;0,00400962783657035;0,00338844463503745;0,00336592903593327
"P61254";"P61254";"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";6;21;0,00139120484758202;4;4;6;6;4;5;6;6;0,00140503276365079;0,00174065876317174;0,00227637497591157;0,00224240513704244
"P61769";"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";2;10;0,000807221700277683;1;2;2;2;2;2;3;3;0,000856007356005732;0,000848388304739167;0,00138686710717301;0,00136617119693762
"P62136-1,P62136-2";"P62136-1,P62136-2";"P62136-[1,2]";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";2;5;0,000207920740980615;1;1;2;1;1;1;2;1;NA;NA;NA;NA
"P62191";"P62191";"P62191";"PRS4_HUMAN";"26S protease regulatory subunit 4";"PSMC1";2;2;4,36633556059292e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000250056342050892;NA
"P62273-1,P62273-2";"P62273-1,P62273-2";"P62273-[1,2]";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";2;8;0,00068613844523603;1;2;1;1;2;3;2;1;NA;NA;NA;NA
"P62714,P67775-1";"P62714,P67775-1";"P62714, P67775-1";"PP2AA_HUMAN, PP2AB_HUMAN";"Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform, Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform";"PPP2CA, PPP2CB";5;13;0,000202066661865627;3;3;3;4;3;3;3;4;0,000494489686236321;0,000490088389630878;0,000534100924768895;0,00070150754017509
"P63096";"P63096";"P63096";"GNAI1_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-1";"GNAI1";2;6;0,00028000537136592;2;2;0;0;3;3;0;0;0,000683504970211158;0,000713480285378531;0;0
"P63241-1,P63241-2";"P63241-1,P63241-2";"P63241-[1,2]";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";8;28;0,000873267112118584;3;4;7;5;6;6;9;7;NA;NA;NA;NA
"P83881";"P83881";"P83881";"RL36A_HUMAN";"60S ribosomal protein L36a";"RPL36A";2;5;0,000453110294023794;2;2;NA;NA;2;3;NA;NA;0,00096098939023285;0,00142865389052775;NA;NA
"Q00839-1";"Q00839-1";"Q00839-1";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";13;40;0,000465742459796578;8;10;9;10;8;12;9;11;NA;NA;NA;NA
"Q01130";"Q01130";"Q01130";"SRSF2_HUMAN";"Serine/arginine-rich splicing factor 2";"SRSF2";2;3;0,000130397351583318;NA;1;NA;2;NA;1;NA;2;NA;0,000228412235891314;NA;0,000490420429669916
"Q04837";"Q04837";"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";2;9;0,00058414489256581;2;2;2;2;2;2;2;3;0,0006882761848965;0,000682150055837574;0,000743410746637786;0,00109847548942957
"Q07955-1";"Q07955-1";"Q07955-1";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";7;13;0,000503537084810313;4;2;5;2;4;2;5;2;NA;NA;NA;NA
"Q10472-1";"Q10472-1";"Q10472-1";"GALT1_HUMAN";"Polypeptide N-acetylgalactosaminyltransferase 1";"GALNT1";2;2;3,43682942157582e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q12768";"Q12768";"Q12768";"STRUM_HUMAN";"WASH complex subunit strumpellin";"KIAA0196";2;4;3,31525046878496e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;9,49307942212186e-05;9,35141630345568e-05
"Q12981-1,Q12981-4";"Q12981-1,Q12981-4";"Q12981-[1,4]";"SEC20_HUMAN";"Vesicle transport protein SEC20";"BNIP1";3;6;0,000126393924122427;3;NA;1;1;3;NA;1;2;NA;NA;NA;NA
"Q13151";"Q13151";"Q13151";"ROA0_HUMAN";"Heterogeneous nuclear ribonucleoprotein A0";"HNRNPA0";2;9;0,000283453915081114;2;1;1;2;2;2;2;3;0,00033398319791699;0,000331010518898233;0,000360737018040631;0,000533030729296974
"Q13402-1,Q13402-2,Q13402-3,Q13402-4,Q13402-5,Q13402-6,Q13402-7";"Q13402-1,Q13402-2,Q13402-3,Q13402-4,Q13402-5,Q13402-6,Q13402-7";"Q13402-[1-7]";"MYO7A_HUMAN";"Unconventional myosin-VIIa";"MYO7A";2;2;1,23907619907184e-06;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q13439-1,Q13439-3,Q13439-4";"Q13439-1,Q13439-3,Q13439-4";"Q13439-[1,3,4]";"GOGA4_HUMAN";"Golgin subfamily A member 4";"GOLGA4";2;2;2,87173041354392e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
"Q13491-4";"Q13491-4";"Q13491-4";"GPM6B_HUMAN";"Neuronal membrane glycoprotein M6-b";"GPM6B";2;6;0,000217492941131421;NA;1;2;2;NA;1;2;3;NA;NA;NA;NA
"Q13505-1,Q13505-3";"Q13505-1,Q13505-3";"Q13505-[1,3]";"MTX1_HUMAN";"Metaxin-1";"MTX1";11;50;0,000515340033975559;11;11;9;10;14;14;11;11;NA;NA;NA;NA
"Q13530";"Q13530";"Q13530";"SERC3_HUMAN";"Serine incorporator 3";"SERINC3";2;2;4,06170749822597e-05;2;NA;NA;NA;2;NA;NA;NA;0,000215359144534212;NA;NA;NA
"Q13765";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";2;8;0,000357430259843886;2;2;2;2;2;2;2;2;0,000473790117975265;0,000469573061692842;0,000511743211639034;0,000504106581195588
"Q14573";"Q14573";"Q14573";"ITPR3_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 3";"ITPR3";2;2;8,99095678894087e-06;NA;0;2;0;NA;0;2;0;NA;NA;4,94308306263088e-05;NA
"Q14643-1,Q14643-2,Q14643-3,Q14643-4,Q14643-5,Q14643-6,Q14643-7,Q14643-8";"Q14643-1,Q14643-2,Q14643-3,Q14643-4,Q14643-5,Q14643-6,Q14643-7,Q14643-8";"Q14643-[1-8]";"ITPR1_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 1";"ITPR1";2;2;1,17549099120386e-06;NA;2;0;0;NA;2;0;0;NA;NA;NA;NA
"Q14697-2";"Q14697-2";"Q14697-2";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";2;10;0,000665339594060362;2;2;2;2;2;3;3;2;NA;NA;NA;NA
"Q14699";"Q14699";"Q14699";"RFTN1_HUMAN";"Raftlin";"RFTN1";2;3;4,98578108995039e-05;NA;NA;2;NA;NA;NA;3;NA;NA;NA;0,000285531463241503;NA
"Q14978-1,Q14978-2,Q14978-3";"Q14978-1,Q14978-2,Q14978-3";"Q14978-[1-3]";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";2;6;2,74848018120298e-05;2;NA;2;2;2;NA;2;2;NA;NA;NA;NA
"Q15008";"Q15008";"Q15008";"PSMD6_HUMAN";"26S proteasome non-ATPase regulatory subunit 6";"PSMD6";2;5;0,000123469643101599;2;1;2;NA;2;1;2;NA;0,000261863432814093;0,000129766334529513;0,00028284007841232;NA
"Q15125";"Q15125";"Q15125";"EBP_HUMAN";"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase";"EBP";2;19;0,000793534027968626;2;2;2;2;6;5;4;4;0,00132867228736542;0,0010973718289561;0,000956737308716456;0,000942460130061316
"Q15149-1,Q15149-2,Q15149-3,Q15149-4,Q15149-5,Q15149-6,Q15149-7,Q15149-8,Q15149-9";"Q15149-1,Q15149-2,Q15149-3,Q15149-4,Q15149-5,Q15149-6,Q15149-7,Q15149-8,Q15149-9";"Q15149-[1-9]";"PLEC_HUMAN";"Plectin";"PLEC";2;2;4,55732907927907e-07;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA
"Q15526-1,Q15526-2";"Q15526-1,Q15526-2";"Q15526-[1,2]";"SURF1_HUMAN";"Surfeit locus protein 1";"SURF1";2;5;8,00494852775369e-05;NA;NA;2;2;NA;NA;3;2;NA;NA;NA;NA
"Q15631";"Q15631";"Q15631";"TSN_HUMAN";"Translin";"TSN";2;2;8,42626160816178e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,00044279915905246;NA;NA
"Q15637-1,Q15637-2,Q15637-3,Q15637-4,Q15637-5,Q15637-6";"Q15637-1,Q15637-2,Q15637-3,Q15637-4,Q15637-5,Q15637-6";"Q15637-[1-6]";"SF01_HUMAN";"Splicing factor 1";"SF1";2;4;1,00218447921799e-05;1;2;NA;NA;1;3;NA;NA;NA;NA;NA;NA
"Q16186";"Q16186";"Q16186";"ADRM1_HUMAN";"Proteasomal ubiquitin receptor ADRM1";"ADRM1";2;4;9,44072553641713e-05;2;1;NA;1;2;1;NA;1;0,000250282249053273;0,000124027282879559;NA;0,000133148544173282
"Q16629-1,Q16629-2,Q16629-3";"Q16629-1,Q16629-2,Q16629-3";"Q16629-[1-3]";"SRSF7_HUMAN";"Serine/arginine-rich splicing factor 7";"SRSF7";2;4;5,38147800185122e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA
"Q16635-1,Q16635-2,Q16635-3,Q16635-4,Q16635-5,Q16635-6,Q16635-7,Q16635-8,Q16635-9";"Q16635-1,Q16635-2,Q16635-3,Q16635-4,Q16635-5,Q16635-6,Q16635-7,Q16635-8,Q16635-9";"Q16635-[1-9]";"TAZ_HUMAN";"Tafazzin";"TAZ";2;4;1,46209105529748e-05;2;NA;1;1;2;NA;1;1;NA;NA;NA;NA
"Q16891-2";"Q16891-2";"Q16891-2";"IMMT_HUMAN";"Mitochondrial inner membrane protein";"IMMT";2;13;0,0034831935847866;2;2;2;2;3;4;3;3;NA;NA;NA;NA
"Q27J81-1,Q27J81-2";"Q27J81-1,Q27J81-2";"Q27J81-[1,2]";"INF2_HUMAN";"Inverted formin-2";"INF2";3;7;3,02829317803332e-05;2;2;1;2;2;2;1;2;NA;NA;NA;NA
"Q2NKX8";"Q2NKX8";"Q2NKX8";"ERC6L_HUMAN";"DNA excision repair protein ERCC-6-like";"ERCC6L";2;2;1,53695011732871e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;8,67063319656411e-05
"Q2TAA5";"Q2TAA5";"Q2TAA5";"ALG11_HUMAN";"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase";"ALG11";2;2;3,90485294036765e-05;2;NA;NA;NA;2;NA;NA;NA;0,000207042429603012;NA;NA;NA
"Q3V6T2-1,Q3V6T2-2,Q3V6T2-3,Q3V6T2-4";"Q3V6T2-1,Q3V6T2-2,Q3V6T2-3,Q3V6T2-4";"Q3V6T2-[1-4]";"GRDN_HUMAN";"Girdin";"CCDC88A";2;2;2,5670599233844e-06;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA
"Q587I9";"Q587I9";"Q587I9";"SFT2C_HUMAN";"Vesicle transport protein SFT2C";"SFT2D3";2;4;0,000178715129921943;NA;NA;2;2;NA;NA;2;2;NA;NA;0,000511743211639034;0,000504106581195588
"Q5BJH2-1";"Q5BJH2-1";"Q5BJH2-1";"TM128_HUMAN";"Transmembrane protein 128";"TMEM128";2;8;0,000465742459796578;2;2;2;2;2;2;2;2;NA;NA;NA;NA
"Q5H8A4-1,Q5H8A4-2,Q5H8A4-3";"Q5H8A4-1,Q5H8A4-2,Q5H8A4-3";"Q5H8A4-[1-3]";"PIGG_HUMAN";"GPI ethanolamine phosphate transferase 2";"PIGG";2;4;1,30294177460894e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA
"Q5H9R7-1,Q5H9R7-2,Q5H9R7-5,Q5H9R7-6";"Q5H9R7-1,Q5H9R7-2,Q5H9R7-5,Q5H9R7-6";"Q5H9R7-[1,2,5,6]";"PP6R3_HUMAN";"Serine/threonine-protein phosphatase 6 regulatory subunit 3";"PPP6R3";15;46;0,000126538705249715;14;11;10;7;15;11;11;9;NA;NA;NA;NA
"Q5JTZ9";"Q5JTZ9";"Q5JTZ9";"SYAM_HUMAN";"Alanine--tRNA ligase, mitochondrial";"AARS2";2;3;2,92566646699627e-05;2;NA;NA;1;2;NA;NA;1;0,000103416117121505;NA;NA;5,50167081000261e-05
"Q5JWR5";"Q5JWR5";"Q5JWR5";"DOP1_HUMAN";"Protein dopey-1";"DOPEY1";2;5;2,08764232830435e-05;2;2;0;0;2;3;0;0;4,13244930485526e-05;6,14350151707673e-05;0;0
"Q5T8D3-1,Q5T8D3-2,Q5T8D3-3,Q5T8D3-4";"Q5T8D3-1,Q5T8D3-2,Q5T8D3-3,Q5T8D3-4";"Q5T8D3-[1-4]";"ACBD5_HUMAN";"Acyl-CoA-binding domain-containing protein 5";"ACBD5";2;4;1,79886483769746e-05;1;2;1;NA;1;2;1;NA;NA;NA;NA;NA
"Q5U3C3";"Q5U3C3";"Q5U3C3";"TM164_HUMAN";"Transmembrane protein 164";"TMEM164";2;6;0,000194059358248574;1;2;1;2;1;2;1;2;0,000171489689166131;0,000339926627151384;0,000185226920037698;0,000364925639586031
"Q6F5E8-1";"Q6F5E8-1";"Q6F5E8-1";"LR16C_HUMAN";"Leucine-rich repeat-containing protein 16C";"RLTPR";2;2;1,33880672241177e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q6KCM7-1,Q6KCM7-2,Q6KCM7-4,Q6KCM7-6";"Q6KCM7-1,Q6KCM7-2,Q6KCM7-4,Q6KCM7-6";"Q6KCM7-[1,2,4,6]";"SCMC2_HUMAN";"Calcium-binding mitochondrial carrier protein SCaMC-2";"SLC25A25";2;2;1,02408723169557e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q6NXT6-1,Q6NXT6-2";"Q6NXT6-1,Q6NXT6-2";"Q6NXT6-[1,2]";"TAPT1_HUMAN";"Transmembrane anterior posterior transformation protein 1 homolog";"TAPT1";2;3;2,54125350087419e-05;NA;2;1;NA;NA;2;1;NA;NA;NA;NA;NA
"Q6P589";"Q6P589";"Q6P589";"TP8L2_HUMAN";"Tumor necrosis factor alpha-induced protein 8-like protein 2";"TNFAIP8L2";2;4;0,00020882474420227;2;2;NA;NA;2;2;NA;NA;0,000553613453068924;0,000548685914478048;NA;NA
"Q6PML9";"Q6PML9";"Q6PML9";"ZNT9_HUMAN";"Zinc transporter 9";"SLC30A9";2;3;5,07355892604107e-05;NA;NA;1;2;NA;NA;1;2;NA;NA;9,68528085408384e-05;0,000190814991121569
"Q6UW78";"Q6UW78";"Q6UW78";"CK083_HUMAN";"UPF0723 protein C11orf83";"C11orf83";2;8;0,000826317267381026;2;2;2;2;2;2;2;2;0,00109532124048045;0,00108557213187055;0,00118306226346659;0,00116540768771023
"Q6ZNC8-1,Q6ZNC8-2,Q6ZNC8-3";"Q6ZNC8-1,Q6ZNC8-2,Q6ZNC8-3";"Q6ZNC8-[1-3]";"MBOA1_HUMAN";"Lysophospholipid acyltransferase 1";"MBOAT1";2;10;6,46864527495247e-05;2;2;2;2;3;3;2;2;NA;NA;NA;NA
"Q6ZS81-1,Q6ZS81-4";"Q6ZS81-1,Q6ZS81-4";"Q6ZS81-[1,4]";"WDFY4_HUMAN";"WD repeat- and FYVE domain-containing protein 4";"WDFY4";33;91;0,000137270788195776;25;23;21;19;25;24;22;20;NA;NA;NA;NA
"Q6ZSZ6-1,Q6ZSZ6-2";"Q6ZSZ6-1,Q6ZSZ6-2";"Q6ZSZ6-[1,2]";"TSH1_HUMAN";"Teashirt homolog 1";"TSHZ1";2;2;8,91916270501804e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
"Q6ZT21-1,Q6ZT21-2";"Q6ZT21-1,Q6ZT21-2";"Q6ZT21-[1,2]";"TMPPE_HUMAN";"Transmembrane protein with metallophosphoesterase domain";"TMPPE";2;7;7,42180658202329e-05;1;1;2;2;1;1;3;2;NA;NA;NA;NA
"Q7L2H7";"Q7L2H7";"Q7L2H7";"EIF3M_HUMAN";"Eukaryotic translation initiation factor 3 subunit M";"EIF3M";2;2;5,13686536540344e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000269941733326099;NA;NA
"Q7L7V1-1,Q7L7V1-2";"Q7L7V1-1,Q7L7V1-2";"Q7L7V1-[1,2]";"DHX32_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32";"DHX32";2;3;1,9392876648663e-05;NA;NA;1;2;NA;NA;1;2;NA;NA;NA;NA
"Q7LBC6-1,Q7LBC6-2,Q7LBC6-3";"Q7LBC6-1,Q7LBC6-2,Q7LBC6-3";"Q7LBC6-[1-3]";"KDM3B_HUMAN";"Lysine-specific demethylase 3B";"KDM3B";2;8;1,45461869896717e-05;1;1;1;2;2;2;2;2;NA;NA;NA;NA
"Q7Z2W4-1,Q7Z2W4-4";"Q7Z2W4-1,Q7Z2W4-4";"Q7Z2W4-[1,4]";"ZCCHV_HUMAN";"Zinc finger CCCH-type antiviral protein 1";"ZC3HAV1";2;9;4,79231951772394e-05;2;2;2;2;2;2;3;2;NA;NA;NA;NA
"Q7Z388";"Q7Z388";"Q7Z388";"D19L4_HUMAN";"Protein dpy-19 homolog 4";"DPY19L4";2;2;2,65724432456554e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000139637909078784;NA;NA
"Q7Z460-1,Q7Z460-2,Q7Z460-3";"Q7Z460-1,Q7Z460-2,Q7Z460-3";"Q7Z460-[1-3]";"CLAP1_HUMAN";"CLIP-associating protein 1";"CLASP1";2;3;7,28668916700596e-06;2;NA;1;NA;2;NA;1;NA;NA;NA;NA;NA
"Q7Z4R8";"Q7Z4R8";"Q7Z4R8";"CF120_HUMAN";"UPF0669 protein C6orf120";"C6orf120";2;6;0,000301757221988621;2;1;2;1;2;1;2;1;0,000533323954788911;0,000264288503308798;0,000576046023572735;0,000283724908264532
"Q7Z5H3-1,Q7Z5H3-2,Q7Z5H3-3";"Q7Z5H3-1,Q7Z5H3-2,Q7Z5H3-3";"Q7Z5H3-[1-3]";"RHG22_HUMAN";"Rho GTPase-activating protein 22";"ARHGAP22";2;4;1,83494522126159e-05;1;1;NA;2;1;1;NA;2;NA;NA;NA;NA
"Q7Z7N9";"Q7Z7N9";"Q7Z7N9";"T179B_HUMAN";"Transmembrane protein 179B";"TMEM179B";2;7;0,00030703912161247;2;NA;2;2;3;NA;2;2;0,000697704625785494;NA;0,000502396303663892;0,000494899155055029
"Q86SK9-1,Q86SK9-2";"Q86SK9-1,Q86SK9-2";"Q86SK9-[1,2]";"SCD5_HUMAN";"Stearoyl-CoA desaturase 5";"SCD5";2;8;0,000116435614949145;2;2;2;2;2;2;2;2;NA;NA;NA;NA
"Q86V85";"Q86V85";"Q86V85";"GP180_HUMAN";"Integral membrane protein GPR180";"GPR180";2;6;0,000130990066817788;2;2;1;1;2;2;1;1;0,000231511080374277;0,000229450473327184;0,000125028171025446;0,000123162403360286
"Q86V87";"Q86V87";"Q86V87";"F16B2_HUMAN";"Protein FAM160B2";"FAM160B2";2;5;6,46429221622101e-05;NA;2;2;NA;NA;3;2;NA;NA;0,000203818724624416;0,000148081817634445;NA
"Q86VQ0";"Q86VQ0";"Q86VQ0";"LCA5_HUMAN";"Lebercilin";"LCA5";2;2;2,75636678143599e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000155499160627046
"Q86YZ3";"Q86YZ3";"Q86YZ3";"HORN_HUMAN";"Hornerin";"HRNR";2;2;6,74100928652942e-06;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;3,80290929673864e-05
"Q8IU68-1,Q8IU68-2";"Q8IU68-1,Q8IU68-2";"Q8IU68-[1,2]";"TMC8_HUMAN";"Transmembrane channel-like protein 8";"TMC8";2;2;1,32313198805846e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA
"Q8IXU6-1,Q8IXU6-3";"Q8IXU6-1,Q8IXU6-3";"Q8IXU6-[1,3]";"S35F2_HUMAN";"Solute carrier family 35 member F2";"SLC35F2";2;7;8,98951438945601e-05;1;1;2;2;1;1;2;3;NA;NA;NA;NA
"Q8IZQ1-1,Q8IZQ1-2";"Q8IZQ1-1,Q8IZQ1-2";"Q8IZQ1-[1,2]";"WDFY3_HUMAN";"WD repeat and FYVE domain-containing protein 3";"WDFY3";2;3;4,0864740073615e-06;NA;NA;NA;2;NA;NA;NA;3;NA;NA;NA;NA
"Q8N0X7";"Q8N0X7";"Q8N0X7";"SPG20_HUMAN";"Spartin";"SPG20";2;3;4,32699920419118e-05;NA;2;NA;1;NA;2;NA;1;NA;0,000151588901297239;NA;8,13685547725611e-05
"Q8N2F6-1,Q8N2F6-2,Q8N2F6-3,Q8N2F6-4";"Q8N2F6-1,Q8N2F6-2,Q8N2F6-3,Q8N2F6-4";"Q8N2F6-[1-4]";"ARM10_HUMAN";"Armadillo repeat-containing protein 10";"ARMC10";7;19;0,000133026841423312;6;5;4;4;6;5;4;4;NA;NA;NA;NA
"Q8N3U4-1,Q8N3U4-2";"Q8N3U4-1,Q8N3U4-2";"Q8N3U4-[1,2]";"STAG2_HUMAN";"Cohesin subunit SA-2";"STAG2";2;2;7,80336168424405e-06;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA
"Q8N4L2";"Q8N4L2";"Q8N4L2";"TM55A_HUMAN";"Transmembrane protein 55A";"TMEM55A";2;2;7,47543831385558e-05;2;NA;NA;NA;2;NA;NA;NA;0,000396361382741954;NA;NA;NA
"Q8N5Y8-1,Q8N5Y8-3";"Q8N5Y8-1,Q8N5Y8-3";"Q8N5Y8-[1,3]";"PAR16_HUMAN";"Mono [ADP-ribose] polymerase PARP16";"PARP16";4;6;8,94963189438301e-05;2;2;2;NA;2;2;2;NA;NA;NA;NA;NA
"Q8N8Q8-1";"Q8N8Q8-1";"Q8N8Q8-1";"COX18_HUMAN";"Mitochondrial inner membrane protein COX18";"COX18";2;6;0,000173079968167647;2;NA;2;2;2;NA;2;2;NA;NA;NA;NA
"Q8NA47";"Q8NA47";"Q8NA47";"CCD63_HUMAN";"Coiled-coil domain-containing protein 63";"CCDC63";2;2;3,41241145055219e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000192509618040944
"Q8NBN3-1";"Q8NBN3-1";"Q8NBN3-1";"TM87A_HUMAN";"Transmembrane protein 87A";"TMEM87A";2;4;6,92319872670589e-05;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;NA
"Q8NBN7-1";"Q8NBN7-1";"Q8NBN7-1";"RDH13_HUMAN";"Retinol dehydrogenase 13";"RDH13";6;18;0,000522377305738609;5;4;4;4;6;4;4;4;NA;NA;NA;NA
"Q8ND04-1,Q8ND04-2,Q8ND04-3";"Q8ND04-1,Q8ND04-2,Q8ND04-3";"Q8ND04-[1-3]";"SMG8_HUMAN";"Protein SMG8";"SMG8";2;2;6,46211788315131e-06;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA
"Q8NE71-1,Q8NE71-2";"Q8NE71-1,Q8NE71-2";"Q8NE71-[1,2]";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";2;2;1,1367974240597e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA
"Q8NF91-1,Q8NF91-4";"Q8NF91-1,Q8NF91-4";"Q8NF91-[1,4]";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";2;2;1,09195614792593e-06;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q8NFH4";"Q8NFH4";"Q8NFH4";"NUP37_HUMAN";"Nucleoporin Nup37";"NUP37";2;5;0,000147330341001602;2;2;NA;NA;2;3;NA;NA;0,000312468942836448;0,000464531633116385;NA;NA
"Q8NFH5";"Q8NFH5";"Q8NFH5";"NUP53_HUMAN";"Nucleoporin NUP53";"NUP35";2;2;5,89321364006407e-05;NA;1;NA;1;NA;1;NA;1;NA;0,000154843877705462;NA;0,000166231464658054
"Q8NI27-1";"Q8NI27-1";"Q8NI27-1";"THOC2_HUMAN";"THO complex subunit 2";"THOC2";2;4;2,41203722116872e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA
"Q8TCT9-1,Q8TCT9-5";"Q8TCT9-1,Q8TCT9-5";"Q8TCT9-[1,5]";"HM13_HUMAN";"Minor histocompatibility antigen H13";"HM13";11;56;0,000713438383375395;9;9;11;10;14;13;16;13;NA;NA;NA;NA
"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4";"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4";"Q8WTV0-[1,2,4]";"SCRB1_HUMAN";"Scavenger receptor class B member 1";"SCARB1";7;28;0,000162419245490655;7;6;6;7;8;6;7;7;NA;NA;NA;NA
