;protein.acs;ID;Description;Gene;global.peptide.count;global.spectra.count;global.dNSAF;peptide.count.P5834.1.id.csv;peptide.count.P5834.2.id.csv;peptide.count.P5835.1.id.csv;peptide.count.P5835.2.id.csv;spectra.count.P5834.1.id.csv;spectra.count.P5834.2.id.csv;spectra.count.P5835.1.id.csv;spectra.count.P5835.2.id.csv;dNSAF.P5834.1.id.csv;dNSAF.P5834.2.id.csv;dNSAF.P5835.1.id.csv;dNSAF.P5835.2.id.csv;Go.Cc
9511;Q9H6V9;CB043_HUMAN;UPF0554 protein C2orf43;C2orf43;3;8;0,000118226932102208;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA
956;Q9NRY5;F1142_HUMAN;Protein FAM114A2;FAM114A2;3;10;0,000190216598679296;2;2;3;3;2;2;3;3;0,000201712624484519;0,000199917244087051;0,000326806308422948;0,000321929450367479;NA
975;Q9UPU5;UBP24_HUMAN;Ubiquitin carboxyl-terminal hydrolase 24;USP24;3;4;1.47E+09;2;2;NA;NA;2;2;NA;NA;3.89E+09;3.85E+08;NA;NA;NA
980;Q9Y4P3;TBL2_HUMAN;Transducin beta-like protein 2;TBL2;3;10;0,00021489794705379;3;3;2;2;3;3;2;2;0,000341828440821081;0,000338785933771681;0,000246140470922578;0,000242467371268571;NA
988;A6NDU8;CE051_HUMAN;UPF0600 protein C5orf51;C5orf51;2;5;0,000163366296484769;1;2;1;1;1;2;1;1;0,000173239583953541;0,000343395266203949;0,000187116990650327;0,000184324685301108;NA
10761;P37235;HPCA_HUMAN, HPCL1_HUMAN, NCALD_HUMAN;Hippocalcin-like protein 1, Neurocalcin-delta, Neuron-specific calcium-binding protein hippocalcin;HPCA, HPCAL1, NCALD;2;6;9.95E+08;2;2;1;1;2;2;1;1;0,00017593242722743;0,000174366508227912;9.50E+09;9.36E+09;NA
11651;Q5JWR5;DOP1_HUMAN;Protein dopey-1;DOPEY1;2;5;2.09E+09;2;2;0;0;2;3;0;0;4.13E+09;6.14E+09;0;0;NA
11891;Q86V87;F16B2_HUMAN;Protein FAM160B2;FAM160B2;2;5;6.46E+09;NA;2;2;NA;NA;3;2;NA;NA;0,000203818724624416;0,000148081817634445;NA;NA
12011;Q8NA47;CCD63_HUMAN;Coiled-coil domain-containing protein 63;CCDC63;2;2;3.41E+09;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000192509618040944;NA
1212;Q8WU76;SCFD2_HUMAN;Sec1 family domain-containing protein 2;SCFD2;2;6;4.21E+09;2;NA;2;2;2;NA;2;2;NA;NA;NA;NA;NA
12491;Q9BTE7;DCNL5_HUMAN;DCN1-like protein 5;DCUN1D5;2;6;0,000243188309703909;1;1;2;2;1;1;2;2;0,00021490480034743;0,00021299200055688;0,000464239622372964;0,000457311877455913;NA
12621;Q9H4I3;TRABD_HUMAN;TraB domain-containing protein;TRABD;4;10;0,00025547708067299;1;3;2;3;1;3;2;4;NA;NA;NA;NA;NA
1278;Q9NUJ7;PLCX1_HUMAN;PI-PLC X domain-containing protein 1;PLCXD1;2;6;0,000178438481114014;1;1;2;2;1;1;2;2;0,000157685565580003;0,000156282056136162;0,000340634026323196;0,000335550820300469;NA
13161;Q9Y312;AAR2_HUMAN;Protein AAR2 homolog;AAR2;2;7;0,000175108249044612;2;1;1;1;3;2;1;1;0,000397909669393289;0,000262912000687398;0,000143261445966657;0,000141123587183661;NA
13171;Q9Y394;DHRS7_HUMAN;Dehydrogenase/reductase SDR family member 7;DHRS7;16;60;0,00170016605899193;13;14;11;12;15;16;13;16;NA;NA;NA;NA;NA
13331;A6NDJ8;RAB43_HUMAN, RB43L_HUMAN;Putative Rab-43-like protein ENSP00000330714, Ras-related protein Rab-43;RAB43;1;1;2.54E+09;0;0;0;1;0;0;0;1;0;0;0;0,000311065264998354;NA
1335;A6NJ78;MET15_HUMAN;Probable methyltransferase-like protein 15;METTL15;1;2;4.72E+09;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA
1338;bcrabl;BCR_HUMAN, bcrabl, bcrabl_t315i;BCR-ABL fusion protein, BCR-ABL T315I mutant (check specific peptide), Breakpoint cluster region protein;BCR;1;1;2.18E+08;1;NA;NA;NA;1;NA;NA;NA;1.88E+09;NA;NA;NA;NA
1344;O14545;TRAD1_HUMAN;TRAF-type zinc finger domain-containing protein 1;TRAFD1;1;2;3.30E+09;1;1;NA;NA;1;1;NA;NA;8.75E+09;8.67E+09;NA;NA;NA
13731;O60361;NDK8_HUMAN, NDKA_HUMAN, NDKB_HUMAN;Nucleoside diphosphate kinase A, Nucleoside diphosphate kinase B, Putative nucleoside diphosphate kinase;NME1, NME2, NME2P1;1;3;3.87E+09;NA;NA;1;1;NA;NA;1;2;NA;NA;0,000401550330300702;0,000791116167569718;NA
1450;P21108;PRPS1_HUMAN, PRPS3_HUMAN;Ribose-phosphate pyrophosphokinase 1, Ribose-phosphate pyrophosphokinase 3;PRPS1, PRPS1L1;1;3;4.53E+09;1;1;1;NA;1;1;1;NA;8.01E+09;7.94E+09;8.65E+09;NA;NA
1556;Q0IIM8;TBC8B_HUMAN;TBC1 domain family member 8B;TBC1D8B;1;1;8.58E+08;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
1572;Q14166;TTL12_HUMAN;Tubulin--tyrosine ligase-like protein 12;TTLL12;1;2;2.98E+07;NA;NA;1;1;NA;NA;1;1;NA;NA;8.54E+09;8.41E+09;NA
1624;Q70CQ2;UBP34_HUMAN;Ubiquitin carboxyl-terminal hydrolase 34;USP34;4;5;1.35E+09;1;4;NA;NA;1;4;NA;NA;NA;NA;NA;NA;NA
16371;Q7Z739;YTHD1_HUMAN, YTHD3_HUMAN;YTH domain family protein 1, YTH domain family protein 3;YTHDF1, YTHDF3;1;2;2.24E+08;1;NA;1;0;1;NA;1;0;8.71E+09;NA;0,000141057423721016;NA;NA
1669;Q8NDA8;HTR7A_HUMAN;HEAT repeat-containing protein 7A;HEATR7A;5;11;6.44E+09;3;2;3;3;3;2;3;3;NA;NA;NA;NA;NA
1678;Q8TCD1;CR032_HUMAN;UPF0729 protein C18orf32;C18orf32;1;2;0,000252787848244853;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000723847305936792;0,000713045493138496;NA
16871;Q8WXX5;DNJC9_HUMAN;DnaJ homolog subfamily C member 9;DNAJC9;1;3;0,00011083774884582;1;1;1;NA;1;1;1;NA;0,000195893991085927;0,000194150400507617;0,000211586135581524;NA;NA
1713;Q96EK9;KTI12_HUMAN;Protein KTI12 homolog;KTI12;1;1;2.71E+09;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000155402246472306;NA;NA
1714;Q96EY4;TMA16_HUMAN;Translation machinery-associated protein 16;TMA16;1;2;9.46E+09;NA;1;1;NA;NA;1;1;NA;NA;0,000248665537595963;0,000270997020941853;NA;NA
1717;Q96JB5;CK5P3_HUMAN;CDK5 regulatory subunit-associated protein 3;CDK5RAP3;6;23;0,000483415722779931;4;4;6;5;5;4;7;7;NA;NA;NA;NA;NA
17461;Q9BZK3;NACP1_HUMAN;Putative nascent polypeptide-associated complex subunit alpha-like protein;NACAP1;1;1;4.51E+09;1;NA;NA;NA;1;NA;NA;NA;0,00023911942573869;NA;NA;NA;NA
17571;Q9H1A3;METL9_HUMAN;Methyltransferase-like protein 9;METTL9;1;1;1.51E+09;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
1770;Q9HCE0;EPG5_HUMAN;Ectopic P granules protein 5 homolog;EPG5;4;9;3.35E+09;2;3;3;1;2;3;3;1;NA;NA;NA;NA;NA
17861;Q9NU19;TB22B_HUMAN;TBC1 domain family member 22B;TBC1D22B;1;4;7.61E+09;1;1;1;1;1;1;1;1;0,000100856312242259;1.00E+10;0,000108935436140983;0,00010730981678916;NA
18021;Q9P2D3;HTR5B_HUMAN;HEAT repeat-containing protein 5B;HEATR5B;1;2;3.09E+08;NA;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA
18391;Q6YHU6;THADA_HUMAN;Thyroid adenoma-associated protein;THADA;32;70;0,000344298861408761;15;15;17;21;16;15;18;21;NA;NA;NA;NA;NA
1913;Q5T2N8;ATD3C_HUMAN;ATPase family AAA domain-containing protein 3C;ATAD3C;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;NA
