"";"X";"AC";"Group";"ID";"Entrez_ID";"Gene_symbol";"Descr";"SP_GN";"Entrez_GN";"Non_spec_binder";"Group_size";"Specific_reporter";"Pc_P4569.1.merged";"Pc_P4569.2.merged";"Pc_grp0";"Pc_mean_grp0";"Pc_sd_grp0";"Pc_CV_grp0";"Sc_P4569.1.merged";"Sc_P4569.2.merged";"Sc_grp0";"Sc_mean_grp0";"Sc_sd_grp0";"Sc_CV_grp0";"Seqcov_P4569.1.merged";"Seqcov_P4569.2.merged";"Seqcov_grp0";"Seqcov_mean_grp0";"Seqcov_sd_grp0";"Seqcov_CV_grp0";"Glob_pc";"Glob_sc";"Glob_seqcov";"Go.Cc"
"3577";3577;"Q13057";"Q13057-1";"COASY_HUMAN";"80347";"COASY";"Bifunctional coenzyme A synthase";"COASY";NA;0;2;2;12;9;12;"10.5";"2.12";"0.2";17;11;28;"14";"4.24";"0.3";"0.3";"0.21";"0.3";"0.26";"0.06";"0.24";12;28;"0.3";"mitochondrial outer membrane, nucleus, extracellular vesicular exosome"
"3591";3591;"Q13114";"Q13114-1";"TRAF3_HUMAN";"7187";"TRAF3";"TNF receptor-associated factor 3";"TRAF3,CRAF1,CAP1";NA;0;2;1;6;7;8;"6.5";"0.71";"0.11";8;11;19;"9.5";"2.12";"0.22";"0.12";"0.15";"0.18";"0.14";"0.02";"0.18";8;19;"0.18";"cytoplasmic side of plasma membrane, endosome, cytosol, mitochondrion, CD40 receptor complex"
"3592";3592;"Q13123";"Q13123";"RED_HUMAN";"3550";"IK";"Protein Red";"IK,RED,RER";NA;0;1;1;15;15;16;"15";"0";"0";28;24;52;"26";"2.83";"0.11";"0.32";"0.29";"0.32";"0.31";"0.03";"0.09";16;52;"0.32";"extracellular space, nucleus"
"3593";3593;"Q13126";"Q13126";"MTAP_HUMAN";"4507";"MTAP";"S-methyl-5'-thioadenosine phosphorylase";"MTAP,MSAP";NA;0;1;1;14;14;14;"14";"0";"0";38;40;78;"39";"1.41";"0.04";"0.73";"0.73";"0.73";"0.73";"0";"0";14;78;"0.73";"extracellular vesicular exosome, cytosol, nucleus"
"3596";3596;"Q13131";"Q13131-1";"AAPK1_HUMAN";"5562";"PRKAA1";"5'-AMP-activated protein kinase catalytic subunit alpha-1";"PRKAA1,AMPK1";NA;0;3;2;23;21;23;"22";"1.41";"0.06";42;36;78;"39";"4.24";"0.11";"0.48";"0.44";"0.48";"0.46";"0.03";"0.06";23;78;"0.48";"AMP-activated protein kinase complex, apical plasma membrane, cytosol, nucleus"
"3602";3602;"Q13153";"Q13153-1";"PAK1_HUMAN";"5058";"PAK1";"Serine/threonine-protein kinase PAK 1";"PAK1";NA;0;2;1;15;15;16;"15";"0";"0";23;20;43;"21.5";"2.12";"0.1";"0.35";"0.33";"0.37";"0.34";"0.01";"0.03";16;43;"0.37";"cytosol, focal adhesion, protein complex, Golgi apparatus, axon, nuclear membrane, dendrite, plasma membrane, Z disc, growth cone, intercalated disc, ruffle"
"3605";3605;"Q13162";"Q13162";"PRDX4_HUMAN";"10549";"PRDX4";"Peroxiredoxin-4";"PRDX4";NA;0;1;1;16;16;16;"16";"0";"0";120;116;236;"118";"2.83";"0.02";"0.67";"0.67";"0.67";"0.67";"0";"0";16;236;"0.67";"mitochondrion, extracellular space, extracellular vesicular exosome"
"3608";3608;"Q13177";"Q13177";"PAK2_HUMAN";"5062";"PAK2";"Serine/threonine-protein kinase PAK 2";"PAK2";NA;0;1;1;26;23;26;"24.5";"2.12";"0.09";57;50;107;"53.5";"4.95";"0.09";"0.53";"0.51";"0.53";"0.52";"0.01";"0.02";26;107;"0.53";"nucleus, cytosol, perinuclear region of cytoplasm, plasma membrane"
"3612";3612;"Q13191";"Q13191-1";"CBLB_HUMAN";"868";"CBLB";"E3 ubiquitin-protein ligase CBL-B";"CBLB,RNF56";NA;0;4;1;7;9;11;"8";"1.41";"0.18";7;11;18;"9";"2.83";"0.31";"0.09";"0.09";"0.13";"0.09";"0.01";"0.06";11;18;"0.13";"nucleus, plasma membrane, cytosol"
"3613";3613;"Q13200";"Q13200";"PSMD2_HUMAN";"5708";"PSMD2";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2,TRAP2";NA;0;1;1;44;41;44;"42.5";"2.12";"0.05";115;119;234;"117";"2.83";"0.02";"0.59";"0.53";"0.59";"0.56";"0.05";"0.08";44;234;"0.59";"extracellular vesicular exosome, cytosol, nucleoplasm, proteasome regulatory particle"
"3616";3616;"Q13217";"Q13217";"DNJC3_HUMAN";"5611";"DNAJC3";"DnaJ homolog subfamily C member 3";"DNAJC3,PRKRI,P58IPK";NA;0;1;1;22;18;22;"20";"2.83";"0.14";34;28;62;"31";"4.24";"0.14";"0.47";"0.39";"0.47";"0.43";"0.06";"0.14";22;62;"0.47";"endoplasmic reticulum lumen, extracellular vesicular exosome"
"3617";3617;"Q13224";"Q13224";"NMDE2_HUMAN";"2904";"GRIN2B";"Glutamate [NMDA] receptor subunit epsilon-2";"GRIN2B,NMDAR2B";NA;0;1;1;0;2;2;"1";"1.41";"1.41";0;2;2;"1";"1.41";"1.41";"0";"0.02";"0.02";"0.01";"0.01";"1.41";2;2;"0.02";"cell junction, postsynaptic density, neuron projection, postsynaptic membrane, synaptic vesicle, N-methyl-D-aspartate selective glutamate receptor complex, cell surface"
"3621";3621;"Q13237";"Q13237";"KGP2_HUMAN";"5593";"PRKG2";"cGMP-dependent protein kinase 2";"PRKG2,PRKGR2";NA;0;1;1;2;2;3;"2";"0";"0";4;4;8;"4";"0";"0";"0.02";"0.03";"0.04";"0.03";"0";"0.04";3;8;"0.04";"cytosol, apical plasma membrane"
"3627";3627;"Q13277";"Q13277-1";"STX3_HUMAN";"6809";"STX3";"Syntaxin-3";"STX3,STX3A";NA;0;3;3;8;7;8;"7.5";"0.71";"0.09";10;9;19;"9.5";"0.71";"0.07";"0.21";"0.18";"0.21";"0.2";"0.02";"0.11";8;19;"0.21";"apical plasma membrane, integral component of membrane, growth cone, cell-cell junction, azurophil granule, SNARE complex, specific granule, extracellular vesicular exosome"
"3628";3628;"Q13283";"Q13283";"G3BP1_HUMAN";"10146";"G3BP1";"Ras GTPase-activating protein-binding protein 1";"G3BP1,G3BP";NA;0;1;1;18;20;20;"19";"1.41";"0.07";148;154;302;"151";"4.24";"0.03";"0.51";"0.52";"0.52";"0.51";"0.01";"0.01";20;302;"0.52";"cytoplasm, plasma membrane, cytosol, cytoplasmic stress granule, nucleus"
"3631";3631;"Q13303";"Q13303-2";"KCAB2_HUMAN";"8514";"KCNAB2";"Voltage-gated potassium channel subunit beta-2";"KCNAB2,KCNK2,KCNA2B";NA;0;1;1;14;13;16;"13.5";"0.71";"0.05";34;39;73;"36.5";"3.54";"0.1";"0.56";"0.39";"0.6";"0.47";"0.12";"0.25";16;73;"0.6";"juxtaparanode region of axon, cytoplasm, plasma membrane, integral component of membrane"
"3632";3632;"Q13303";"Q13303-1";"KCAB2_HUMAN";"8514";"KCNAB2";"Voltage-gated potassium channel subunit beta-2";"KCNAB2,KCNK2,KCNA2B";NA;0;2;1;14;13;16;"13.5";"0.71";"0.05";34;39;73;"36.5";"3.54";"0.1";"0.54";"0.38";"0.58";"0.46";"0.12";"0.25";16;73;"0.58";"juxtaparanode region of axon, cytoplasm, plasma membrane, integral component of membrane"
"3633";3633;"Q13308";"Q13308-1";"PTK7_HUMAN";"5754";"PTK7";"Inactive tyrosine-protein kinase 7";"PTK7,CCK4";NA;0;5;1;22;20;24;"21";"1.41";"0.07";26;26;52;"26";"0";"0";"0.25";"0.23";"0.27";"0.24";"0.02";"0.06";24;52;"0.27";"integral component of plasma membrane, cell-cell junction"
"3638";3638;"Q13322";"Q13322-1";"GRB10_HUMAN";"2887";"GRB10";"Growth factor receptor-bound protein 10";"GRB10,GRBIR,KIAA0207";NA;0;4;3;11;8;12;"9.5";"2.12";"0.22";14;12;26;"13";"1.41";"0.11";"0.23";"0.18";"0.24";"0.2";"0.03";"0.16";12;26;"0.24";"plasma membrane, cytosol"
"3643";3643;"Q13332";"Q13332-1";"PTPRS_HUMAN";"5802";"PTPRS";"Receptor-type tyrosine-protein phosphatase S";"PTPRS";NA;0;8;7;4;4;7;"4";"0";"0";4;4;8;"4";"0";"0";"0.02";"0.03";"0.05";"0.03";"0";"0.18";7;8;"0.05";"integral component of plasma membrane"
"3645";3645;"Q13347";"Q13347";"EIF3I_HUMAN";"8668";"EIF3I";"Eukaryotic translation initiation factor 3 subunit I";"EIF3I,TRIP1,EIF3S2";NA;0;1;1;17;18;18;"17.5";"0.71";"0.04";67;65;132;"66";"1.41";"0.02";"0.69";"0.71";"0.71";"0.7";"0.02";"0.02";18;132;"0.71";"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, extracellular vesicular exosome, cytosol, eukaryotic translation initiation factor 3 complex"
"3658";3658;"Q13404";"Q13404-2";"UB2V1_HUMAN";"387522,7335";"UBE2V1";"Ubiquitin-conjugating enzyme E2 variant 1";"UBE2V1,CROC1,UBE2V,UEV1";NA;0;5;2;11;9;11;"10";"1.41";"0.14";57;62;119;"59.5";"3.54";"0.06";"0.68";"0.58";"0.68";"0.63";"0.07";"0.11";11;119;"0.68";"nucleus, ubiquitin ligase complex, cytosol, UBC13-UEV1A complex, extracellular vesicular exosome"
"3661";3661;"Q13415";"Q13415";"ORC1_HUMAN";"4998";"ORC1";"Origin recognition complex subunit 1";"ORC1,PARC1,ORC1L";NA;0;1;1;17;15;18;"16";"1.41";"0.09";20;19;39;"19.5";"0.71";"0.04";"0.24";"0.2";"0.25";"0.22";"0.03";"0.12";18;39;"0.25";"plasma membrane, nucleoplasm, nuclear origin of replication recognition complex, cytosol, nucleolus"
"3663";3663;"Q13418";"Q13418";"ILK_HUMAN";"3611";"ILK";"Integrin-linked protein kinase";"ILK,ILK2,ILK1";NA;0;1;1;19;19;19;"19";"0";"0";39;39;78;"39";"0";"0";"0.47";"0.47";"0.47";"0.47";"0";"0";19;78;"0.47";"cytosol, protein complex, neuronal cell body, dendritic shaft, cell-cell junction, plasma membrane, focal adhesion, sarcomere, costamere, terminal bouton, lamellipodium"
"3676";3676;"Q13433";"Q13433-1";"S39A6_HUMAN";"25800";"SLC39A6";"Zinc transporter ZIP6";"SLC39A6,LIV1,ZIP6";NA;0;1;1;5;3;5;"4";"1.41";"0.35";6;3;9;"4.5";"2.12";"0.47";"0.07";"0.04";"0.07";"0.06";"0.02";"0.44";5;9;"0.07";"integral component of plasma membrane, lamellipodium membrane, endoplasmic reticulum"
"3680";3680;"Q13443";"Q13443-1";"ADAM9_HUMAN";"8754";"ADAM9";"Disintegrin and metalloproteinase domain-containing protein 9";"ADAM9,MLTNG,MDC9,KIAA0021,MCMP";NA;0;2;1;6;8;9;"7";"1.41";"0.2";7;8;15;"7.5";"0.71";"0.09";"0.1";"0.13";"0.14";"0.11";"0.02";"0.14";9;15;"0.14";"cytoplasm, intrinsic component of external side of plasma membrane, extracellular space, basolateral plasma membrane, integral component of membrane"
"3682";3682;"Q13445";"Q13445";"TMED1_HUMAN";"11018";"TMED1";"Transmembrane emp24 domain-containing protein 1";"TMED1,IL1RL1L,IL1RL1LG";NA;0;1;1;6;4;7;"5";"1.41";"0.28";9;8;17;"8.5";"0.71";"0.08";"0.24";"0.22";"0.26";"0.23";"0.01";"0.05";7;17;"0.26";"endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, plasma membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi apparatus, integral component of membrane, endoplasmic reticulum membrane"
"3683";3683;"Q13449";"Q13449";"LSAMP_HUMAN";"4045";"LSAMP";"Limbic system-associated membrane protein";"LSAMP,IGLON3,LAMP";NA;0;1;1;5;4;5;"4.5";"0.71";"0.16";6;5;11;"5.5";"0.71";"0.13";"0.19";"0.15";"0.19";"0.17";"0.03";"0.16";5;11;"0.19";"anchored component of membrane, plasma membrane"
"3684";3684;"Q13451";"Q13451";"FKBP5_HUMAN";"2289";"FKBP5";"Peptidyl-prolyl cis-trans isomerase FKBP5";"FKBP5,FKBP51,AIG6";NA;0;1;1;27;29;30;"28";"1.41";"0.05";67;65;132;"66";"1.41";"0.02";"0.53";"0.55";"0.56";"0.54";"0.01";"0.03";30;132;"0.56";"membrane, nucleus, cytoplasm, extracellular vesicular exosome"
"3686";3686;"Q13464";"Q13464";"ROCK1_HUMAN";"6093";"ROCK1";"Rho-associated protein kinase 1";"ROCK1";NA;0;1;1;48;43;49;"45.5";"3.54";"0.08";61;53;114;"57";"5.66";"0.1";"0.36";"0.32";"0.36";"0.34";"0.02";"0.07";49;114;"0.36";"centriole, plasma membrane, Golgi membrane, cytoskeleton, bleb, ruffle, cytosol, lamellipodium"
"3687";3687;"Q13469";"Q13469-1";"NFAC2_HUMAN";"4773";"NFATC2";"Nuclear factor of activated T-cells, cytoplasmic 2";"NFATC2,NFATP,NFAT1";NA;0;3;1;19;20;22;"19.5";"0.71";"0.04";31;35;66;"33";"2.83";"0.09";"0.3";"0.33";"0.36";"0.31";"0.02";"0.07";22;66;"0.36";"nucleoplasm, actin cytoskeleton, cytosol, ribonucleoprotein complex, plasma membrane, transcription factor complex"
"3692";3692;"Q13488";"Q13488-1";"VPP3_HUMAN";"10312";"TCIRG1";"V-type proton ATPase 116 kDa subunit a isoform 3";"TCIRG1,ATP6N1C,ATP6V0A3";NA;0;2;1;15;14;16;"14.5";"0.71";"0.05";29;27;56;"28";"1.41";"0.05";"0.24";"0.22";"0.25";"0.23";"0.02";"0.07";16;56;"0.25";"vacuolar proton-transporting V-type ATPase, V0 domain, endosome membrane, lysosomal membrane, apical plasma membrane, mitochondrion, phagocytic vesicle membrane, integral component of plasma membrane"
"3693";3693;"Q13490";"Q13490";"BIRC2_HUMAN";"329";"BIRC2";"Baculoviral IAP repeat-containing protein 2";"BIRC2,RNF48,API1,MIHB,IAP2";NA;0;1;1;6;4;7;"5";"1.41";"0.28";6;4;10;"5";"1.41";"0.28";"0.08";"0.06";"0.1";"0.07";"0.01";"0.17";7;10;"0.1";"cytosol, nucleus, cytoplasmic side of plasma membrane, XY body, membrane raft, CD40 receptor complex"
"3694";3694;"Q13491";"Q13491-4";"GPM6B_HUMAN";"2824";"GPM6B";"Neuronal membrane glycoprotein M6-b";"GPM6B,M6B";NA;0;4;1;2;3;3;"2.5";"0.71";"0.28";2;3;5;"2.5";"0.71";"0.28";"0.06";"0.09";"0.09";"0.07";"0.02";"0.2";3;5;"0.09";"plasma membrane, integral component of membrane, membrane raft"
"3696";3696;"Q13496";"Q13496";"MTM1_HUMAN";"4534";"MTM1";"Myotubularin";"MTM1,CG2";NA;0;1;1;17;16;19;"16.5";"0.71";"0.04";21;20;41;"20.5";"0.71";"0.03";"0.3";"0.28";"0.33";"0.29";"0.02";"0.06";19;41;"0.33";"I band, ruffle, filopodium, late endosome, plasma membrane, cytosol"
"3697";3697;"Q13501";"Q13501-1";"SQSTM_HUMAN";"8878";"SQSTM1";"Sequestosome-1";"SQSTM1,OSIL,ORCA";NA;0;2;1;12;13;13;"12.5";"0.71";"0.06";34;36;70;"35";"1.41";"0.04";"0.53";"0.58";"0.58";"0.55";"0.04";"0.07";13;70;"0.58";"nucleoplasm, lysosome, cytosol, cytoplasmic mRNA processing body, aggresome, autophagic vacuole, late endosome, pre-autophagosomal structure, extracellular vesicular exosome, endoplasmic reticulum, cytoplasmic vesicle"
"3700";3700;"Q13509";"Q13509";"TBB3_HUMAN";"10381";"TUBB3";"Tubulin beta-3 chain";"TUBB3,TUBB4";NA;0;1;1;17;17;18;"17";"0";"0";388;437;825;"412.5";"34.65";"0.08";"0.44";"0.42";"0.48";"0.43";"0.01";"0.03";18;825;"0.48";"microtubule, axon, cytoplasm, plasma membrane"
"3701";3701;"Q13510";"Q13510-2";"ASAH1_HUMAN";"427";"ASAH1";"Acid ceramidase";"ASAH1,ASAH";NA;0;2;1;20;18;20;"19";"1.41";"0.07";54;63;117;"58.5";"6.36";"0.11";"0.48";"0.44";"0.48";"0.46";"0.03";"0.06";20;117;"0.48";"lysosomal lumen, extracellular vesicular exosome"
"3704";3704;"Q13530";"Q13530";"SERC3_HUMAN";"10955";"SERINC3";"Serine incorporator 3";"SERINC3,TDE1,DIFF33";NA;0;1;1;4;6;6;"5";"1.41";"0.28";4;6;10;"5";"1.41";"0.28";"0.08";"0.13";"0.13";"0.11";"0.03";"0.32";6;10;"0.13";"plasma membrane, integral component of membrane, Golgi apparatus"
"3709";3709;"Q13555";"Q13555-10";"KCC2G_HUMAN";"818";"CAMK2G";"Calcium/calmodulin-dependent protein kinase type II subunit gamma";"CAMK2G,CAMKG,CAMK,CAMK-II";NA;0;18;3;12;16;16;"14";"2.83";"0.2";18;25;43;"21.5";"4.95";"0.23";"0.31";"0.4";"0.4";"0.36";"0.06";"0.18";16;43;"0.4";"cytosol, calcium- and calmodulin-dependent protein kinase complex, endocytic vesicle membrane, nucleoplasm, sarcoplasmic reticulum membrane, plasma membrane"
"3710";3710;"Q13557";"Q13557-1";"KCC2D_HUMAN";"817";"CAMK2D";"Calcium/calmodulin-dependent protein kinase type II subunit delta";"CAMK2D,CAMKD";NA;0;10;10;3;7;7;"5";"2.83";"0.57";5;11;16;"8";"4.24";"0.53";"0.08";"0.14";"0.14";"0.11";"0.05";"0.43";7;16;"0.14";"neuronal cell body, plasma membrane, cytosol, nucleoplasm, axon initial segment, neuromuscular junction, calcium channel complex, T-tubule, endocytic vesicle membrane, intercalated disc, sarcoplasmic reticulum membrane, calcium- and calmodulin-dependent protein kinase complex"
"3711";3711;"Q13561";"Q13561-1";"DCTN2_HUMAN";"10540";"DCTN2";"Dynactin subunit 2";"DCTN2,DCTN50";NA;0;3;3;16;16;16;"16";"0";"0";40;38;78;"39";"1.41";"0.04";"0.49";"0.49";"0.49";"0.49";"0";"0";16;78;"0.49";"kinetochore, membrane, microtubule, extracellular vesicular exosome, dynactin complex, cytosol, growth cone, dynein complex, centrosome"
"3712";3712;"Q13563";"Q13563-1";"PKD2_HUMAN";"5311";"PKD2";"Polycystin-2";"PKD2";NA;0;5;3;8;7;10;"7.5";"0.71";"0.09";9;8;17;"8.5";"0.71";"0.08";"0.1";"0.08";"0.12";"0.09";"0.01";"0.11";10;17;"0.12";"mitotic spindle, motile primary cilium, basal plasma membrane, ciliary basal body, extracellular vesicular exosome, lamellipodium, basal cortex, cell-cell junction, integral component of lumenal side of endoplasmic reticulum membrane, polycystin complex, integral component of cytoplasmic side of endoplasmic reticulum membrane, integral component of plasma membrane, nonmotile primary cilium"
"3713";3713;"Q13564";"Q13564-1";"ULA1_HUMAN";"8883";"NAE1";"NEDD8-activating enzyme E1 regulatory subunit";"NAE1,APPBP1";NA;0;2;2;23;25;26;"24";"1.41";"0.06";45;42;87;"43.5";"2.12";"0.05";"0.56";"0.57";"0.62";"0.56";"0";"0";26;87;"0.62";"plasma membrane, cytoplasm"
"3716";3716;"Q13571";"Q13571";"LAPM5_HUMAN";"7805";"LAPTM5";"Lysosomal-associated transmembrane protein 5";"LAPTM5,KIAA0085";NA;0;1;1;3;3;3;"3";"0";"0";6;7;13;"6.5";"0.71";"0.11";"0.14";"0.14";"0.14";"0.14";"0";"0";3;13;"0.14";"lysosome, lysosomal membrane, integral component of plasma membrane"
"3719";3719;"Q13574";"Q13574-1";"DGKZ_HUMAN";"8525";"DGKZ";"Diacylglycerol kinase zeta";"DGKZ,DAGK6";NA;0;3;1;19;19;23;"19";"0";"0";24;25;49;"24.5";"0.71";"0.03";"0.23";"0.25";"0.28";"0.24";"0.01";"0.06";23;49;"0.28";"nucleus, cytoplasm, plasma membrane, lamellipodium"
"3720";3720;"Q13574";"Q13574-2";"DGKZ_HUMAN";"8525";"DGKZ";"Diacylglycerol kinase zeta";"DGKZ,DAGK6";NA;0;1;1;17;19;22;"18";"1.41";"0.08";22;25;47;"23.5";"2.12";"0.09";"0.25";"0.29";"0.31";"0.27";"0.03";"0.12";22;47;"0.31";"nucleus, cytoplasm, plasma membrane, lamellipodium"
"3721";3721;"Q13576";"Q13576-1";"IQGA2_HUMAN";"10788";"IQGAP2";"Ras GTPase-activating-like protein IQGAP2";"IQGAP2";NA;0;2;1;57;55;60;"56";"1.41";"0.03";111;104;215;"107.5";"4.95";"0.05";"0.37";"0.37";"0.39";"0.37";"0";"0";60;215;"0.39";"microtubule, actin cytoskeleton, extracellular vesicular exosome, microvillus"
"3722";3722;"Q13586";"Q13586";"STIM1_HUMAN";"6786";"STIM1";"Stromal interaction molecule 1";"STIM1,GOK";NA;0;1;1;22;21;23;"21.5";"0.71";"0.03";48;46;94;"47";"1.41";"0.03";"0.4";"0.4";"0.41";"0.4";"0";"0.01";23;94;"0.41";"growth cone, microtubule, integral component of plasma membrane, cortical endoplasmic reticulum, integral component of endoplasmic reticulum membrane"
"3729";3729;"Q13613";"Q13613-1";"MTMR1_HUMAN";"8776";"MTMR1";"Myotubularin-related protein 1";"MTMR1";NA;0;2;1;17;18;20;"17.5";"0.71";"0.04";30;30;60;"30";"0";"0";"0.32";"0.32";"0.36";"0.32";"0";"0.01";20;60;"0.36";"plasma membrane, cytosol"
"3734";3734;"Q13618";"Q13618-1";"CUL3_HUMAN";"8452";"CUL3";"Cullin-3";"CUL3,KIAA0617";NA;0;3;1;37;31;39;"34";"4.24";"0.12";58;52;110;"55";"4.24";"0.08";"0.51";"0.46";"0.54";"0.49";"0.04";"0.08";39;110;"0.54";"Golgi membrane, nucleus, Cul3-RING ubiquitin ligase complex, extracellular vesicular exosome, polar microtubule"
"3736";3736;"Q13620";"Q13620-1";"CUL4B_HUMAN";"8450";"CUL4B";"Cullin-4B";"CUL4B,KIAA0695";NA;0;3;2;54;56;57;"55";"1.41";"0.03";77;87;164;"82";"7.07";"0.09";"0.55";"0.56";"0.58";"0.56";"0.01";"0.01";57;164;"0.58";"Cul4B-RING ubiquitin ligase complex, nucleus, plasma membrane, extracellular vesicular exosome"
"3740";3740;"Q13630";"Q13630";"FCL_HUMAN";"7264";"TSTA3";"GDP-L-fucose synthase";"TSTA3,SDR4E1";NA;0;1;1;12;11;12;"11.5";"0.71";"0.06";22;21;43;"21.5";"0.71";"0.03";"0.47";"0.43";"0.47";"0.45";"0.02";"0.05";12;43;"0.47";"cytoplasm, extracellular vesicular exosome"
"3744";3744;"Q13641";"Q13641";"TPBG_HUMAN";"7162";"TPBG";"Trophoblast glycoprotein";"TPBG,5T4";NA;0;1;1;4;3;4;"3.5";"0.71";"0.2";6;5;11;"5.5";"0.71";"0.13";"0.12";"0.08";"0.12";"0.1";"0.02";"0.24";4;11;"0.12";"integral component of plasma membrane, endoplasmic reticulum"
"3745";3745;"Q13642";"Q13642-1";"FHL1_HUMAN";"2273";"FHL1";"Four and a half LIM domains protein 1";"FHL1,SLIM1";NA;0;5;3;12;12;13;"12";"0";"0";22;21;43;"21.5";"0.71";"0.03";"0.5";"0.5";"0.53";"0.5";"0";"0";13;43;"0.53";"cytoplasm, plasma membrane, nucleus, cytosol"
"3748";3748;"Q13683";"Q13683-1";"ITA7_HUMAN";"3679";"ITGA7";"Integrin alpha-7";"ITGA7";NA;0;5;5;0;2;2;"1";"1.41";"1.41";0;2;2;"1";"1.41";"1.41";"0";"0.02";"0.02";"0.01";"0.01";"1.41";2;2;"0.02";"cytoplasm, neuromuscular junction, muscle tendon junction, plasma membrane, alpha7-beta1 integrin complex, cell surface, sarcolemma"
"3749";3749;"Q13685";"Q13685";"AAMP_HUMAN";"14";"AAMP";"Angio-associated migratory cell protein";"AAMP";NA;0;1;1;13;12;13;"12.5";"0.71";"0.06";19;17;36;"18";"1.41";"0.08";"0.32";"0.3";"0.32";"0.31";"0.01";"0.05";13;36;"0.32";"cell surface, cytoplasm, plasma membrane"
"3752";3752;"Q13724";"Q13724";"MOGS_HUMAN";"7841";"MOGS";"Mannosyl-oligosaccharide glucosidase";"MOGS,GCS1";NA;0;1;1;29;26;31;"27.5";"2.12";"0.08";52;52;104;"52";"0";"0";"0.4";"0.37";"0.43";"0.39";"0.02";"0.05";31;104;"0.43";"endoplasmic reticulum membrane, integral component of membrane, extracellular vesicular exosome"
"3754";3754;"Q13740";"Q13740-1";"CD166_HUMAN";"214";"ALCAM";"CD166 antigen";"ALCAM,MEMD";NA;0;2;2;9;9;11;"9";"0";"0";11;13;24;"12";"1.41";"0.12";"0.25";"0.22";"0.29";"0.24";"0.02";"0.1";11;24;"0.29";"extracellular vesicular exosome, axon, neuronal cell body, integral component of membrane, external side of plasma membrane"
"3758";3758;"Q13765";"Q13765";"NACA_HUMAN";"4666";"NACA";"Nascent polypeptide-associated complex subunit alpha";"NACA";NA;0;1;1;6;6;6;"6";"0";"0";75;88;163;"81.5";"9.19";"0.11";"0.36";"0.36";"0.36";"0.36";"0";"0";6;163;"0.36";"nucleus, nascent polypeptide-associated complex, extracellular vesicular exosome"
"3762";3762;"Q13797";"Q13797";"ITA9_HUMAN";"3680";"ITGA9";"Integrin alpha-9";"ITGA9";NA;0;1;1;8;8;9;"8";"0";"0";8;9;17;"8.5";"0.71";"0.08";"0.09";"0.08";"0.11";"0.09";"0.01";"0.06";9;17;"0.11";"integrin complex, basal plasma membrane, alpha9-beta1 integrin complex"
"3763";3763;"Q13813";"Q13813-1";"SPTN1_HUMAN";"6709";"SPTAN1";"Spectrin alpha chain, non-erythrocytic 1";"SPTAN1,SPTA2,NEAS";NA;0;3;1;145;133;153;"139";"8.49";"0.06";265;243;508;"254";"15.56";"0.06";"0.61";"0.56";"0.64";"0.59";"0.04";"0.07";153;508;"0.64";"cytosol, lateral plasma membrane, spectrin, cuticular plate, fascia adherens, membrane, intracellular membrane-bounded organelle, Z disc, extracellular vesicular exosome, microtubule cytoskeleton"
"3768";3768;"Q13867";"Q13867";"BLMH_HUMAN";"642";"BLMH";"Bleomycin hydrolase";"BLMH";NA;0;1;1;18;14;18;"16";"2.83";"0.18";50;49;99;"49.5";"0.71";"0.01";"0.51";"0.32";"0.51";"0.41";"0.14";"0.33";18;99;"0.51";"nucleus, cytosol, extracellular vesicular exosome"
"3770";3770;"Q13873";"Q13873";"BMPR2_HUMAN";"659";"BMPR2";"Bone morphogenetic protein receptor type-2";"BMPR2,PPH1";NA;0;1;1;6;0;6;"3";"4.24";"1.41";6;0;6;"3";"4.24";"1.41";"0.07";"0";"0.07";"0.04";"0.05";"1.41";6;6;"0.07";"cell surface, basal plasma membrane, cytoplasm, neuronal cell body, caveola, apical plasma membrane, dendrite, integral component of plasma membrane, extracellular space"
"3772";3772;"Q13885";"Q13885";"TBB2A_HUMAN";"7280";"TUBB2A";"Tubulin beta-2A chain";"TUBB2A,TUBB2";NA;0;1;1;22;23;23;"22.5";"0.71";"0.03";584;561;1145;"572.5";"16.26";"0.03";"0.67";"0.67";"0.67";"0.67";"0";"0";23;1145;"0.67";"microtubule, extracellular vesicular exosome, cytoplasm, plasma membrane"
"3779";3779;"Q13938";"Q13938";"CAYP1_HUMAN";"828";"CAPS";"Calcyphosin";"CAPS";NA;0;1;1;0;1;1;"0.5";"0.71";"1.41";0;1;1;"0.5";"0.71";"1.41";"0";"0.06";"0.06";"0.03";"0.04";"1.41";1;1;"0.06";"cytoplasm, plasma membrane, nucleus"
"3785";3785;"Q14004";"Q14004-1";"CDK13_HUMAN";"8621";"CDK13";"Cyclin-dependent kinase 13";"CDK13,CDC2L,CHED,CDC2L5,KIAA1791";NA;0;6;1;26;27;30;"26.5";"0.71";"0.03";45;45;90;"45";"0";"0";"0.23";"0.25";"0.27";"0.24";"0.01";"0.06";30;90;"0.27";"extracellular space, nuclear speck, nuclear cyclin-dependent protein kinase holoenzyme complex, cyclin K-CDK13 complex"
