Group;AC;ID;Entrez_ID;Gene_symbol;Descr;SP_GN;Entrez_GN;Non_spec_binder;Group_size;Specific_reporter;Pc_P4569-1.merged;Pc_P4569-2.merged;Pc_grp0;Pc_mean_grp0;Pc_sd_grp0;Pc_CV_grp0;Sc_P4569-1.merged;Sc_P4569-2.merged;Sc_grp0;Sc_mean_grp0;Sc_sd_grp0;Sc_CV_grp0;Seqcov_P4569-1.merged;Seqcov_P4569-2.merged;Seqcov_grp0;Seqcov_mean_grp0;Seqcov_sd_grp0;Seqcov_CV_grp0;Glob_pc;Glob_sc;Glob_seqcov
Q8N5H7-1;Q8N5H7-1;SH2D3_HUMAN;10044;SH2D3C;SH2 domain-containing protein 3C;SH2D3C,NSP3;NA;0;5;1;10;8;12;9;1.41;0.16;10;8;18;9;1.41;0.16;0.14;0.14;0.18;0.14;0;0.01;12;18;0.18
Q8N302-1;Q8N302-1;AGGF1_HUMAN;55109;AGGF1;Angiogenic factor with G patch and FHA domains 1;AGGF1,GPATCH7,VG5Q,GPATC7;NA;0;3;1;9;8;12;8.5;0.71;0.08;10;9;19;9.5;0.71;0.07;0.14;0.14;0.19;0.14;0;0.04;12;19;0.19
Q9BVG4;Q9BVG4;CX026_HUMAN;51260;CXorf26;UPF0368 protein Cxorf26;CXorf26;NA;0;1;1;12;10;12;11;1.41;0.13;21;22;43;21.5;0.71;0.03;0.51;0.45;0.51;0.48;0.05;0.1;12;43;0.51
P20618;P20618;PSB1_HUMAN;5689;PSMB1;Proteasome subunit beta type-1;PSMB1,PSC5;NA;0;1;1;12;10;12;11;1.41;0.13;45;47;92;46;1.41;0.03;0.68;0.49;0.68;0.58;0.13;0.23;12;92;0.68
Q96GM8;Q96GM8;TOE1_HUMAN;114034;TOE1;Target of EGR1 protein 1;TOE1;NA;0;1;1;11;11;12;11;0;0;14;14;28;14;0;0;0.3;0.28;0.32;0.29;0.02;0.06;12;28;0.32
Q8TEB1-1;Q8TEB1-1;DCA11_HUMAN;80344;DCAF11;DDB1- and CUL4-associated factor 11;DCAF11,WDR23;NA;0;3;2;12;10;12;11;1.41;0.13;16;16;32;16;0;0;0.32;0.28;0.32;0.3;0.03;0.1;12;32;0.32
Q8NFH4;Q8NFH4;NUP37_HUMAN;79023;NUP37;Nucleoporin Nup37;NUP37;NA;0;1;1;11;11;12;11;0;0;17;21;38;19;2.83;0.15;0.37;0.4;0.41;0.38;0.02;0.06;12;38;0.41
Q6IQ26;Q6IQ26;DEN5A_HUMAN;23258;DENND5A;DENN domain-containing protein 5A;DENND5A,RAB6IP1,KIAA1091;NA;0;1;1;11;4;12;7.5;4.95;0.66;11;4;15;7.5;4.95;0.66;0.11;0.04;0.12;0.07;0.05;0.71;12;15;0.12
Q9H4I3-1;Q9H4I3-1;TRABD_HUMAN;80305;TRABD;TraB domain-containing protein;TRABD,TTG2;NA;0;2;1;10;12;12;11;1.41;0.13;19;20;39;19.5;0.71;0.04;0.32;0.38;0.38;0.35;0.05;0.13;12;39;0.38
P50897-1;P50897-1;PPT1_HUMAN;5538;PPT1;Palmitoyl-protein thioesterase 1;PPT1,PPT;NA;0;2;1;11;12;12;11.5;0.71;0.06;24;24;48;24;0;0;0.38;0.41;0.41;0.39;0.02;0.04;12;48;0.41
Q92520;Q92520;FAM3C_HUMAN;10447;FAM3C;Protein FAM3C;FAM3C,ILEI;NA;0;1;1;11;9;12;10;1.41;0.14;19;13;32;16;4.24;0.27;0.54;0.49;0.57;0.52;0.03;0.06;12;32;0.57
Q14257;Q14257;RCN2_HUMAN;5955;RCN2;Reticulocalbin-2;RCN2,ERC55;NA;0;1;1;12;10;12;11;1.41;0.13;26;24;50;25;1.41;0.06;0.45;0.43;0.45;0.44;0.02;0.04;12;50;0.45
Q68CZ6;Q68CZ6;HAUS3_HUMAN;79441;HAUS3;HAUS augmin-like complex subunit 3;HAUS3,C4orf15;NA;0;1;1;11;12;12;11.5;0.71;0.06;15;17;32;16;1.41;0.09;0.22;0.24;0.24;0.23;0.01;0.05;12;32;0.24
Q9Y375;Q9Y375;CIA30_HUMAN;51103;NDUFAF1;Complex I intermediate-associated protein 30, mitochondrial;NDUFAF1,CIA30;NA;0;1;1;10;9;12;9.5;0.71;0.07;15;13;28;14;1.41;0.1;0.37;0.34;0.44;0.35;0.03;0.07;12;28;0.44
Q9NZL3;Q9NZL3;ZN224_HUMAN;7767;ZNF224;Zinc finger protein 224;ZNF224,BMZF2,ZNF233,KOX22,ZNF27,ZNF255;NA;0;5;1;10;11;12;10.5;0.71;0.07;15;20;35;17.5;3.54;0.2;0.15;0.17;0.18;0.16;0.02;0.11;12;35;0.18
P25789-1;P25789-1;PSA4_HUMAN;5685;PSMA4;Proteasome subunit alpha type-4;PSMA4,PSC9,HC9;NA;0;2;1;11;12;12;11.5;0.71;0.06;68;68;136;68;0;0;0.53;0.54;0.54;0.54;0.01;0.01;12;136;0.54
P20338;P20338;RAB4A_HUMAN;5867;RAB4A;Ras-related protein Rab-4A;RAB4A,RAB4;NA;0;1;1;10;11;12;10.5;0.71;0.07;30;33;63;31.5;2.12;0.07;0.52;0.5;0.57;0.51;0.01;0.03;12;63;0.57
Q6GMV2;Q6GMV2;SMYD5_HUMAN;10322;SMYD5;SET and MYND domain-containing protein 5;SMYD5,RAI15;NA;0;1;1;9;11;12;10;1.41;0.14;12;15;27;13.5;2.12;0.16;0.27;0.34;0.36;0.31;0.05;0.17;12;27;0.36
Q9Y2U5;Q9Y2U5;M3K2_HUMAN;10746;MAP3K2;Mitogen-activated protein kinase kinase kinase 2;MAP3K2,MEKK2,MAPKKK2;NA;0;1;1;11;9;12;10;1.41;0.14;11;9;20;10;1.41;0.14;0.2;0.16;0.21;0.18;0.03;0.17;12;20;0.21
Q8TEK3-1;Q8TEK3-1;DOT1L_HUMAN;84444;DOT1L;Histone-lysine N-methyltransferase, H3 lysine-79 specific;DOT1L,KIAA1814,KMT4;NA;0;2;1;9;12;12;10.5;2.12;0.2;11;12;23;11.5;0.71;0.06;0.07;0.09;0.09;0.08;0.02;0.2;12;23;0.09
Q9NXN4-1;Q9NXN4-1;GDAP2_HUMAN;54834;GDAP2;Ganglioside-induced differentiation-associated protein 2;GDAP2;NA;0;2;2;10;11;12;10.5;0.71;0.07;12;13;25;12.5;0.71;0.06;0.23;0.25;0.28;0.24;0.01;0.06;12;25;0.28
Q13505-1;Q13505-1;MTX1_HUMAN;4580;MTX1;Metaxin-1;MTX1,MTXN,MTX;NA;0;3;2;12;10;12;11;1.41;0.13;20;19;39;19.5;0.71;0.04;0.24;0.21;0.24;0.22;0.02;0.11;12;39;0.24
P61086-1;P61086-1;UBE2K_HUMAN;3093;UBE2K;Ubiquitin-conjugating enzyme E2 K;UBE2K,LIG,HIP2;NA;0;2;1;12;10;12;11;1.41;0.13;36;35;71;35.5;0.71;0.02;0.71;0.51;0.71;0.61;0.15;0.24;12;71;0.71
Q8ND30;Q8ND30;LIPB2_HUMAN;8495;PPFIBP2;Liprin-beta-2;PPFIBP2;NA;0;1;1;8;8;12;8;0;0;8;9;17;8.5;0.71;0.08;0.11;0.09;0.14;0.1;0.01;0.1;12;17;0.14
P17029;P17029;ZKSC1_HUMAN;7586;ZKSCAN1;Zinc finger protein with KRAB and SCAN domains 1;ZKSCAN1,ZNF139,ZNF36,KOX18;NA;0;1;1;10;8;12;9;1.41;0.16;16;11;27;13.5;3.54;0.26;0.25;0.19;0.3;0.22;0.04;0.2;12;27;0.3
P49903;P49903;SPS1_HUMAN;22929;SEPHS1;Selenide, water dikinase 1;SEPHS1,SPS1,SPS,SELD;NA;0;1;1;10;12;12;11;1.41;0.13;22;21;43;21.5;0.71;0.03;0.37;0.45;0.45;0.41;0.06;0.14;12;43;0.45
Q5VST9-6;Q5VST9-6;OBSCN_HUMAN;84033;OBSCN;Obscurin;OBSCN,KIAA1556,KIAA1639;NA;0;4;1;8;8;12;8;0;0;9;8;17;8.5;0.71;0.08;0.01;0.01;0.02;0.01;0;0.14;12;17;0.02
P08779;P08779;K1C16_HUMAN;3868;KRT16;Keratin, type I cytoskeletal 16;KRT16,KRT16A;NA;0;1;1;11;12;12;11.5;0.71;0.06;17;16;33;16.5;0.71;0.04;0.27;0.27;0.27;0.27;0;0;12;33;0.27
Q15797;Q15797;SMAD1_HUMAN;4086;SMAD1;Mothers against decapentaplegic homolog 1;SMAD1,BSP1,MADR1,MADH1;NA;0;1;1;11;12;12;11.5;0.71;0.06;20;22;42;21;1.41;0.07;0.26;0.27;0.27;0.26;0.01;0.05;12;42;0.27
O00442-1;O00442-1;RTCA_HUMAN;8634;RTCA;RNA 3'-terminal phosphate cyclase;RTCA,RTCD1,RPC1,RPC,RTC1;NA;0;2;1;11;11;12;11;0;0;17;17;34;17;0;0;0.41;0.41;0.45;0.41;0;0;12;34;0.45
P52594-1;P52594-1;AGFG1_HUMAN;3267;AGFG1;Arf-GAP domain and FG repeat-containing protein 1;AGFG1,RAB,HRB,RIP;NA;0;3;3;11;11;12;11;0;0;13;15;28;14;1.41;0.1;0.25;0.28;0.29;0.26;0.03;0.1;12;28;0.29
P53582;P53582;AMPM1_HUMAN;23173;METAP1;Methionine aminopeptidase 1;METAP1,KIAA0094;NA;0;1;1;12;10;12;11;1.41;0.13;29;25;54;27;2.83;0.1;0.36;0.32;0.36;0.34;0.03;0.08;12;54;0.36
Q15554-1;Q15554-1;TERF2_HUMAN;7014;TERF2;Telomeric repeat-binding factor 2;TERF2,TRBF2,TRF2;NA;0;2;1;11;11;12;11;0;0;16;16;32;16;0;0;0.27;0.27;0.3;0.27;0;0.01;12;32;0.3
Q8WUK0-1;Q8WUK0-1;PTPM1_HUMAN;114971;PTPMT1;Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1;PTPMT1,MOSP,PLIP;NA;0;2;1;10;11;12;10.5;0.71;0.07;16;14;30;15;1.41;0.09;0.51;0.62;0.63;0.57;0.08;0.14;12;30;0.63
Q8TCG1-1;Q8TCG1-1;CIP2A_HUMAN;57650;KIAA1524;Protein CIP2A;KIAA1524,CIP2A;NA;0;2;1;7;11;12;9;2.83;0.31;8;12;20;10;2.83;0.28;0.09;0.14;0.15;0.12;0.04;0.31;12;20;0.15
Q9BRP4-1;Q9BRP4-1;PAAF1_HUMAN;80227;PAAF1;Proteasomal ATPase-associated factor 1;PAAF1,WDR71;NA;0;2;1;11;12;12;11.5;0.71;0.06;15;16;31;15.5;0.71;0.05;0.3;0.32;0.32;0.31;0.01;0.04;12;31;0.32
Q8N335;Q8N335;GPD1L_HUMAN;23171;GPD1L;Glycerol-3-phosphate dehydrogenase 1-like protein;GPD1L,KIAA0089;NA;0;1;1;10;11;12;10.5;0.71;0.07;12;15;27;13.5;2.12;0.16;0.27;0.28;0.31;0.28;0.01;0.04;12;27;0.31
P60900;P60900;PSA6_HUMAN;5687;PSMA6;Proteasome subunit alpha type-6;PSMA6,PROS27;NA;0;1;1;12;12;12;12;0;0;58;47;105;52.5;7.78;0.15;0.53;0.53;0.53;0.53;0;0;12;105;0.53
O95456-1;O95456-1;PSMG1_HUMAN;8624;PSMG1;Proteasome assembly chaperone 1;PSMG1,PAC1,DSCR2,C21LRP;NA;0;2;1;11;12;12;11.5;0.71;0.06;20;20;40;20;0;0;0.44;0.48;0.48;0.46;0.02;0.05;12;40;0.48
Q9BZF2;Q9BZF2;OSBL7_HUMAN;114881;OSBPL7;Oxysterol-binding protein-related protein 7;OSBPL7,ORP7;NA;0;1;1;10;10;12;10;0;0;11;11;22;11;0;0;0.14;0.13;0.16;0.14;0.01;0.05;12;22;0.16
P51648-1;P51648-1;AL3A2_HUMAN;224;ALDH3A2;Fatty aldehyde dehydrogenase;ALDH3A2,FALDH,ALDH10;NA;0;3;2;12;12;12;12;0;0;23;22;45;22.5;0.71;0.03;0.28;0.28;0.28;0.28;0;0;12;45;0.28
O15083;O15083;ERC2_HUMAN;26059;ERC2;ERC protein 2;ERC2,KIAA0378;NA;0;1;1;10;8;12;9;1.41;0.16;15;11;26;13;2.83;0.22;0.09;0.07;0.11;0.08;0.01;0.19;12;26;0.11
Q9BT09-1;Q9BT09-1;CNPY3_HUMAN;10695;CNPY3;Protein canopy homolog 3;CNPY3,PRAT4A,CTG4A,TNRC5,ERDA5;NA;0;1;1;10;11;12;10.5;0.71;0.07;16;17;33;16.5;0.71;0.04;0.36;0.42;0.45;0.39;0.04;0.11;12;33;0.45
P27540-1;P27540-1;ARNT_HUMAN;405;ARNT;Aryl hydrocarbon receptor nuclear translocator;ARNT,BHLHE2;NA;0;3;3;12;11;12;11.5;0.71;0.06;12;11;23;11.5;0.71;0.06;0.23;0.21;0.23;0.22;0.01;0.06;12;23;0.23
P62277;P62277;RS13_HUMAN;6207;RPS13;40S ribosomal protein S13;RPS13;NA;0;1;1;11;10;12;10.5;0.71;0.07;78;79;157;78.5;0.71;0.01;0.58;0.56;0.61;0.57;0.01;0.02;12;157;0.61
P37198;P37198;NUP62_HUMAN;23636;NUP62;Nuclear pore glycoprotein p62;NUP62;NA;0;1;1;11;11;12;11;0;0;27;28;55;27.5;0.71;0.03;0.26;0.25;0.26;0.25;0.01;0.03;12;55;0.26
P57071;P57071;PRD15_HUMAN;63977;PRDM15;PR domain zinc finger protein 15;PRDM15,ZNF298,C21orf83;NA;0;1;1;8;10;12;9;1.41;0.16;9;11;20;10;1.41;0.14;0.06;0.07;0.09;0.07;0.01;0.19;12;20;0.09
P36957;P36957;ODO2_HUMAN;1743;DLST;Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial;DLST,DLTS;NA;0;1;1;12;12;12;12;0;0;32;35;67;33.5;2.12;0.06;0.3;0.3;0.3;0.3;0;0;12;67;0.3
P06746;P06746;DPOLB_HUMAN;5423;POLB;DNA polymerase beta;POLB;NA;0;1;1;11;10;12;10.5;0.71;0.07;15;14;29;14.5;0.71;0.05;0.48;0.41;0.5;0.45;0.05;0.12;12;29;0.5
Q00059;Q00059;TFAM_HUMAN;7019;TFAM;Transcription factor A, mitochondrial;TFAM,TCF6,TCF6L2;NA;0;1;1;12;11;12;11.5;0.71;0.06;21;22;43;21.5;0.71;0.03;0.38;0.35;0.38;0.37;0.02;0.05;12;43;0.38
A5A3E0;A5A3E0;POTEF_HUMAN;728378;POTEF;POTE ankyrin domain family member F;POTEF,A26C1B;NA;0;1;1;9;11;12;10;1.41;0.14;681;756;1437;718.5;53.03;0.07;0.12;0.13;0.15;0.13;0.01;0.08;12;1437;0.15
Q9P016-1;Q9P016-1;THYN1_HUMAN;29087;THYN1;Thymocyte nuclear protein 1;THYN1,THY28;NA;0;2;1;9;10;12;9.5;0.71;0.07;12;16;28;14;2.83;0.2;0.38;0.44;0.51;0.41;0.04;0.1;12;28;0.51
Q96KC8;Q96KC8;DNJC1_HUMAN;64215;DNAJC1;DnaJ homolog subfamily C member 1;DNAJC1,HTJ1;NA;0;1;1;10;12;12;11;1.41;0.13;12;16;28;14;2.83;0.2;0.22;0.26;0.26;0.24;0.03;0.11;12;28;0.26
Q6P444-1;Q6P444-1;FA54A_HUMAN;113115;FAM54A;Protein FAM54A;FAM54A,DUFD1;NA;0;1;1;10;11;12;10.5;0.71;0.07;16;18;34;17;1.41;0.08;0.31;0.29;0.31;0.3;0.02;0.06;12;34;0.31
Q13568-1;Q13568-1;IRF5_HUMAN;3663;IRF5;Interferon regulatory factor 5;IRF5;NA;0;2;1;11;12;12;11.5;0.71;0.06;17;22;39;19.5;3.54;0.18;0.27;0.28;0.28;0.28;0.01;0.03;12;39;0.28
Q8IYU8;Q8IYU8;EFHA1_HUMAN;221154;EFHA1;EF-hand domain-containing family member A1;EFHA1;NA;0;1;1;12;10;12;11;1.41;0.13;20;14;34;17;4.24;0.25;0.41;0.3;0.41;0.36;0.08;0.21;12;34;0.41
Q9NRR5-1;Q9NRR5-1;UBQL4_HUMAN;56893;UBQLN4;Ubiquilin-4;UBQLN4,CIP75,C1orf6,UBIN;NA;0;2;1;10;11;12;10.5;0.71;0.07;21;22;43;21.5;0.71;0.03;0.29;0.28;0.31;0.28;0.01;0.03;12;43;0.31
P30479;P30479;1B41_HUMAN;NA;HLA-B;HLA class I histocompatibility antigen, B-41 alpha chain;HLA-B,HLAB;NA;0;2;1;12;11;12;11.5;0.71;0.06;90;79;169;84.5;7.78;0.09;0.46;0.44;0.46;0.45;0.01;0.03;12;169;0.46
Q7Z2E3-1;Q7Z2E3-1;APTX_HUMAN;54840;APTX;Aprataxin;APTX,AXA1;NA;0;11;2;10;12;12;11;1.41;0.13;15;19;34;17;2.83;0.17;0.32;0.35;0.35;0.34;0.02;0.07;12;34;0.35
Q92692-1;Q92692-1;PVRL2_HUMAN;5819;PVRL2;Poliovirus receptor-related protein 2;PVRL2,HVEB,PRR2;NA;0;1;1;10;10;12;10;0;0;13;14;27;13.5;0.71;0.05;0.25;0.28;0.33;0.26;0.02;0.08;12;27;0.33
Q9Y3Q8;Q9Y3Q8;T22D4_HUMAN;81628;TSC22D4;TSC22 domain family protein 4;TSC22D4,THG1,TILZ2;NA;0;1;1;12;11;12;11.5;0.71;0.06;17;15;32;16;1.41;0.09;0.4;0.36;0.4;0.38;0.02;0.06;12;32;0.4
O43572;O43572;AKA10_HUMAN;11216;AKAP10;A-kinase anchor protein 10, mitochondrial;AKAP10;NA;0;1;1;7;12;12;9.5;3.54;0.37;9;13;22;11;2.83;0.26;0.15;0.25;0.25;0.2;0.07;0.36;12;22;0.25
P83731;P83731;RL24_HUMAN;6152;RPL24;60S ribosomal protein L24;RPL24;NA;0;1;1;10;9;12;9.5;0.71;0.07;55;58;113;56.5;2.12;0.04;0.48;0.48;0.55;0.48;0;0.01;12;113;0.55
P14635;P14635;CCNB1_HUMAN;891;CCNB1;G2/mitotic-specific cyclin-B1;CCNB1,CCNB;NA;0;1;1;12;11;12;11.5;0.71;0.06;16;16;32;16;0;0;0.34;0.33;0.34;0.34;0.01;0.03;12;32;0.34
Q9BYB0-1;Q9BYB0-1;SHAN3_HUMAN;85358;SHANK3;SH3 and multiple ankyrin repeat domains protein 3;SHANK3,KIAA1650,PSAP2;NA;0;2;2;9;10;12;9.5;0.71;0.07;11;12;23;11.5;0.71;0.06;0.05;0.06;0.07;0.06;0.01;0.11;12;23;0.07
Q15326;Q15326;ZMY11_HUMAN;10771;ZMYND11;Zinc finger MYND domain-containing protein 11;ZMYND11,BS69;NA;0;1;1;10;9;12;9.5;0.71;0.07;11;10;21;10.5;0.71;0.07;0.18;0.19;0.21;0.18;0;0.01;12;21;0.21
Q9Y2B0-1;Q9Y2B0-1;CNPY2_HUMAN;10330;CNPY2;Protein canopy homolog 2;CNPY2,ZSIG9,MSAP,TMEM4;NA;0;2;1;12;10;12;11;1.41;0.13;36;29;65;32.5;4.95;0.15;0.65;0.56;0.65;0.61;0.07;0.11;12;65;0.65
Q13309-1;Q13309-1;SKP2_HUMAN;6502;SKP2;S-phase kinase-associated protein 2;SKP2,FBXL1;NA;0;2;1;11;9;12;10;1.41;0.14;16;11;27;13.5;3.54;0.26;0.38;0.27;0.4;0.32;0.08;0.25;12;27;0.4
Q02127;Q02127;PYRD_HUMAN;1723;DHODH;Dihydroorotate dehydrogenase (quinone), mitochondrial;DHODH;NA;0;1;1;9;11;12;10;1.41;0.14;15;13;28;14;1.41;0.1;0.33;0.35;0.41;0.34;0.01;0.04;12;28;0.41
Q9NQT5-1;Q9NQT5-1;EXOS3_HUMAN;51010;EXOSC3;Exosome complex component RRP40;EXOSC3,RRP40;NA;0;2;1;12;9;12;10.5;2.12;0.2;18;15;33;16.5;2.12;0.13;0.56;0.42;0.56;0.49;0.1;0.2;12;33;0.56
Q8NDT2;Q8NDT2;RB15B_HUMAN;29890;RBM15B;Putative RNA-binding protein 15B;RBM15B,OTT3;NA;0;1;1;11;10;12;10.5;0.71;0.07;11;11;22;11;0;0;0.16;0.15;0.17;0.16;0;0.01;12;22;0.17
Q9Y320-1;Q9Y320-1;TMX2_HUMAN;51075;TMX2;Thioredoxin-related transmembrane protein 2;TMX2,TXNDC14;NA;0;2;2;12;11;12;11.5;0.71;0.06;29;26;55;27.5;2.12;0.08;0.39;0.35;0.39;0.37;0.02;0.06;12;55;0.39
P07951-1;P07951-1;TPM2_HUMAN;7169;TPM2;Tropomyosin beta chain;TPM2,TMSB;NA;0;1;1;12;11;12;11.5;0.71;0.06;44;39;83;41.5;3.54;0.09;0.26;0.23;0.26;0.24;0.02;0.09;12;83;0.26
Q9BRR6-1;Q9BRR6-1;ADPGK_HUMAN;83440;ADPGK;ADP-dependent glucokinase;ADPGK;NA;0;6;2;12;12;12;12;0;0;32;36;68;34;2.83;0.08;0.37;0.37;0.37;0.37;0;0;12;68;0.37
O43736-1;O43736-1;ITM2A_HUMAN;9452;ITM2A;Integral membrane protein 2A;ITM2A;NA;0;2;2;12;12;12;12;0;0;56;60;116;58;2.83;0.05;0.46;0.46;0.46;0.46;0;0;12;116;0.46
Q99653;Q99653;CHP1_HUMAN;11261;CHP1;Calcineurin B homologous protein 1;CHP1,CHP;NA;0;1;1;11;12;12;11.5;0.71;0.06;19;19;38;19;0;0;0.58;0.58;0.58;0.58;0;0;12;38;0.58
P31937;P31937;3HIDH_HUMAN;11112;HIBADH;3-hydroxyisobutyrate dehydrogenase, mitochondrial;HIBADH;NA;0;1;1;12;10;12;11;1.41;0.13;28;25;53;26.5;2.12;0.08;0.44;0.35;0.44;0.4;0.06;0.15;12;53;0.44
Q8TER5-1;Q8TER5-1;ARH40_HUMAN;55701;ARHGEF40;Rho guanine nucleotide exchange factor 40;ARHGEF40,SOLO;NA;0;4;1;10;10;12;10;0;0;10;11;21;10.5;0.71;0.07;0.07;0.07;0.09;0.07;0;0.03;12;21;0.09
Q9BTD8-1;Q9BTD8-1;RBM42_HUMAN;79171;RBM42;RNA-binding protein 42;RBM42;NA;0;4;1;11;11;12;11;0;0;15;15;30;15;0;0;0.26;0.26;0.28;0.26;0.01;0.02;12;30;0.28
Q01844-1;Q01844-1;EWS_HUMAN;2130;EWSR1;RNA-binding protein EWS;EWSR1,EWS;NA;0;5;3;12;10;12;11;1.41;0.13;55;45;100;50;7.07;0.14;0.21;0.19;0.21;0.2;0.01;0.07;12;100;0.21
Q8TF68-1;Q8TF68-1;ZN384_HUMAN;171017;ZNF384;Zinc finger protein 384;ZNF384,NMP4,TNRC1,CIZ,CAGH1;NA;0;3;1;11;11;12;11;0;0;19;17;36;18;1.41;0.08;0.29;0.25;0.29;0.27;0.03;0.11;12;36;0.29
P07951-2;P07951-2;TPM2_HUMAN;7169;TPM2;Tropomyosin beta chain;TPM2,TMSB;NA;0;2;2;12;11;12;11.5;0.71;0.06;41;37;78;39;2.83;0.07;0.25;0.22;0.25;0.23;0.02;0.1;12;78;0.25
Q05932-1;Q05932-1;FOLC_HUMAN;2356;FPGS;Folylpolyglutamate synthase, mitochondrial;FPGS;NA;0;4;4;10;12;12;11;1.41;0.13;14;16;30;15;1.41;0.09;0.21;0.25;0.25;0.23;0.03;0.13;12;30;0.25
Q8ND24;Q8ND24;RN214_HUMAN;257160;RNF214;RING finger protein 214;RNF214;NA;0;1;1;11;11;12;11;0;0;12;12;24;12;0;0;0.17;0.18;0.19;0.18;0.01;0.07;12;24;0.19
Q9BZL4-2;Q9BZL4-2;PP12C_HUMAN;54776;PPP1R12C;Protein phosphatase 1 regulatory subunit 12C;PPP1R12C,LENG3,MBS85;NA;0;1;1;8;10;12;9;1.41;0.16;8;10;18;9;1.41;0.16;0.15;0.17;0.2;0.16;0.02;0.11;12;18;0.2
Q99956;Q99956;DUS9_HUMAN;1852;DUSP9;Dual specificity protein phosphatase 9;DUSP9,MKP4;NA;0;4;1;12;12;12;12;0;0;17;17;34;17;0;0;0.47;0.47;0.47;0.47;0;0;12;34;0.47
Q99805;Q99805;TM9S2_HUMAN;9375;TM9SF2;Transmembrane 9 superfamily member 2;TM9SF2;NA;0;1;1;11;11;12;11;0;0;50;52;102;51;1.41;0.03;0.2;0.23;0.23;0.21;0.02;0.1;12;102;0.23
Q96GX9;Q96GX9;MTNB_HUMAN;51074;APIP;Probable methylthioribulose-1-phosphate dehydratase;APIP;NA;0;1;1;11;11;12;11;0;0;25;26;51;25.5;0.71;0.03;0.61;0.57;0.64;0.59;0.03;0.05;12;51;0.64
Q7Z4V5-1;Q7Z4V5-1;HDGR2_HUMAN;84717;HDGFRP2;Hepatoma-derived growth factor-related protein 2;HDGFRP2,HDGF2;NA;0;2;2;11;12;12;11.5;0.71;0.06;28;33;61;30.5;3.54;0.12;0.19;0.19;0.19;0.19;0;0.02;12;61;0.19
Q8WXE1-1;Q8WXE1-1;ATRIP_HUMAN;84126;ATRIP;ATR-interacting protein;ATRIP,AGS1;NA;0;3;2;10;12;12;11;1.41;0.13;15;18;33;16.5;2.12;0.13;0.14;0.19;0.19;0.17;0.03;0.2;12;33;0.19
Q96QD9-1;Q96QD9-1;UIF_HUMAN;84248;FYTTD1;UAP56-interacting factor;FYTTD1,UIF;NA;0;4;1;10;11;12;10.5;0.71;0.07;12;13;25;12.5;0.71;0.06;0.36;0.37;0.41;0.36;0.01;0.02;12;25;0.41
Q8IUF8-1;Q8IUF8-1;MINA_HUMAN;84864;MINA;MYC-induced nuclear antigen;MINA,MDIG,NO52,MINA53;NA;0;4;2;12;12;12;12;0;0;26;26;52;26;0;0;0.31;0.31;0.31;0.31;0;0;12;52;0.31
Q04826;Q04826;1B40_HUMAN;NA;HLA-B;HLA class I histocompatibility antigen, B-40 alpha chain;HLA-B,HLAB;NA;0;3;1;12;11;12;11.5;0.71;0.06;83;71;154;77;8.49;0.11;0.44;0.43;0.44;0.44;0.01;0.03;12;154;0.44
P49721;P49721;PSB2_HUMAN;5690;PSMB2;Proteasome subunit beta type-2;PSMB2;NA;0;1;1;10;11;12;10.5;0.71;0.07;22;26;48;24;2.83;0.12;0.52;0.43;0.54;0.48;0.06;0.13;12;48;0.54
Q9BWU1-1;Q9BWU1-1;CDK19_HUMAN;23097;CDK19;Cyclin-dependent kinase 19;CDK19,CDC2L6,KIAA1028,CDK11;NA;0;2;1;9;10;12;9.5;0.71;0.07;11;11;22;11;0;0;0.19;0.24;0.25;0.22;0.04;0.17;12;22;0.25
Q96EK9;Q96EK9;KTI12_HUMAN;112970;KTI12;Protein KTI12 homolog;KTI12;NA;0;1;1;11;11;12;11;0;0;17;16;33;16.5;0.71;0.04;0.41;0.45;0.46;0.43;0.02;0.06;12;33;0.46
Q9UNI6;Q9UNI6;DUS12_HUMAN;11266;DUSP12;Dual specificity protein phosphatase 12;DUSP12;NA;0;1;1;9;11;12;10;1.41;0.14;12;13;25;12.5;0.71;0.06;0.32;0.35;0.38;0.33;0.02;0.07;12;25;0.38
Q6DN12-1;Q6DN12-1;MCTP2_HUMAN;55784;MCTP2;Multiple C2 and transmembrane domain-containing protein 2;MCTP2;NA;0;4;2;8;10;12;9;1.41;0.16;10;10;20;10;0;0;0.09;0.13;0.14;0.11;0.03;0.24;12;20;0.14
Q9NWU1-1;Q9NWU1-1;OXSM_HUMAN;54995;OXSM;3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial;OXSM;NA;0;2;1;10;12;12;11;1.41;0.13;15;14;29;14.5;0.71;0.05;0.36;0.42;0.42;0.39;0.05;0.12;12;29;0.42
O43765;O43765;SGTA_HUMAN;6449;SGTA;Small glutamine-rich tetratricopeptide repeat-containing protein alpha;SGTA,SGT1,SGT;NA;0;1;1;12;9;12;10.5;2.12;0.2;21;15;36;18;4.24;0.24;0.35;0.32;0.35;0.33;0.02;0.07;12;36;0.35
